CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_pb,CAWPE_alpha=14,CAWPE_alpha=15,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=1,CAWPE_eq,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10
0.8452357445154908 ,0.8454203862517384,0.8456274085757614,0.8208171622438734,0.8457875418236536,0.8459879158985197,0.8441197329007204,0.8443297444825277,0.8436361934608156,0.8438692930177398,0.8431504394239979,0.8433889914033652,0.8429145195435394,0.842655953865749,0.8445713211221535,0.844804109825932,0.8450151694445731
0.8377319914374078 ,0.8377999175730062,0.8378682971427871,0.818709507773519,0.8379130227392926,0.8379642603163291,0.8374040693552356,0.8374901712623086,0.83724514844344,0.8373203044528821,0.837115201764012,0.8371795540154329,0.8370348478591412,0.8369715289008803,0.8375535971784183,0.8376151593882213,0.8376770069366692
0.8353003634084584 ,0.8353381602728636,0.8354061426904502,0.8168953626796318,0.8354785137788323,0.8355356470596653,0.834943777108352,0.8350390836145558,0.834804014320474,0.8348570745510724,0.8346892189288329,0.8347574759583792,0.8346233798176412,0.8345541550910403,0.8351051773410476,0.8351698860450602,0.8352371868105204
0.8375570797754186 ,0.8376012305452181,0.8376464199494487,0.8187959865712711,0.8376663674779111,0.8377176865865807,0.8373401647552989,0.837398901785867,0.8372511455431006,0.8372930916922452,0.8371911201185023,0.8372207051097627,0.8371272006424635,0.8370471164938511,0.837450302382027,0.8374925233197017,0.8375192215967532
0.848427859050473 ,0.848486718091563,0.848526210169452,0.8315898445738215,0.8485808635996719,0.8486597610149744,0.848077393228974,0.8481263549389797,0.8479465450665948,0.8480085453489086,0.847809139456667,0.8478656412756641,0.8477506826883288,0.847681178229211,0.8482013424555992,0.8482615506752669,0.8483365130305269
0.8295340890269725 ,0.8295939558908637,0.8296523157217544,0.8104249064255086,0.8297084710644176,0.8297450457930391,0.8292588197379469,0.8293318421082533,0.8291373703585938,0.8291974304793823,0.8289960603236826,0.8290750648292617,0.8288826958188231,0.828836844979839,0.8293915817086375,0.8294509245982544,0.829489546402107
0.8444281472043642 ,0.8444818688255737,0.8445191109040752,0.8257688375259049,0.8445769003225334,0.8446044483031065,0.8441553471716954,0.84421800933019,0.8440576022649073,0.8441209104523407,0.8439289891375288,0.8439898385745765,0.8438686031992066,0.8438091896370694,0.8442777340986145,0.844312745821246,0.8443712536185868
0.8381800634250763 ,0.8382171832281998,0.838239111176362,0.822429167818318,0.8382767197278562,0.8383084531460689,0.8380073397419305,0.8380441743829803,0.8379209323229828,0.8379521107345783,0.837867994102906,0.8378975993115395,0.8378442892771989,0.8378109369682923,0.838079436041782,0.8380981665991605,0.8381356683693768
0.8403723387695744 ,0.8404562613056374,0.840508751741802,0.8229970082299597,0.8405679011538083,0.8406649027852104,0.8399975925893786,0.8400953073466779,0.8398509666213632,0.8399275989404623,0.8396832435597592,0.8397775265724903,0.8395994481106326,0.8395289655367746,0.8401843722907503,0.8402828862964242,0.8403257643870075
0.8397131169355123 ,0.8397932369280261,0.8398805197857104,0.8231827598028718,0.839958354155649,0.8400121626497623,0.8393000542867677,0.8393908758027265,0.8391564219466675,0.8392246184123802,0.8389496696879021,0.8390570832222599,0.8388616787807351,0.838760384621416,0.8394604722111629,0.8395319420373077,0.8396138794745411
0.8421800898764631 ,0.8422440811285905,0.8423049309187804,0.8275175275945456,0.8423304888123946,0.842379766407818,0.84189362400321,0.8419358199119541,0.8417989133797972,0.8418404672324482,0.8416968655274069,0.8417360829050509,0.841648117512385,0.8415942273983529,0.8419723694350729,0.8420310304518499,0.8421125500780886
