CAWPE(RandTie),CAWPE(ConTie),CAWPE(alpha=4)
1.0734200945079517,1.0636576435226126,1.0699356505735074
0.009435164246654923,0.00948593054218019,0.00929225595693815
0.01065807905873556,0.01071752298049804,0.01048898943975505
0.4591396874691574,0.4573850689333544,0.45869787178711896
0.36800129127092684,0.34006042859524815,0.35816762547744996
1.8115648983871184,1.8096150703769138,1.7873939722620114
1.8137654328969208,1.8266840252689227,1.8127657272215145
0.4318614450533623,0.39963121399534507,0.41896903940760627
1.2922034792819383,1.3104838282997087,1.1614706399332206
0.3815411827397229,0.3845331724995407,0.3809369507831305
0.6914489217937964,0.6913321010977208,0.691107251009471
0.8354216379590768,0.8241189751658756,0.8275534485099196
0.14450551506380396,0.13987726561736702,0.14378780618236794
0.1401745766873806,0.13348815036604492,0.1381533406348274
0.7503513073871443,0.7325622234362056,0.7341914321087668
1.255346348093062,1.261085509235368,1.2326923100410279
0.28121347852207823,0.23088944991874705,0.2582485097243899
0.28321616641867636,0.2803773864922952,0.2818308563116034
0.6652681435738699,0.6585172626937627,0.6605239524943669
1.4269933726405808,1.4269933726405808,1.2020135071531717
0.10490396006552714,0.08984147386829908,0.09904713251076698
0.9419146456087791,0.9484844346159526,0.9409047012400719
0.6543796744341938,0.616470030002838,0.6269626611993906
0.41793044794331796,0.26860630350966963,0.3338901851069546
0.5823159243068247,0.5339401994729871,0.5682854703844178
1.3696321763987604,1.3656760245937967,1.3667096322696064
0.5156608023696495,0.5253988839839328,0.514055670777142
0.7964914752352782,0.8000100479269008,0.7945698704386933
0.11599970930927941,0.12138342351384233,0.11530731044229503
0.6276016279771012,0.6119167489127205,0.619073996412219
0.7248952850004965,0.7799157594054412,0.72110596542753
0.3263686126576794,0.28121545391347147,0.3145617657555898
0.3530873133623146,0.3496923054479515,0.35028907762233125
0.6159322157385987,0.7778668246731982,0.5999970612176249
2.35912103172482,2.3589526682467032,2.3300103052098247
1.2807020187299014,1.2833046276616191,1.2753849631394503
0.7695157994219073,0.7713737906421635,0.7685499617429674
0.9985225259441336,0.9385282675908025,0.9066207259078914
1.6174414511370405,1.5972650337268424,1.600753459938903
0.6445518015548195,0.6368981427981132,0.6396906248430484
2.4302825772435126,2.4587416304166565,2.408301262985584
2.431173147890154,2.476175738962584,2.4243156202248404
0.6444952583041471,0.6480542545573739,0.6339817475460083
0.9205563582381914,0.8338702305382614,0.8846945971112402
0.6299773349227511,0.6124172404502298,0.6228745668748589
0.7572382576768357,0.7695287399830699,0.7563774299853172
0.2566204795465578,0.24228275031097204,0.24927966773305613
0.42993842535927573,0.417531533473557,0.4232420506449475
0.1420217156837267,0.15299115200637547,0.140169148598844
1.256418826802669,1.2541166192661366,1.2526171737121514
1.0700384783497767,1.0831508090081519,1.0222668285891379
0.5379797656309101,0.45455322690789546,0.4881283810456761
1.212227424805914,1.1568008341522102,1.155149190896092
0.6191239889956601,0.6154509057579743,0.6031360419160374
2.179342491609567,2.5431104261807476,2.374838239064856
0.8174251829692705,0.8900558825657768,0.8047660140561637
0.5251486209887885,0.5033582202917002,0.5188535808649125
0.6023919678993604,0.5982215221971393,0.600875100193935
0.3627968019587762,0.3469053088885523,0.35892547146640896
0.6584763596274967,0.6248688417307487,0.6419808357010266
0.5090555721322673,0.39047325072371925,0.4607162484245452
0.5816846790972409,0.4642723235880532,0.5026672224137674
0.7897714410130289,0.7677095569760709,0.7773459967721418
0.381997970178281,0.258839456449792,0.31922851181032996
0.06494964026010397,0.0527916248461766,0.05897486812084381
0.5027563737027541,0.47229482764832736,0.48735399320456974
0.11893607296376772,0.10670982790346485,0.11620527504631768
0.18735031187577134,0.14224405381704977,0.17765550006481193
0.60217830726294,0.5707875725607108,0.5895365915862568
0.28581038713115536,0.2851475690201391,0.2844931987551712
0.6264461840888014,0.6131665096118998,0.6173201467758366
0.29344830648623343,0.2858958599744803,0.29013611668281775
0.1258835400288846,0.10627545399642031,0.11692285416914129
0.15555827284585247,0.15479313091012273,0.15511029716456753
0.14833750126879755,0.14715818237164555,0.14781059104593344
0.3892753527204235,0.3432847950943504,0.36637437548959484
0.10758258664505653,0.09741537783921643,0.10510320089165541
0.698612502853992,0.6985675508095832,0.6965140819018896
0.6869415079525548,0.7271868430342319,0.6726341794695262
1.2215722501352653,1.2216579377904049,1.198522714067026
1.3023873504693988,1.2946624537780442,1.285450597917465
0.5050270969544655,0.6761155419306554,0.4992665443273158
2.130899126519926,2.1534060891400397,2.111418021114164
0.9542495491184025,0.9398671046962505,0.9383975433739233
1.1664288182082727,1.0985169524780989,1.1056917079733937
2.1334329659009934,2.1326829464302315,2.1042745815778208
1.24712401451806,1.2392501219107344,1.194246943200206
1.2357706661148138,1.2463100329140817,1.2037335789890482
3.159735908548123,3.146257725266879,3.1133630572244986
0.4324609737040802,0.28765791430782495,0.3808604957221681
0.23194090992782343,0.2322933447369929,0.2274946516122841
0.4214502548575061,0.39647116194940785,0.3873458740668647
0.44740575380740666,0.44606393232584474,0.4419234248120661
0.27666514070323345,0.27275159964714496,0.2755141334498557
0.8937392907185303,0.8946849987677026,0.8876065036422166
0.5729647041029922,0.5521704682997847,0.5599538551816352
0.9338464260298327,0.9143928140484903,0.9231470667743958
0.7425546528237714,0.7329090596259158,0.7372737572761
0.5974173312265132,0.5838391975175471,0.5901928647695555
0.15904285044415273,0.15507233517956404,0.15716845467981505
0.3992102514882196,0.3877030451592384,0.39553753000123587
0.04219057126618481,0.033042111689971905,0.03964061537332487
0.7074728530646811,0.6626000515575884,0.6820738521544135
0.9626061662023525,0.9590517505173959,0.9603619892422661
0.1686533930034902,0.15429149479948162,0.12965700035371902
1.5315730254636484,1.5282443072913579,1.5313154064192955
0.1044131009356513,0.08564579679155372,0.10018105466515251
0.07454467037076248,0.07333702249250092,0.0689703599017257
0.721517472209042,0.7214672040426346,0.7212023160343282
1.4158453057169174,1.2646786549520594,1.3276071898228383
0.129974900565133,0.0971073678726523,0.11776109850743056
0.48689370666937415,0.493885509155412,0.48234901100457983
0.5426498385473746,0.5255781947161345,0.5327624822389633
0.37864063118392044,0.1676954568763205,0.26503683688972424
0.4665368939754776,0.45364509309042045,0.4589646988549165
0.4837717708228625,0.46645975967911846,0.4748713603889185
0.1557650531732508,0.16430372371139867,0.14870858171042783
1.3731009408788104,1.3713768869832965,1.3707466962949393
1.4376616795929773,1.4377003800450003,1.437684810004961
1.5355317652335927,1.5295743963625286,1.5301489643174304
0.4134127167048047,0.4389189277910329,0.4070856994435365
