CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_pb,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
0.00946282689655776,0.009464532536731999,0.009467561134627715,0.00947191594094634,0.00947760820356222,0.009484713761495919,0.009493175732054845,0.009503035089759892,0.023292421386337157,0.009514260211034001,0.0095269216165692,0.009540982951878293,0.009556442944087388,0.009573299873046464,0.00959154358057431,0.009611198204353891,0.009632214075934842
0.09262433293448194,0.0926465841630288,0.09267011617661969,0.09269491843762095,0.09272105925015034,0.09274854757906423,0.0927774196466715,0.09280773503535936,0.008452296501293958,0.09283950847471553,0.09287278691253927,0.09290759585304341,0.09294398995190527,0.09298200198616016,0.0930216501000625,0.09306295813197278,0.09310600994357926
0.06697365567216965,0.0668576524560533,0.06674596409088483,0.06663896610071209,0.06653691347829657,0.06644013486413819,0.06634894682081775,0.0662636766047481,0.005400874878255501,0.06618461109273549,0.06611212668126862,0.0660464170816946,0.06598791452706744,0.0659367746849686,0.06589335440788474,0.06585794348810323,0.065830648137933
0.0037757727351451814,0.003798189337614599,0.0038208335288157035,0.0038437105250350156,0.0038668064609105415,0.0038901258652715267,0.003913664936020805,0.00393741487603864,0.0033842776512498026,0.003961382798331767,0.003985550492519918,0.004009923100885243,0.004034496801839869,0.004059264381713268,0.00408422596821526,0.00410936679464667,0.0041346978088601955
0.02095336452466919,0.0211903614306819,0.02145418487943718,0.02174924203631135,0.022077109790627977,0.02243776779761221,0.02283663530904554,0.023272659067363734,0.015790034705541255,0.023750505857535922,0.024270440632877796,0.024832029768093993,0.02543914280769496,0.02609056624175241,0.026784791277732756,0.027524333602451344,0.02830407042226728
0.01853805197187169,0.019471117740254385,0.02044119719040134,0.02144721459404697,0.02248023712910988,0.023539896827916507,0.024611736204424237,0.02568871716115064,0.018462750025248546,0.026757117301111234,0.027805196562221763,0.028824903731923732,0.029806076262216444,0.030737012597138777,0.03163582004337621,0.032515528191453445,0.033407007978126194
0.7131736639060541,0.7092486469412375,0.7054100311871109,0.7016683686074346,0.6980307739235981,0.694507293564904,0.6911062775054675,0.6878381239765433,0.4361964817476334,0.6847097979033556,0.6817314792568433,0.6789114364934268,0.6762579904627224,0.6737786276080794,0.6714796864931418,0.669368417448146,0.6674489823169872
0.05295660530172126,0.052296735761138594,0.0516126139361641,0.0509051792247921,0.05017540740721812,0.04942450514867999,0.04865363513609647,0.047864196037620516,0.02516930606514071,0.047057608057614754,0.046235410438268086,0.0453991839872822,0.04455063990263511,0.04369151526740059,0.04282360194368377,0.04194878931597403,0.041068961097602934
-0.45519437463815365,-0.44334776183760444,-0.43065765978942916,-0.4170696629827745,-0.4025025629561577,-0.38683140291264007,-0.36984104341394514,-0.35116187646015434,0.19473628919820765,-0.33017482014101585,-0.30584578958576397,-0.2765310201913277,-0.23977013188658153,-0.1920846950101828,-0.12872392076427042,-0.04384435652895526,0.06475553698966519
0.006560308387552342,0.0065639011664995065,0.006567475538891959,0.006571028256571184,0.00657455270968015,0.006578052732964138,0.006581547363117542,0.006584973860781672,0.01774620613019155,0.006588389874754552,0.0065917697449828045,0.0065951402396454565,0.006598481476501935,0.006601763397468632,0.006605043303136511,0.006608282035799218,0.006611491500182128
