PB-A,CAWPE-A,,,,,PB-A,CAWPE-A,,,,,,,,,,,,,,,,,,,PB-A,CAWPE-A,,
0.011542632,-9.51E-04,,,,min,-0.439215686,-0.666666667,,,,,,,,,,,,,,,,,,,-0.011542632,9.51E-04,,ACCURACIES
0.001004624,-0.002375608,CONVERTED TO ERROR ,,,max,0.666666667,0.603174603,,,,,,,,,,,,,,,,,,,-0.001004624,0.002375608,,
0.00434978,0.011495863,,,,mean,0.01268374,-0.001144931,,,,,,,,,,,,,,,,,,,-0.00434978,-0.011495863,,
0.007708003,0.00576249,,,,median,0.002260054,0.001071019,,,,,,,,,,,,,,,,,,,-0.007708003,-0.00576249,,
-0.018166458,-0.00527187,,,,,,,,,,,,,,,,,,,,,,,,,0.018166458,0.00527187,,
0.024470922,0.017250558,,,,,,,,,,,,,,,,,,,,,,,,,-0.024470922,-0.017250558,,
-0.012889544,-0.010994239,,,,,,,,,,,,,,,,,,,,,,,,,0.012889544,0.010994239,,
-0.013361135,-0.002858204,,,,,,,,,,,,,,,,,,,,,,,,,0.013361135,0.002858204,,
0.012978727,0.002880672,,,,,,,,,,,,,,,,,,,,,,,,,-0.012978727,-0.002880672,,
-0.006176536,0.005759051,,,,,,,,,,,,,,,,,,,,,,,,,0.006176536,-0.005759051,,
-0.011932606,-4.68E-04,,,,,,,,,,,,,,,,,,,,,,,,,0.011932606,4.68E-04,,
0.011051783,0.007670175,,,,,,,,,,,,,,,,,,,,,,,,,-0.011051783,-0.007670175,,
0.038348583,0.034019666,,,,,PB-A,CAWPE-A,,,,,,,,,,,,,,,,,,,-0.038348583,-0.034019666,,
0.009136532,-0.00715961,,,,-0.7,0,3,,,,,,,,,,,,,,,,,,,-0.009136532,0.00715961,,
-0.007618821,-0.005730393,,,,-0.65,0,0,,,,,,,,,,,,,,,,,,,0.007618821,0.005730393,,
0.033079235,-0.001424861,,,,-0.6,0,5,,,,,,,,,,,,,,,,,,,-0.033079235,0.001424861,,
0.01679341,0.001923734,,,,-0.55,0,1,,,,,,,,,,,,,,,,,,,-0.01679341,-0.001923734,,
-0.017674921,-0.02344681,,,,-0.5,0,2,,,,,,,,,,,,,,,,,,,0.017674921,0.02344681,,
-4.29E-04,0.002883423,,,,-0.45,2,5,,,,,,,,,,,,,,,,,,,4.29E-04,-0.002883423,,
0.0211182,0.013426933,,,,-0.4,1,1,,,,,,,,,,,,,,,,,,,-0.0211182,-0.013426933,,
0.012972537,0.029221909,,,,-0.35,1,6,,,,,,,,,,,,,,,,,,,-0.012972537,-0.029221909,,
0.020620474,0.009107645,,,,-0.3,3,3,,,,,,,,,,,,,,,,,,,-0.020620474,-0.009107645,,
-0.005690501,-0.006214364,,,,-0.25,4,5,,,,,,,,,,,,,,,,,,,0.005690501,0.006214364,,
-0.022463049,-0.002848575,,,,-0.2,16,22,,,,,,,,,,,,,,,,,,,0.022463049,0.002848575,,
