CAWPE(ConTie),CAWPE(alpha=4),CAWPE(RandTie)
0.8384504977764332,0.8378968245726829,0.8376222242094336
1.0,1.0,1.0
1.0,1.0,1.0
0.9248879718493658,0.9173580192473154,0.9170573745705911
0.9785301959643252,0.9783467976450113,0.9769348092640269
0.8812978299082416,0.880218315946605,0.8752091331042634
0.9346615608089271,0.9349385434935865,0.9351408025462186
0.9919181801994298,0.9901636268823764,0.9888500966625962
0.7166666666666667,0.7194444444444446,0.6777777777777776
0.8925846153846134,0.8927153846153828,0.8926818589743569
0.7173230829883702,0.7159603127669366,0.7130599908009732
0.6906904761904763,0.6857063492063494,0.6801984126984129
0.9919068413391555,0.991988112566715,0.9919953905870933
0.9939756907639036,0.9939191576567025,0.9939014910607025
0.7225893719806762,0.7254685990338164,0.7234396135265698
0.9090471935891673,0.9093117038210629,0.9080666949434675
0.9987767447998526,0.9986314827857192,0.9985482217801944
0.9841601084375989,0.9859402486561142,0.9857217908157436
0.985901878646894,0.9862708211869546,0.9860444011498238
0.9786305701837803,0.978536920250897,0.9759858809592681
0.9990538630694387,0.9990604109111129,0.9990595204046453
0.57954409834109,0.5786370688626319,0.5766768110753068
0.9115909090909093,0.9130429292929295,0.911906565656566
0.998635540591096,0.9986053123830901,0.998575982042649
0.9321638645515395,0.9306159146591422,0.93006698895525
0.7274456384769361,0.7229527529378575,0.7212790831763222
0.9229796165121047,0.9229351310041145,0.9228507226043383
0.83020299145299,0.8283931623931609,0.8261239316239302
0.9986953179924908,0.9987988883237288,0.9987880896620308
0.8403318903318906,0.8361111111111114,0.8334415584415586
0.9665040524697205,0.9665012491219047,0.9664425338951795
0.9931765245076162,0.9933819562777396,0.9930486903426154
0.9859607478488811,0.9858397150442976,0.9854947691423688
0.6299242424242425,0.6268939393939394,0.6226010101010101
0.88074705578207,0.8779837319804903,0.8681890182601603
0.9009107538780027,0.9003420625021731,0.8966568369721026
0.6973363095238096,0.6898586309523813,0.6858779761904764
0.9069919034473473,0.9053542171649162,0.8958497452643861
0.8260929008710541,0.8214636000973093,0.8190016667031695
0.8678710022748564,0.8669677505687139,0.8659842098220257
0.6288395543791812,0.619289144532789,0.6031288937419742
0.6203864010873138,0.6197352485897746,0.6119094812383463
0.8520150273224051,0.8506830601092902,0.8477117486338803
0.711375064899231,0.6493597214506939,0.6209761570216438
0.8903228532792415,0.8898242055442854,0.8888142325895865
0.7288287766450424,0.7300007723200503,0.7288673926475139
0.9978501027591938,0.9976845802906413,0.9975190286705438
0.9711073318216172,0.9711640211640209,0.9707199546485259
0.9955644444444444,0.9957066666666667,0.9956622222222221
0.943080815744496,0.9432665331837948,0.9432838362251184
0.7794612794612795,0.7851851851851849,0.7683501683501682
0.9993627799116527,0.9992709455059497,0.9992174675893989
0.9770756172839508,0.9771263227513228,0.9767008377425045
0.9846244201308586,0.9846442884533213,0.9846285652098224
0.7188552188552186,0.6711582491582492,0.600107744107744
0.9065381383619341,0.9055354730964621,0.9035279727444183
0.9335384731881218,0.9336095933169755,0.9333227492976298
0.8847632516237134,0.8835800917196234,0.8827711432362563
0.9846109845986324,0.9808954537023349,0.9804538260612656
0.9319526627218934,0.9276134122287966,0.9232248520710057
0.9925591367204949,0.9898127755884288,0.9874323425263063
0.9976640270517395,0.9980867104877247,0.9975001293928885
0.7551278892119657,0.7450561004057625,0.7376028781233058
0.9935637705374535,0.9933984266221095,0.9926865775549971
1.0,1.0,1.0
0.9447133265710281,0.9442037385886102,0.9436072066850213
0.9978821766902788,0.9978558829339879,0.9978398197537133
0.9998479439043231,0.9998265037009022,0.9998233289632007
0.8884549336303671,0.8871588693957063,0.8861969739162671
0.9783023944143228,0.978598864766276,0.9785849972398668
0.897545680185891,0.8974182773553036,0.8970202260245053
0.9757817010653249,0.9756759421110167,0.9755441261073207
0.9996743315063933,0.9996733645195828,0.9996715851231494
0.8920420013840006,0.8928498360261162,0.8927024099647991
0.991317003053492,0.9913760418932434,0.99131914407063
0.939288432267885,0.9382039573820403,0.9365487062404877
0.999690232264957,0.9996902378524489,0.9996900938500356
0.8309671641791054,0.829847761194031,0.8290009950248768
0.9158645739149013,0.9175705023290949,0.9177221748518805
0.7591773549447969,0.7493379727507636,0.7432056612638007
