TRAINACC,SMLRE-A,SMM5-A,SMLR-A,ES-A,NBC-A,WMV-A,CAWPE-A,RC-A,MV-A,PB-A
AvgTRAINACCOverDsets:,0.8932841272735402,0.8845853627082317,0.8699200407875579,0.8265240849647958,0.7887003585384057,0.8271996588483299,0.8267967777197109,0.8289122728445855,0.8177877988081651,0.7940277608819989
AvgTRAINACCRankOverDsets:,1.5413223140495869,1.7975206611570247,3.0454545454545454,4.8429752066115705,6.68595041322314,6.797520661157025,6.851239669421488,6.917355371900826,7.603305785123967,8.917355371900827
StddevOfTRAINACCOverDsets:,0.09994928276467434,0.09715195948429245,0.11682637734723465,0.1481377691093197,0.2186098645914672,0.1427370003908978,0.14161415233525784,0.13769117582796822,0.1571118592856124,0.17855475146375704
AvgOfStddevsOfTRAINACCOverDsetFolds:,0.0179979134097183,0.021658103691193455,0.017186246899220055,0.025819326171280833,0.038274004391827356,0.021821440345577477,0.023337282614256487,0.020211252208672,0.02310991217331525,0.023607129414818417
StddevsOfTRAINACCRanksOverDsets:,0.6879522053999105,0.8479841596316672,0.9219544457292874,1.4083575804390593,2.5381524049698045,1.1283810533914918,1.4883500765657336,1.6910882928827426,1.319591722484491,1.832970161875275

flat,SMLRE-A,SMM5-A,SMLR-A,ES-A,NBC-A,WMV-A,CAWPE-A,RC-A,MV-A,PB-A
SMLRE-A,0|121|0,66|4|51,114|4|3,119|2|0,117|4|0,119|2|0,119|2|0,119|2|0,119|2|0,120|1|0
SMM5-A,51|4|66,0|121|0,100|4|17,119|2|0,115|4|2,119|2|0,119|2|0,119|2|0,119|2|0,120|1|0
SMLR-A,3|4|114,17|4|100,0|121|0,109|2|10,113|4|4,117|2|2,116|2|3,117|2|2,118|2|1,120|1|0
ES-A,0|2|119,0|2|119,10|2|109,0|121|0,83|2|36,105|2|14,105|1|15,92|1|28,108|2|11,114|0|7
NBC-A,0|4|117,2|4|115,4|4|113,36|2|83,0|121|0,65|9|47,59|2|60,65|9|47,67|9|45,81|1|39
WMV-A,0|2|119,0|2|119,2|2|117,14|2|105,47|9|65,0|121|0,59|3|59,51|30|40,60|58|3,100|1|20
CAWPE-A,0|2|119,0|2|119,3|2|116,15|1|105,60|2|59,59|3|59,0|121|0,60|4|57,69|3|49,105|1|15
RC-A,0|2|119,0|2|119,2|2|117,28|1|92,47|9|65,40|30|51,57|4|60,0|121|0,62|31|28,96|1|24
MV-A,0|2|119,0|2|119,1|2|118,11|2|108,45|9|67,3|58|60,49|3|69,28|31|62,0|121|0,98|1|22
PB-A,0|1|120,0|1|120,0|1|120,7|0|114,39|1|81,20|1|100,15|1|105,24|1|96,22|1|98,0|121|0



p=0.01,SMLRE-A,SMM5-A,SMLR-A,ES-A,NBC-A,WMV-A,CAWPE-A,RC-A,MV-A,PB-A
SMLRE-A,0|121|0,25|83|13,70|50|1,107|14|0,111|10|0,116|5|0,117|4|0,116|5|0,116|5|0,117|4|0
