SMLRE-A,SMM5-A,SMLR-A,ES-A,NBC-A,WMV-A,CAWPE-A,RC-A,MV-A,PB-A
0.9764087870105065,0.9766953199617956,0.973447946513849,0.9708691499522446,0.9700095510983764,0.9699140401146132,0.9689589302769817,0.9699140401146132,0.9699140401146132,0.9619866284622732
0.9815727699530516,0.9828638497652581,0.977699530516432,0.9786384976525824,0.9774647887323944,0.9737089201877935,0.9758215962441317,0.9737089201877935,0.9737089201877935,0.9639671361502345
0.8309523809523808,0.8204081632653062,0.807142857142857,0.7962585034013607,0.6139455782312926,0.7952380952380952,0.7959183673469389,0.7979591836734693,0.7952380952380952,0.7639455782312924
0.8897435897435898,0.8685897435897435,0.8717948717948719,0.6698717948717948,0.7615384615384616,0.6673076923076923,0.6660256410256409,0.6839743589743589,0.6608974358974357,0.6525641025641025
0.9882966396292002,0.9906527616840478,0.9846658941676323,0.9791039011201239,0.9764001544998069,0.9754345307068367,0.975627655465431,0.9755117806102743,0.9755117806102743,0.9770954036307454
0.95,0.9532015065913372,0.9454488386691777,0.9435028248587571,0.936660389202762,0.9389516635279347,0.9387005649717513,0.9385436283741366,0.9385436283741366,0.944538606403013
0.899874213836478,0.9182704402515722,0.8826729559748426,0.8648427672955977,0.8594025157232703,0.8544025157232702,0.8603773584905657,0.8525157232704406,0.8532389937106918,0.8630188679245283
0.8199657729606389,0.9143896177980604,0.8163006274957216,0.7930024719528427,0.7840345122646891,0.7641020155923178,0.7947756227419662,0.7687630728275338,0.7548963681308233,0.7224234645369843
0.9931329576288876,0.9939261114589858,0.9921102066374452,0.992402421206429,0.9914214151534128,0.9914214151534128,0.9922563139219371,0.9914214151534128,0.9914214151534128,0.9896472552702985
0.6497695852534561,0.6316436251920122,0.628110599078341,0.6122887864823349,0.4367127496159753,0.6084485407066053,0.6064516129032257,0.6162826420890938,0.6084485407066053,0.602457757296467
0.8524271844660193,0.8511326860841423,0.8430420711974109,0.8307443365695791,0.8333333333333333,0.8233009708737861,0.8255663430420712,0.8233009708737861,0.8233009708737861,0.805177993527508
0.9928619528619527,0.9882828282828283,0.9810101010101009,0.9655892255892257,0.9657912457912456,0.963299663299663,0.9587205387205388,0.9623569023569022,0.962087542087542,0.9202693602693603
0.8821185386938242,0.8820060394339512,0.8815293978329092,0.8753429253754912,0.8690893480963939,0.8714478852112818,0.8721514990032961,0.8591450056249629,0.8714478852112818,0.8731176110683482
0.5835827664399091,0.5684353741496598,0.5624489795918368,0.5518820861678005,0.5405442176870747,0.5432199546485259,0.5405895691609979,0.5402721088435374,0.5389115646258503,0.5130612244897959
0.8762596899224807,0.884205426356589,0.8673449612403099,0.8676356589147286,0.8646317829457364,0.8646317829457364,0.863953488372093,0.8646317829457364,0.8646317829457364,0.8564922480620154
0.7838541666666666,0.778125,0.7747395833333334,0.768359375,0.76171875,0.766015625,0.7658854166666667,0.76640625,0.766015625,0.7548177083333333
0.9906593406593406,0.987912087912088,0.9884615384615384,0.9782051282051278,0.9804029304029299,0.9774725274725269,0.9739926739926735,0.9772893772893768,0.9771062271062266,0.9666666666666665
0.8789743589743593,0.8841025641025643,0.8712820512820515,0.8420512820512823,0.8256410256410259,0.8384615384615388,0.8348717948717952,0.846666666666667,0.8384615384615388,0.7692307692307695
0.9554216867469879,0.9148594377510038,0.9295180722891565,0.866867469879518,0.8740963855421686,0.8580321285140561,0.863855421686747,0.8590361445783133,0.8572289156626504,0.8375502008032126
0.9710182767624022,0.9715404699738901,0.9664055700609226,0.9563098346388165,0.954308093994778,0.9557876414273281,0.9544821583986075,0.9557876414273281,0.9557006092254134,0.948999129677981
0.9372497824194953,0.9363794604003481,0.9264577893820715,0.919756309834639,0.9182767624020889,0.915839860748477,0.9169712793733681,0.9156657963446477,0.9157528285465625,0.9141862489120974
0.9079999999999999,0.8979999999999998,0.8913333333333331,0.8653333333333333,0.19066666666666673,0.871333333333333,0.8679999999999998,0.8806666666666665,0.871333333333333,0.8333333333333335
0.9229166666666667,0.8295138888888888,0.842013888888889,0.6493055555555555,0.710763888888889,0.642013888888889,0.6489583333333332,0.6364583333333335,0.6354166666666667,0.6302083333333333
0.8761904761904765,0.8339682539682542,0.8333333333333337,0.7282539682539684,0.725714285714286,0.7158730158730159,0.7212698412698414,0.7161904761904764,0.7133333333333334,0.7073015873015875
0.7958333333333336,0.7855263157894739,0.7701754385964914,0.7607456140350878,0.45175438596491246,0.7508771929824561,0.7489035087719298,0.7453947368421051,0.7508771929824561,0.6881578947368421
0.8822784810126582,0.9063291139240506,0.8316455696202532,0.7645569620253165,0.7683544303797468,0.7438818565400843,0.767932489451477,0.740506329113924,0.7139240506329114,0.7607594936708861
0.823111111111111,0.7935555555555556,0.7180000000000001,0.6035555555555554,0.6213333333333334,0.6015555555555555,0.5882222222222223,0.6153333333333333,0.5937777777777778,0.5722222222222222
0.8419501133786846,0.8496598639455779,0.8321995464852605,0.8258503401360543,0.8061224489795918,0.8149659863945579,0.814285714285714,0.8154195011337868,0.8149659863945579,0.7931972789115646
0.7262295081967214,0.7393442622950822,0.6289617486338795,0.42349726775956287,0.40218579234972684,0.4174863387978143,0.4431693989071038,0.4590163934426229,0.4081967213114754,0.3770491803278688
0.6962962962962962,0.7151515151515151,0.5138047138047139,0.35387205387205384,0.4047138047138048,0.35016835016835013,0.35959595959595964,0.3659932659932659,0.34478114478114474,0.3074074074074074
0.88008658008658,0.865367965367965,0.8588744588744589,0.8177489177489179,0.7913419913419916,0.819047619047619,0.8181818181818181,0.8181818181818181,0.819047619047619,0.7961038961038961
0.6716721672167216,0.6612211221122113,0.6607810781078107,0.6138063806380639,0.6242024202420242,0.5777777777777778,0.6037953795379539,0.5788778877887787,0.5777777777777778,0.5484048404840484
0.868659420289855,0.8668478260869563,0.8570652173913043,0.8501811594202897,0.8539855072463769,0.848731884057971,0.8449275362318841,0.848731884057971,0.848731884057971,0.8253623188405796
0.7466208476517758,0.7235967926689576,0.7223367697594502,0.7211912943871709,0.4571592210767467,0.7172966781214203,0.7154639175257732,0.7198167239404352,0.7172966781214203,0.699885452462772
0.9770562770562772,0.9796825396825397,0.9697546897546896,0.9655411255411257,0.9645310245310245,0.9632034632034633,0.9638383838383839,0.9626839826839826,0.9616161616161617,0.9628571428571426
0.9441904761904762,0.9443809523809527,0.9375238095238095,0.9310476190476192,0.9335238095238095,0.931047619047619,0.9249523809523811,0.931047619047619,0.931047619047619,0.917142857142857
0.984888888888889,0.9813333333333334,0.9746666666666669,0.9604444444444445,0.9644444444444443,0.9639999999999999,0.9591111111111112,0.9639999999999999,0.9639999999999999,0.9493333333333335
0.7985887096774195,0.7942204301075267,0.7643817204301079,0.7204301075268816,0.7150537634408602,0.713508064516129,0.7159946236559139,0.7128360215053765,0.7124999999999999,0.7064516129032259
1.0,0.8424242424242422,0.7,0.6696969696969698,0.827272727272727,0.6575757575757577,0.6999999999999998,0.709090909090909,0.6242424242424244,0.5515151515151514
0.9600987357817137,0.9786984222288934,0.952606824777344,0.9561893325327729,0.954891757563628,0.9526868808165716,0.9528103005437139,0.9521965375763032,0.9499549684779344,0.948370526034891
0.9649999999999996,0.9122222222222222,0.9368518518518516,0.7929629629629633,0.8355555555555557,0.7827777777777778,0.788888888888889,0.7774074074074077,0.7742592592592594,0.6527777777777778
0.9688131313131307,0.9428030303030303,0.9555555555555552,0.8981060606060609,0.9103535353535356,0.8907828282828285,0.8955808080808084,0.8925505050505053,0.8891414141414145,0.8688131313131312
0.9377777777777777,0.9155555555555558,0.7600000000000002,0.4222222222222222,0.7933333333333337,0.5399999999999999,0.5288888888888889,0.5955555555555555,0.4422222222222222,0.4088888888888889
0.9159817351598172,0.8899543378995431,0.8949771689497715,0.8310502283105023,0.7926940639269405,0.83013698630137,0.8223744292237444,0.8296803652968038,0.8264840182648403,0.8068493150684932
0.8822362425517001,0.8824815983175606,0.881857693655801,0.8802593760953382,0.8760778128286015,0.8726568524360323,0.8753592709428674,0.8726568524360323,0.8726568524360323,0.8800350508236944
0.8385416666666665,0.8354166666666665,0.8288888888888888,0.8284722222222222,0.8231249999999999,0.8227777777777778,0.8209722222222224,0.8227777777777778,0.8227777777777778,0.7837500000000001
0.944043097394576,0.9439841511484267,0.9439662109865552,0.942573541849272,0.9376256452051072,0.9363934123725607,0.9373201498772379,0.9363934123725607,0.9363934123725607,0.9437350391864391
0.9019230769230769,0.892948717948718,0.8737179487179486,0.8448717948717951,0.8692307692307694,0.8596153846153847,0.8474358974358973,0.8596153846153847,0.8596153846153847,0.8346153846153848
0.9631744040150565,0.9668130489335007,0.9596612296110413,0.957988289418653,0.9474487662066081,0.9433291509828524,0.9468005018820576,0.9432455039732329,0.9402760351317441,0.9588665830196568
0.9920863309352517,0.9934052757793765,0.9851318944844125,0.9832134292565947,0.9797362110311749,0.9741007194244605,0.9810551558752995,0.9741007194244605,0.9741007194244605,0.9744604316546763
0.7695555555555558,0.7576666666666667,0.756,0.7163333333333334,0.6588888888888889,0.6931111111111111,0.7086666666666666,0.6794444444444444,0.6931111111111111,0.6742222222222224
0.9785800240673885,0.9803850782190131,0.9726835138387482,0.9717208182912151,0.9700361010830322,0.966425992779783,0.9663056558363414,0.966425992779783,0.966425992779783,0.9696750902527073
1.0,1.0,1.0,0.9999917938618086,1.0,1.0,1.0,1.0,1.0,1.0
0.8908579465541491,0.8938115330520393,0.8848101265822784,0.8774964838255975,0.8710267229254571,0.8710267229254571,0.8772151898734177,0.8710267229254571,0.8710267229254571,0.8368495077355836
0.9891045077824946,0.9902668283808371,0.9879826157267033,0.9855670103092781,0.9852739033757831,0.9796745502324636,0.9833939761471594,0.9796745502324636,0.9796745502324636,0.9798160501313923
0.9995164609053495,0.999614197530864,0.9992901234567898,0.998796296296296,0.9712242798353911,0.9968518518518521,0.9973713991769552,0.9968518518518521,0.9968518518518521,0.9992386831275718
0.8468627450980394,0.84359477124183,0.8380392156862746,0.8369281045751633,0.8241176470588235,0.8294771241830066,0.8326797385620918,0.8285620915032682,0.8294771241830066,0.7998039215686278
0.9378431372549016,0.9384967320261436,0.930065359477124,0.9266666666666664,0.9220915032679738,0.9256209150326794,0.9248366013071895,0.9255555555555551,0.9256209150326794,0.9216993464052287
0.8378754578754583,0.8334065934065937,0.8290842490842495,0.8277655677655681,0.8190476190476195,0.8204395604395608,0.8270329670329674,0.8204395604395608,0.8204395604395608,0.8002930402930407
0.9417582417582419,0.9416849816849818,0.9366300366300367,0.9312087912087913,0.9103296703296705,0.9282783882783884,0.9305494505494507,0.9279853479853482,0.927838827838828,0.9183150183150185
0.9897353743918359,0.99125430164946,0.9868517859261897,0.9843953957517504,0.983446066215735,0.9829002017325265,0.9837308650765395,0.9826391361101223,0.9823543372493176,0.9756852972588109
0.9733491186529856,0.9730334122599312,0.9724283083399101,0.9717179689555376,0.028413575374901332,0.9715338068929226,0.9712970270981317,0.9716127334911862,0.9715338068929226,0.970007892659826
0.9785131017672153,0.9802437538086536,0.97569774527727,0.973686776355881,0.8790249847653869,0.9727605118829982,0.9722730042656917,0.9714564290067033,0.9726386349786715,0.9717611212675199
0.9281786941580757,0.9264604810996565,0.9171821305841926,0.9010309278350518,0.8917525773195879,0.8917525773195879,0.8948453608247425,0.8927835051546394,0.8917525773195879,0.8886597938144333
0.9954608896170885,0.9961284058498694,0.9937617573881911,0.9922689483585168,0.9919048485951818,0.9917227987135142,0.9923963832756844,0.991589295466958,0.9916985253959585,0.9891801686995569
0.7828125000000001,0.7796006944444446,0.7718750000000001,0.7714409722222222,0.7647569444444443,0.7677083333333331,0.7650173611111113,0.7682291666666667,0.7677083333333331,0.7371527777777781
0.9480769230769229,0.9147435897435897,0.9243589743589743,0.8615384615384615,0.8634615384615386,0.855128205128205,0.858974358974359,0.8724358974358973,0.8538461538461537,0.8346153846153849
0.8079999999999999,0.8106666666666666,0.7733333333333332,0.707333333333333,0.5340000000000001,0.6866666666666666,0.6966666666666665,0.7073333333333333,0.682,0.6173333333333332
0.7891304347826087,0.773913043478261,0.7507246376811595,0.6811594202898551,0.6557971014492754,0.6695652173913044,0.6637681159420289,0.6797101449275361,0.6681159420289855,0.605072463768116
0.9320261437908498,0.9156862745098041,0.9150326797385623,0.8830065359477127,0.673202614379085,0.8830065359477127,0.8790849673202618,0.88562091503268,0.8830065359477127,0.8732026143790853
0.8326797385620918,0.7830065359477126,0.8470588235294121,0.5836601307189543,0.6993464052287585,0.5803921568627451,0.5823529411764706,0.6163398692810458,0.5758169934640524,0.5326797385620915
0.7743589743589747,0.7395604395604397,0.727838827838828,0.694871794871795,0.3410256410256411,0.7014652014652015,0.6934065934065934,0.7139194139194138,0.7014652014652015,0.6234432234432233
0.9921249999999997,0.9497916666666669,0.992958333333333,0.8182083333333331,0.8979583333333331,0.8178333333333332,0.7976249999999998,0.8160416666666664,0.8079583333333333,0.673125
0.9735416666666669,0.9003333333333331,0.9824583333333333,0.6360833333333334,0.77275,0.613875,0.6330000000000002,0.6206666666666665,0.6065833333333333,0.47091666666666665
0.9968293700458908,0.943596161869003,0.9921985815602835,0.8047976637463496,0.8751773049645389,0.7992490613266584,0.7884856070087607,0.7972048393825616,0.7939924906132667,0.6897788902795162
0.7992592592592594,0.763703703703704,0.745925925925926,0.6318518518518519,0.3311111111111111,0.6429629629629631,0.6237037037037036,0.7140740740740742,0.6385185185185185,0.5807407407407407
0.9089979550102251,0.7828220858895705,0.8239263803680983,0.4605316973415133,0.605521472392638,0.4550102249488752,0.4533742331288343,0.49263803680981605,0.44989775051124753,0.4188139059304703
0.9807117117117116,0.9810990990990992,0.979,0.9784864864864865,0.9770450450450447,0.9770450450450447,0.9781351351351353,0.9770450450450447,0.9770450450450447,0.9766666666666669
0.9682539682539684,0.9603174603174605,0.948888888888889,0.9295238095238096,0.9260317460317462,0.9257142857142858,0.9253968253968256,0.9260317460317462,0.9257142857142858,0.9161904761904763
0.9634300126103407,0.9665825977301387,0.9483816729718371,0.9385035729298025,0.9416561580496003,0.9382513661202184,0.9389659520807059,0.936990332072299,0.9357713324926439,0.9104245481294663
0.9747058823529411,0.9651960784313723,0.9630392156862743,0.9304901960784312,0.9331372549019608,0.9274509803921568,0.9265686274509802,0.925392156862745,0.9256862745098038,0.8997058823529412
0.9544637681159418,0.9545217391304348,0.9529710144927533,0.9531739130434784,0.9522028985507247,0.9511449275362319,0.9513188405797097,0.9511449275362319,0.9511449275362319,0.9497681159420288
0.7411616161616159,0.758080808080808,0.7338383838383836,0.7007575757575758,0.6992424242424241,0.6921717171717172,0.6881313131313131,0.697979797979798,0.6921717171717172,0.6343434343434342
0.8894736842105264,0.888471177944862,0.8796992481203005,0.8726817042606514,0.8568922305764411,0.8764411027568924,0.8701754385964914,0.8754385964912282,0.8764411027568924,0.8561403508771926
0.6955555555555557,0.6878260869565218,0.685217391304348,0.6800000000000002,0.33410628019323674,0.679033816425121,0.6722705314009664,0.6810628019323673,0.679033816425121,0.6328502415458938
0.7768666666666667,0.7758000000000002,0.7700666666666668,0.7679333333333335,0.7365333333333334,0.7625999999999998,0.7621333333333331,0.7587333333333335,0.7625999999999998,0.7447333333333336
0.8548148148148148,0.8674074074074074,0.8464197530864197,0.8407407407407407,0.8414814814814815,0.8358024691358026,0.8323456790123458,0.8358024691358026,0.8358024691358026,0.8093827160493826
0.9871861471861471,0.9871861471861473,0.9830014430014429,0.9772294372294373,0.9750360750360751,0.9740548340548343,0.9748051948051948,0.9738528138528139,0.973910533910534,0.975064935064935
0.918801824212272,0.9384535655058043,0.9136401326699836,0.9108001658374791,0.9049129353233829,0.9080327529021559,0.9092661691542289,0.9073901326699834,0.9079912935323383,0.9077010779436152
0.9999022921121,0.9998896475619009,0.9998321723337242,0.9997287169230062,0.9879658367243719,0.9994919189829183,0.9993907625813274,0.9994332942501781,0.9994424902866864,0.9997091753454262
0.8430489731437599,0.857266982622433,0.8221169036334913,0.8014218009478675,0.7990521327014218,0.783096366508689,0.7897314375987361,0.7767772511848342,0.7804107424960504,0.7567930489731437
0.8084967320261439,0.8531475748194014,0.790574475404197,0.7776401788785688,0.7602683178534572,0.7699346405228756,0.7730650154798764,0.7681802545579633,0.7676986584107327,0.7693842449260406
0.9956666666666665,0.9916666666666665,0.9902222222222221,0.986777777777778,0.9857777777777776,0.9846666666666665,0.9858888888888888,0.984111111111111,0.9839999999999999,0.9555555555555555
0.7035555555555557,0.7200000000000001,0.6053333333333334,0.5484444444444445,0.5862222222222223,0.5480000000000002,0.5475555555555556,0.5515555555555556,0.5462222222222223,0.5048888888888888
0.996398148148148,0.9968425925925927,0.9955185185185182,0.9954907407407406,0.9934351851851851,0.9943333333333335,0.9938703703703705,0.9942500000000002,0.9942037037037039,0.9950185185185184
0.9932498260264438,0.9938761308281142,0.9916492693110646,0.9900487125956853,0.9898399443284618,0.9867780097425187,0.988100208768267,0.9867780097425187,0.9867780097425187,0.9869867780097423
0.7932424242424242,0.7886060606060608,0.7881515151515154,0.7845757575757576,0.782090909090909,0.7836666666666665,0.7837272727272728,0.7828181818181821,0.7836666666666665,0.7843939393939395
1.0,1.0,1.0,0.45,1.0,0.9083333333333333,0.7666666666666667,0.8166666666666667,0.21666666666666667,0.0
0.9781382355591602,0.9783184644498515,0.9777958006668468,0.9779940524466074,0.9763719924303865,0.9763719924303865,0.9767054158781653,0.9763719924303865,0.9763719924303865,0.971235469045688
0.873548387096774,0.8763440860215054,0.8574193548387097,0.8529032258064517,0.8402150537634407,0.8458064516129034,0.8378494623655914,0.8458064516129034,0.8458064516129034,0.8172043010752688
0.8939784946236559,0.8997849462365592,0.8789247311827958,0.8479569892473116,0.856774193548387,0.8455913978494624,0.8395698924731181,0.8436559139784945,0.8449462365591398,0.8223655913978493
0.996271849407163,0.9968952450800638,0.9953673145092284,0.9943038748319275,0.9904168194597235,0.9773621806625111,0.9884855152181886,0.9773377337733777,0.9762987409852097,0.9952450800635615
0.8704014939309056,0.8701347205548886,0.8673469387755103,0.8678671468587434,0.8625050020008006,0.8625050020008006,0.8624116313191944,0.8625050020008006,0.8625050020008006,0.8485660931039084
0.8679338402027477,0.867360277444311,0.864519140989729,0.8647725756969457,0.8630652260904362,0.8631052420968389,0.8624783246631988,0.8631185807656397,0.8630252100840337,0.8526210484193677
0.9916666666666666,0.9943181818181818,0.9878787878787877,0.9784090909090906,0.9795454545454542,0.9791666666666664,0.9806818181818179,0.9791666666666664,0.9791666666666664,0.964772727272727
0.691812865497076,0.7389724310776943,0.6643274853801168,0.6533416875522139,0.0847953216374269,0.6522138680033418,0.6520050125313283,0.6495405179615706,0.6518379281537175,0.6294486215538847
0.656409208554693,0.6933660264269174,0.6421059801117013,0.6417518049312083,0.0892385233619398,0.6385642283067702,0.6387276937746901,0.6233891840348726,0.6390818689551833,0.6158425282659039
0.6857465042850699,0.7746053225078934,0.6448353631032929,0.6157419936851601,0.5976995940460081,0.609697789806044,0.6091565178168696,0.6097428958051421,0.6086603518267929,0.564727108705458
0.9993197278911564,0.9510204081632652,0.9979591836734694,0.9299319727891154,0.9646258503401361,0.9326530612244898,0.927891156462585,0.9333333333333332,0.9285714285714285,0.9258503401360544
