CAWPE-A,RandF,XGBoost,Bagging,LogitBoost,AdaBoost
0.7289624927920275,0.7056586513988076,0.7010884873501907,0.7421534794557388,0.7121309977284673,0.5798451469685281
0.930224116161618,0.9306919642857161,0.9233743686868706,0.9350198412698429,0.8936248647186165,0.9137152777777797
0.8498247863247848,0.8484337606837593,0.8478418803418788,0.8056175213675199,0.7681794871794855,0.7852371794871781
0.9988397218334968,0.9989723117030569,0.9978908688858513,0.9972264556910057,0.9872736630520336,0.7918424668264072
0.8269972451790631,0.8312672176308539,0.8185261707988979,0.8381542699724515,0.8130509641873278,0.8134297520661155
0.971031956458532,0.9588001033738452,0.9605168803837015,0.9621763397517795,0.9397217730435561,0.8178093084439882
0.9936587490015848,0.9951104640505354,0.9923620170375151,0.9917510515029568,0.99384183917943,0.8754760936076527
0.9866569729615252,0.9883759458040464,0.9856732943938301,0.9859465201273239,0.9854737401650778,0.9027799710858208
0.6775252525252526,0.6758838383838381,0.612878787878788,0.6765151515151518,0.617929292929293,0.6185606060606061
0.8780479016906167,0.8925761724038589,0.8814097370431822,0.8807120335274631,0.8232003599409529,0.7058078861431825
0.915042053931802,0.9263195816046479,0.9027249530259823,0.8980939670817502,0.8514854978643391,0.7054722650310451
0.6720627383264983,0.6484351392186487,0.6180732426793294,0.6822649111446866,0.5637887617814227,0.612576444348514
0.9276834005207021,0.9100821780120719,0.9356817606751466,0.8029209897000901,0.9355997011023464,0.5839738663746595
0.8137284534741447,0.8074202612339634,0.793795191913978,0.8060733079560032,0.7456514279788531,0.7331749024390436
0.8876154154957849,0.8862705740666399,0.8565703198180116,0.8952830188679245,0.8250100361300683,0.850829653418975
0.58921762998022,0.5939871030487878,0.5821940753008772,0.607026198551453,0.570929643957992,0.5538981507457252
0.6246455611314554,0.6221627164428772,0.5973382122458821,0.6159633478758832,0.5581721709842217,0.5499585367783357
0.830913978494623,0.8520833333333327,0.8180443548387093,0.8429099462365585,0.7450604838709673,0.7739919354838704
0.652664408355028,0.5307184843896933,0.5577612216667216,0.5452653516176703,0.5160038776154844,0.42557047783986246
0.8880578093306277,0.8996830628803234,0.8825388776200126,0.9003169371196745,0.8375802907369835,0.8427188979039879
0.7252079517704516,0.7242635836385836,0.6999847374847374,0.7310458638583636,0.6980177808302804,0.7154399420024418
0.9981350008016678,0.998126663459997,0.9981161689040476,0.9952686752080695,0.9673376769134353,0.7193650793650784
0.9815470337594235,0.9796038769490101,0.9694900969237258,0.9674720232242361,0.9455635154750206,0.9543990260804427
0.99672,0.9912266666666666,0.9865777777777777,0.9937599999999999,0.97024,0.9795288888888888
0.9476886175347299,0.9366068724564375,0.9469088318648122,0.9446938857839535,0.9507053348405706,0.7092633932947984
0.8731468531468533,0.8467132867132866,0.8346853146853148,0.7958974358974359,0.7877622377622376,0.7936829836829838
0.9994253548197987,0.9992168188788265,0.9993622820928202,0.9964982300322344,0.9939386208303056,0.6603105140289464
0.9811100088183422,0.9715090388007053,0.9521770282186951,0.9522067901234568,0.7177347883597887,0.6513359788359789
0.9878835263638108,0.9834286249509855,0.9811012177836935,0.9728609025747443,0.7706231480814155,0.8505642672469486
0.6682026143790851,0.6686928104575164,0.6384313725490196,0.6939542483660132,0.638267973856209,0.6220915032679739
0.9246688709073879,0.9175616741934225,0.9122283254612022,0.8907442203026407,0.8983093139289753,0.7140342103879574
0.9361564644128287,0.9331594751482452,0.934828580976834,0.9272755822302986,0.9037007249846452,0.8965292284281823
0.896339555740955,0.8706075248259018,0.8631029767905372,0.9060711926860658,0.8762163821971952,0.8926119048446732
0.9817347431254096,0.9807292259005893,0.9848042451114991,0.9780974538903707,0.9741142362422353,0.9708357538445942
0.9242798353909462,0.9548239597622312,0.9326931870141743,0.9287608596250567,0.9084590763603106,0.8573845450388657
0.9899477151564621,0.9916552123032241,0.9940850333320059,0.9838220251967232,0.988214383022928,0.8353359748079292
0.9980504804789263,0.9875437779272981,0.9956748270448387,0.9810982868381551,0.7153649742076839,0.7104687473043145
0.7924029943447418,0.7222565460429536,0.7476970350756759,0.5805432970481514,0.49691902847242625,0.5097953646497335
0.9968271372876633,0.9974798106377052,0.9957045391255914,0.9927370509607344,0.9900358535226945,0.9903978696741847
1.0,1.0,1.0,1.0,1.0,1.0
0.9509757834757828,0.9323100664767325,0.9234639126305787,0.8819159544159538,0.9270180436847094,0.9282526115859441
0.998592796520389,0.9905284715090125,0.9982064860458706,0.9810762303850128,0.9958416952985493,0.97986375422732
0.9999918829854525,0.9999119663324259,0.9999907463802696,0.9993123624805066,0.9879474093494219,0.8266535809220922
0.893960931794524,0.8331280441170527,0.8536454649484448,0.8218658892128254,0.8252074456156062,0.8001989637782392
0.9814604817826126,0.9780741974803555,0.9787375815197916,0.974887524887032,0.9297507880128191,0.9034767159314515
0.9114035432040609,0.8762462710001564,0.8893945936044376,0.8651338514680477,0.8458856701732341,0.8487694300518126
0.9784859879091508,0.95569201556599,0.9660675643873865,0.9490352863785922,0.9551133424626034,0.8512343233771958
0.9997311217478153,0.9995249830501375,0.9994983179538883,0.99719246626234,0.9988318839103567,0.6889280690123503
0.8991685679185671,0.8982822920322915,0.8926363051363043,0.8986537674037668,0.8760793260793254,0.8793114543114535
0.9920669689776709,0.9916442619819605,0.9903185803527061,0.9911692932263241,0.9819186578304111,0.9614412836525003
0.9541854354354349,0.944181681681681,0.9483108108108101,0.9208896396396388,0.8981981981981976,0.8616554054054048
0.9997526525612195,0.9996892839637344,0.9997232493227909,0.9992012866383462,0.9992135152940899,0.7129815034103263
0.8302328358208969,0.8230417910447774,0.7926159203980111,0.8316925373134337,0.7688865671641802,0.8085890547263693
0.9166184213889529,0.9165713742555528,0.892967931268052,0.912746817728702,0.7674373929657746,0.7876105487820463
0.7609847106073521,0.7625940516506555,0.7505658073582602,0.7596276330238595,0.7458430667864632,0.673432472489076
0.7981093544137021,0.7734443817052514,0.7811340109166196,0.7779305477131563,0.7542706568793525,0.6321343873517785
0.8311688311688312,0.803138528138528,0.8087662337662338,0.7556277056277055,0.7953463203463204,0.7998917748917749
0.8112893319823217,0.8049290834040128,0.7982913458164868,0.8075100694378889,0.7782620553274928,0.6315823614695588
0.3970808678500992,0.4009072978303753,0.4052071005917165,0.4129585798816572,0.41254437869822524,0.4281262327416178
0.9973604271885523,0.9968117108585861,0.9915898569023568,0.9948644255050507,0.5074649621212107,0.7038537984006735
0.9850028409090912,0.9781456228956228,0.9551526199494949,0.9783671085858586,0.5169085122053859,0.7041813973063977
0.9945249368686874,0.9927595223063973,0.9887446864478114,0.9903078703703704,0.5283752630471367,0.6759461279461283
0.4074760424760427,0.43418371751705104,0.39715315548648905,0.4155447638780972,0.4637257187257189,0.6368760252093587
0.8206911573044381,0.8117727574655006,0.814471840142725,0.8302373177902483,0.7730907171928905,0.669666896831552
0.9977638399271899,0.9940681893625601,0.9976279906897455,0.9907546835697556,0.997588697951246,0.9972588980422602
0.9921723356009069,0.9854965986394558,0.9885306122448978,0.9812244897959183,0.9810249433106576,0.9637188208616778
0.9967888622041272,0.9952040890123364,0.9947380858779451,0.9773016964143049,0.9790197107067815,0.6882176038781144
0.9947788446518843,0.9929184585314303,0.9902615663189844,0.9882324291713194,0.8916629691371011,0.7376295324044727
0.9866996794684313,0.9847440888313936,0.9857048662905187,0.9752735116689123,0.9805581436059625,0.9814773452877635
0.7127894327894332,0.7079642579642581,0.6553146853146856,0.7540248640248642,0.6308702408702411,0.6982517482517486
0.8644317160826596,0.867902066486972,0.845575022461815,0.8731356693620843,0.7746743036837377,0.7712601078167115
0.577412027412026,0.5812787146120467,0.5750725084058406,0.5968019301352623,0.5762313595646915,0.6102653935987254
0.7860260317460328,0.7856019047619061,0.7680387301587313,0.783154920634922,0.7320012698412705,0.7630819047619057
0.8988296296296306,0.8955333333333342,0.888274074074075,0.8890962962962969,0.841985185185186,0.8596592592592601
0.9991300887664524,0.9990584634220997,0.9992229072835135,0.9970981095223521,0.9300913900913902,0.7469360269360261
0.991530125082584,0.9909461406688842,0.991211405901366,0.9872690132793742,0.9855468537249159,0.7095945630781693
0.9999986563146765,0.9999999316307403,0.9999998601457686,0.9999050431042027,0.9896087221377409,0.9961276808329109
0.9477643195247325,0.9269436708643523,0.924507599135976,0.9193144631066389,0.92214657919587,0.6583156015538784
0.935981200545363,0.9341674685199525,0.9351969788375051,0.9253287997936058,0.903491611790005,0.6262947449992189
0.9998324444444446,0.9995293333333333,0.9988155555555555,0.9965426666666666,0.8891226666666665,0.7363822222222223
0.7245856553147576,0.72112779497764,0.7038035775713795,0.6796988304093569,0.705532507739938,0.5317829377364982
0.9990084184872645,0.9993270465807641,0.9991682460387391,0.999390682456769,0.9965305137273924,0.979361427394074
0.9993969488176349,0.9980837086364628,0.9990537228787357,0.9897616023198228,0.9956535406802932,0.9964573950755098
0.682642586029209,0.682476811703492,0.6826536460297119,0.6800884800040221,0.672642711711032,0.6729033758137893
0.740740740740741,0.7629629629629632,0.19629629629629627,0.0,0.45185185185185195,0.2592592592592592
0.9972151486940111,0.9954903824027352,0.9964628692333174,0.9939744636546025,0.9961398491041297,0.996407666510539
0.9306349206349209,0.9211301587301588,0.9016063492063495,0.9249079365079367,0.8742412698412703,0.8865714285714289
0.9616542549923193,0.9556286226318484,0.9464507987711209,0.95406414234511,0.9299811418330771,0.9092691909882229
0.9995729373775224,0.9998916821669435,0.9998883783010373,0.9998219247753685,0.999917515010292,0.8279082901222296
0.9708490231360468,0.9657010302349984,0.9660855175326547,0.9577603556721823,0.9554941333334501,0.9041560280558743
0.9700550840454035,0.9671902989130262,0.9674474273244347,0.9576827960749326,0.9562622668629067,0.8834767901705971
0.9994729392692355,0.9990415263748598,0.9989521760818056,0.9948896371118593,0.980569148272852,0.9739917695473251
0.8173763291214335,0.8238628031619029,0.8031318219825588,0.7929443095351562,0.7536513302575653,0.6484303400055392
0.8217179712929706,0.8264059109158712,0.7992001393362881,0.7840046271288236,0.7335817869349538,0.5994676512213606
0.8439007622190636,0.8343492861480777,0.8156658543869678,0.8375689978617804,0.7891686225258597,0.6640107561894982
0.9984916501516045,0.9981809095309804,0.9972145707622225,0.992390371435958,0.995158383752958,0.8404862377874438
