CAWPE-A,RandF,XGBoost,Bagging,LogitBoost,AdaBoost
0.8420659469077544,0.8264335305218903,0.822469853212068,0.8357288457601475,0.8183634727076524,0.7325747277601808
1.0,1.0,1.0,0.9931899641577061,0.9978494623655915,0.9978494623655915
1.0,1.0,1.0,0.994095238095238,0.9980952380952381,1.0
0.9188630717725157,0.908775539353751,0.9261993813654071,0.916012073225021,0.924975690300532,0.9113651466889886
0.9831002574179019,0.9844652945952255,0.9801519716744973,0.9705420221263255,0.9767650475747954,0.5898230949944757
0.891153978532033,0.8777082516957134,0.8814295248749832,0.8830318899414675,0.7776702378971223,0.7113766244488641
0.9833801900187036,0.9756404946284865,0.9489989445467308,0.9592134503174822,0.8385374218797371,0.7785078126465268
0.9939778121387542,0.9439858641251788,0.9735496446973465,0.939165369596679,0.9971979459207585,0.8764536658068534
0.7183333333333334,0.6849999999999999,0.6950000000000002,0.0,0.5549999999999999,0.5066666666666666
0.8991443805874861,0.9015702426564512,0.8969116219667964,0.8914144955300147,0.87266206896552,0.8824148786717775
0.7202102634864321,0.6771575004928054,0.6622353636901246,0.7396372954859063,0.6688639200998756,0.7082002759708264
0.6620845805510782,0.6608335252129862,0.6222733901297105,0.6973981119042136,0.6061785248292272,0.6365185355744877
0.992866337050537,0.9915346397680656,0.9887112490526542,0.990282339071541,0.9817652507608832,0.9870090343690973
0.9937388004637925,0.9893485822704752,0.989666561259267,0.9851762060363303,0.9842978110396682,0.986978672569481
0.7185672514619881,0.6499269005847952,0.6864948830409355,0.6966008771929821,0.6720211988304091,0.6701754385964911
0.9159836756993066,0.9153773328107591,0.8942314573049065,0.9168121686271015,0.8802506636421822,0.7633682157705516
0.9990480067045643,0.9980583560268879,0.9988025581715415,0.9941243335062153,0.9889228095327344,0.9132557518490735
0.9861688088097037,0.9842189943021266,0.9826935059368966,0.9766132794898482,0.974740696543251,0.9103180412377737
0.9875706825625562,0.9862871672676014,0.9844800533308711,0.9796621823363513,0.9774331694294056,0.7666185388499418
0.9813194324147356,0.9769635531409498,0.9664512328924332,0.9647131957361041,0.8362251176182912,0.6013493518712262
0.9992755327042259,0.9986767825605344,0.999409766853728,0.9983609221347902,0.995469166379286,0.9949371414239607
0.4789534470504609,0.48240642027955355,0.47579365079364977,0.4793887704335454,0.46174188580904896,0.4416400142146399
0.9190840621963073,0.9044825072886303,0.8965257531584067,0.8550291545189507,0.8264212827988343,0.8562074829931976
0.9990705574261131,0.9983866816311261,0.9969092405536852,0.9851946127946128,0.9694075570520015,0.6794478114478112
0.9357641877873886,0.9250614241237209,0.9323907246551274,0.8927932973042935,0.8776291061229556,0.8606337893372928
