CAWPE(alpha=4),CAWPE(ConTie),CAWPE(RandTie)
0.7112188112188111 ,0.7163742413742413,0.6955800955800956
0.7124706374706375 ,0.723887823887824,0.670936645936646
0.7491564741564742 ,0.7587545337545338,0.7437000687000689
0.7414443664443665 ,0.7466040716040717,0.7311302061302062
0.7046617046617047 ,0.7097709347709348,0.6878432378432379
0.7005634005634005 ,0.7182859182859183,0.6689204939204939
0.7302308052308052 ,0.7408452658452659,0.7343200343200343
0.6939122439122439 ,0.711959136959137,0.673929073929074
0.7303423303423303 ,0.7398956898956898,0.7099187599187599
0.7098805098805098 ,0.7235672735672737,0.703016503016503
0.7311588561588561 ,0.7399731649731649,0.7111138111138112
0.721005121005121 ,0.721005121005121,0.7107874857874861
0.7102685602685603 ,0.727941727941728,0.6983835983835984
0.729059379059379 ,0.7409491409491409,0.6943961443961443
0.7113790113790113 ,0.733978258978259,0.6823191823191823
0.7395191145191145 ,0.7473815223815223,0.6847875847875846
0.692688317688318 ,0.692688317688318,0.679872904872905
0.7574734574734575 ,0.7661821661821664,0.727823452823453
0.737955887955888 ,0.746973296973297,0.739030039030039
0.7222665472665473 ,0.7386644136644137,0.700986475986476
0.6869799869799872 ,0.6991457491457492,0.6871804621804624
0.702069177069177 ,0.7134779634779636,0.6978387228387228
0.6805355305355305 ,0.7052410052410052,0.6632540882540883
0.7102007602007602 ,0.7302467802467802,0.6851933351933351
0.6961134961134962 ,0.7074871824871825,0.6859800109800109
0.7297666297666299 ,0.738790338790339,0.7123648873648875
0.7161112161112162 ,0.739756264756265,0.7042981792981794
0.716852216852217 ,0.7422008922008925,0.6966180966180967
0.7053093303093303 ,0.7180999930999932,0.6915212415212415
0.71490108990109 ,0.7261922011922013,0.6967807717807719
0.8333333333333334 ,0.8333333333333334,0.8333333333333334
0.9444444444444443 ,0.9722222222222222,0.8888888888888888
0.6944444444444443 ,0.7222222222222222,0.7222222222222222
0.75 ,0.7777777777777778,0.75
0.861111111111111 ,0.9166666666666666,0.861111111111111
0.8333333333333334 ,0.8611111111111112,0.8055555555555555
0.8611111111111112 ,0.8888888888888888,0.8611111111111112
0.8055555555555555 ,0.8333333333333334,0.7777777777777778
0.7777777777777778 ,0.7777777777777778,0.75
0.8888888888888888 ,0.8888888888888888,0.8888888888888888
0.8333333333333334 ,0.8611111111111112,0.8333333333333334
0.7777777777777778 ,0.7777777777777778,0.7777777777777778
0.861111111111111 ,0.8888888888888888,0.8333333333333334
0.7222222222222222 ,0.7777777777777778,0.6666666666666666
0.7777777777777778 ,0.7777777777777778,0.7777777777777778
0.8055555555555555 ,0.8611111111111112,0.75
0.7777777777777778 ,0.8055555555555555,0.8055555555555555
0.7777777777777778 ,0.8333333333333334,0.7777777777777778
0.8055555555555555 ,0.861111111111111,0.7777777777777777
0.75 ,0.8055555555555557,0.75
0.8055555555555557 ,0.8611111111111112,0.7222222222222222
0.8333333333333334 ,0.8333333333333334,0.8055555555555557
0.8055555555555555 ,0.8055555555555555,0.8055555555555555
0.8333333333333334 ,0.8888888888888888,0.8333333333333334
0.8055555555555555 ,0.8055555555555555,0.8055555555555555
0.8888888888888888 ,0.9166666666666666,0.8611111111111112
0.7777777777777778 ,0.8055555555555557,0.75
0.8055555555555555 ,0.8055555555555555,0.8055555555555555
0.8888888888888888 ,0.8888888888888888,0.8888888888888888
0.75 ,0.8055555555555555,0.75
0.6666666666666666 ,0.7333333333333333,0.6666666666666666
0.8333333333333334 ,0.8666666666666666,0.8
0.7333333333333334 ,0.7666666666666667,0.7666666666666667
0.7 ,0.7333333333333334,0.7333333333333334
0.7000000000000001 ,0.7666666666666668,0.7333333333333334
0.7 ,0.7,0.7
0.7 ,0.7,0.7
0.7 ,0.7,0.6333333333333334
0.6333333333333333 ,0.6666666666666666,0.6333333333333333
0.7000000000000001 ,0.7000000000000001,0.6666666666666667
0.7666666666666667 ,0.7666666666666667,0.7000000000000001
