TRAINTrainTimes,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
AvgTRAINTrainTimesOverDsets:,52.68181818181818,82.2892561983471,348.9669421487603
AvgTRAINTrainTimesRankOverDsets:,1.0950413223140496,1.9049586776859504,3.0
StddevOfTRAINTrainTimesOverDsets:,152.16893024968445,258.922098581038,545.5036271477991
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,3.463796360045755,7.264280396284871,34.282318593734615
StddevsOfTRAINTrainTimesRanksOverDsets:,0.20730462274529782,0.20730462274529782,0.0

flat,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),0|121|0,1|21|99,0|0|121
CAWPE-S(ConTie),99|21|1,0|121|0,0|0|121
CAWPE-S(RandTie),121|0|0,121|0|0,0|121|0



p=0.01,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),0|121|0,1|27|93,0|0|121
CAWPE-S(ConTie),93|27|1,0|121|0,0|0|121
CAWPE-S(RandTie),121|0|0,121|0|0,0|121|0



p=0.05,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),0|121|0,1|26|94,0|0|121
CAWPE-S(ConTie),94|26|1,0|121|0,0|0|121
CAWPE-S(RandTie),121|0|0,121|0|0,0|121|0



T TEST,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),0.0,0.00694477,0.0
CAWPE-S(ConTie),0.0,0.0,0.0
CAWPE-S(RandTie),0.0,0.0,0.0

SIGN TEST,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),0.0,0.0,0.0
CAWPE-S(ConTie),0.0,0.0,0.0
CAWPE-S(RandTie),0.0,0.0,0.0

SIGN RANK TEST,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),0.0,0.0,0.0
CAWPE-S(ConTie),0.0,0.0,0.0
CAWPE-S(RandTie),0.0,0.0,0.0

NOSIGDIFFERENCE,CAWPE-S(alpha=4),CAWPE-S(ConTie),CAWPE-S(RandTie)
CAWPE-S(alpha=4),true,false,false
CAWPE-S(ConTie),false,true,false
CAWPE-S(RandTie),false,false,true



cliques = []

