CAWPE_alpha=15_VS_CAWPE_alpha=15
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE_alpha=15_VS_CAWPE_alpha=14
Wins(69):,abalone,adult,arrhythmia,balance-scale,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvkp,congressional-voting,connect-4,contrac,credit-approval,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,hayes-roth,heart-switzerland,heart-va,hepatitis,hill-valley,ilpd-indian-liver,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,monks-2,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-T-OR-D,plant-texture,post-operative,ringnorm,soybean,spambase,spect,statlog-australian-credit,statlog-german-credit,statlog-image,statlog-landsat,statlog-shuttle,thyroid,tic-tac-toe,twonorm,vertebral-column-2clases,waveform,waveform-noise,wine,wine-quality-white,yeast
Draws(14):,acute-inflammation,acute-nephritis,balloons,breast-cancer-wisc,conn-bench-vowel-deterding,heart-hungarian,iris,lenses,letter,pittsburg-bridges-REL-L,synthetic-control,trains,wall-following,zoo
Losses(38):,annealing,audiology-std,bank,blood,breast-cancer,chess-krvk,conn-bench-sonar-mines-rocks,cylinder-bands,flags,glass,haberman-survival,heart-cleveland,horse-colic,image-segmentation,ionosphere,led-display,libras,low-res-spect,molec-biol-splice,monks-1,monks-3,page-blocks,pittsburg-bridges-SPAN,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,primary-tumor,seeds,semeion,spectf,statlog-heart,statlog-vehicle,steel-plates,teaching,titanic,vertebral-column-3clases,wine-quality-red

CAWPE_alpha=15_VS_CAWPE_alpha=13
Wins(81):,abalone,adult,arrhythmia,balance-scale,bank,blood,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvkp,congressional-voting,connect-4,contrac,credit-approval,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,hayes-roth,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,iris,led-display,lung-cancer,magic,mammographic,miniboone,molec-biol-promoter,monks-2,mushroom,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_trisopterus_states_5b,optical,ozone,parkinsons,pendigits,pittsburg-bridges-MATERIAL,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-texture,post-operative,primary-tumor,ringnorm,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,thyroid,tic-tac-toe,titanic,twonorm,vertebral-column-2clases,vertebral-column-3clases,waveform,waveform-noise,wine,wine-quality-white,yeast
Draws(8):,acute-inflammation,acute-nephritis,balloons,conn-bench-vowel-deterding,lenses,letter,trains,zoo
