TRAINTESTDIFFSNLL:,NN_cvFold9,C4.5_cvFold4,MLP_cvFold4,C4.5_cvFold1,SVML_cvFold7,SVML_cvFold9,SVML_cvFold4,C4.5_cvFold6,Logistic_cvFold9,NN_cvFold1,Logistic_cvFold4,NN_cvFold4,MLP_cvFold1,MLP_cvFold9,C4.5_cvFold3,Logistic_cvFold6,SVML_cvFold1,MLP_cvFold3,C4.5_cvFold7,C4.5_cvFold9,NN_cvFold7,SVML_cvFold0,NN_cvFold6,C4.5_cvFold0,MLP_cvFold5,Logistic_cvFold1,Logistic_cvFold8,SVML_cvFold6,SVML_cvFold3,MLP_cvFold7,Logistic_cvFold5,Logistic_cvFold7,NN_cvFold8,NN_cvFold0,SVML_cvFold5,Logistic_cvFold0,Logistic_cvFold3,C4.5_cvFold5,Logistic_cvFold2,SVML_cvFold2,NN_cvFold2,MLP_cvFold2,C4.5_cvFold8,SVML_cvFold8,MLP_cvFold0,MLP_cvFold6,C4.5_cvFold2,NN_cvFold5,SVML,MLP_cvFold8,NN_cvFold3,NN,MLP,Logistic,C4.5
image-segmentation,-0.04764467908624961,-0.004212403289593702,-0.029291056724387667,0.0039889825258081464,-0.046656085913981696,-0.012544511535360459,0.007129805350487239,0.013664150600201966,-0.0027564817514266317,0.029868827527582294,-0.02191702242383422,0.011756655448478169,-0.009219677943787603,-0.02815174786627281,0.023184175843777025,-0.012817032422955588,-0.006783904232646626,-0.028821267704996486,-0.011031843809358096,0.037691909060687416,0.016193892914780954,-0.010991749615194665,0.03311363264983222,-0.03878960460773469,-0.09280826606757366,0.016777100175385175,-0.020028674403524235,-0.012355929961638978,-3.265273009178819E-4,-0.13066713271267236,-0.0357852213084613,-0.028822802050879014,0.0033492118109998154,-0.027649846810117142,-0.03374737642627231,-0.033454923984205916,-0.0010148180708830076,-0.003665669790458707,-0.03670827998989314,-0.0420510634333895,-0.07740561790444091,-0.10108481437068144,0.036938449564224415,-0.008954405722517909,-0.03230595254139511,-0.04889014924204772,-0.04960247411264342,-0.023743941252224354,-0.0014327870439896436,0.004031512651582869,0.05154285638873806,0.016059068410700476,0.00872808493342349,-0.003483706709497046,0.009693595085655935
ionosphere,-0.08447660867767993,0.16358954458511946,-0.0411091513398721,0.15039199725235225,-0.032199781256722036,-0.05014093966085061,0.0010072604018016111,0.09215571231555497,-0.17314495825736637,0.15900472676050992,-0.011838143553635334,-0.17032443942802675,0.2074082200058012,0.13694027012796894,-0.014675050627802288,-0.012381709430562418,0.10399361026129218,-0.12270299098655166,0.038643613518926416,-0.030827223417217837,-0.011938371132157111,0.04291089152912888,-0.010032453962754742,0.08762626866635718,0.052198325983529754,0.1822854263678238,0.05713209537865231,-0.00424504913642628,0.023879392583937335,0.16382256206707096,0.08814659875937811,0.07171437310055719,0.009870901743308794,0.2721920310853916,-0.07127883613133475,0.05355928280622227,0.199361748089633,0.03933977668168049,0.08225678454435818,0.04442784730323558,0.2670781610621283,0.13948697245586408,-0.09241666546056494,0.016833218183062684,0.42237662175465585,0.007408270553981267,-0.010318848746762808,-0.07298247047167765,0.019146048362553552,0.11009179830817575,-0.03025826068880509,0.031115354394491417,0.10325750242669475,0.08798243526990086,0.06185528929970971
iris,-0.07559100871788592,-0.10968584939275519,0.013722470966499149,-0.16236673893813056,-0.01188248019723021,-0.023622887916753262,0.03925377097433477,-0.019741856274543574,-0.09629190065041167,-0.0011598897650998484,0.03169297107802818,-0.010774034204947129,-0.07070553207836996,9.328610220254034E-4,-0.05361527411813456,0.04426924703478936,0.07918635342777677,-0.03925104322124638,-0.16174208814984029,0.05697253095392293,-0.01966092789484011,-0.020036468213968296,-0.0050671267338337905,-0.06999798621639824,-0.06352460171456997,0.01257067717771382,-0.03737771959766209,-0.04073499524395032,0.0055922556388343005,-0.06372039364034442,-0.2733268906035923,-0.3552293145592644,-0.05632288734156437,-0.01468990634442249,-0.04489396224738833,-0.10711877317291028,-0.041984690094193894,-0.10012144212515381,0.1596948611055991,0.003193128304812688,0.09198058095473823,0.08367343884935913,-0.05419546306693792,0.09190868913194429,4.498290452020215E-4,0.016358201948074844,0.06930191122464778,-0.0036003043011216254,0.033895581677043984,-0.015443093866999415,0.018402372609009253,0.009240883737996535,-0.0026904643351567115,-0.010952483684082718,-0.05450423279700986
libras,-0.01142579865513474,0.14905918222357195,-0.17481367341017542,0.1102285940269498,-0.14958200244255557,-0.10998794468548988,0.01461204209690979,-0.1723680578553803,-0.271327491949857,0.2598683039324029,0.08975450915525182,-0.010398284447046416,-0.23359080891433964,0.13590147854170315,0.31590618359988837,-0.08809455437512863,-0.14755470188816858,-0.05159992840062196,-0.21282416662156087,-0.11074508909872602,-0.17841514711992748,-0.19202099209343582,-0.32127495165025466,-0.21248789823319242,0.21330429740892776,0.047635045665920785,0.12063613305560392,-0.08244870223712127,-0.045350382522625576,-0.17177493900208093,-0.153701601287267,-0.023522436565277513,-0.1693510930633864,0.16440231366455554,0.0897949837540495,0.26621193225533746,0.22175378317951921,0.08892669637931121,0.062314917425459644,-0.14748837510294874,0.07970645665076054,0.14331278797103064,-0.2069020978174047,0.2458757786222702,-0.13427495035888617,-0.01950170684241419,0.11067159048785526,0.05023876760567223,0.05960679891805545,0.4135499618676182,0.08597484515028263,0.08823625416345827,0.10301995722827864,0.1535239665471418,0.13431909177644172
magic,-0.00264637262020155,0.009969044940110168,0.003564821275071876,0.011773741778817685,0.004281384012353092,0.00322586799493186,0.004159531993560173,0.017408388733322257,0.003370192535413234,-0.00597356033539741,0.003470737362840167,-0.023963838749995466,0.011848576921051127,0.002564666146611111,-0.005008067135915188,-0.004866408287524844,0.006308731957954002,-0.0024416028560901803,0.013760147343151955,-0.006855106179983391,0.006034565740345466,0.002610024919239425,-0.015133754887148469,0.01521603206631,0.007094745929711579,0.005880468926871429,0.006157503754149441,-0.004966454018464602,-0.004059287767591017,0.006518900131031689,-0.0017845061921022717,0.003923575840200136,0.01746752894200999,0.009517342084002204,-0.0015254273308499564,0.0026372929599768336,-0.0052880240502096755,0.0034015721596012145,0.0017505354660941755,0.0016765802524779032,1.5587972847351804E-4,-0.0019899184187350777,0.003976404745846625,0.006253256364395258,0.01563034745009416,0.006349202810066836,-0.001478203019259583,-0.01676664285873344,0.001932151485899077,0.0065369843908243885,0.012631553116792146,0.0016505921657529584,0.005753750508225379,0.00161164924697349,0.012005273239544494
miniboone,-4.922807442294638E-4,-0.002997734979383937,1.4439054853495245E-4,0.004216590857734851,2.394547654659814E-4,-0.0010006250560249009,0.0014294960520449985,-0.002004193508634959,-0.0024948701559817693,0.0051416802159552225,3.8460628872778274E-4,-0.0010418958416961721,0.0020762407665674684,5.409020286685347E-4,-0.001763816352393943,-0.0031337482044026237,0.0010208605680270173,0.00454309797905648,-0.004585517740531061,-0.0011746412540183234,-0.0064109286543264496,0.0017976463327558053,-0.0014232732933742924,-9.8840283898138E-4,-0.0037409595045087766,0.0031995492794874643,-0.0020503513294798975,-0.0020063924162541363,0.0016002375561354088,-9.15610951928697E-4,-0.0024804811076103014,-7.496867789053322E-4,-0.004712040609074158,0.0024082842878718684,-0.002580703008649014,0.003246989570929863,9.87999302424858E-4,-0.00532069136133837,0.004054176027197526,7.720703609369032E-4,0.002671428886555412,0.0012471635052523189,0.0030927061058106313,1.0515672515900391E-4,0.0011795921835336288,-0.001369584022135928,0.0027035883833925597,-0.0024867774261653247,0.0011551803135320393,7.169808557788741E-4,-0.001129588221216641,0.006981112158766839,-0.017124470005544765,-0.031819837683352496,0.004512910204341647
oocytes_merluccius_nucleus_4d,5.287607578588113E-4,-0.053437676024286986,0.04203112140995825,-0.019079190526775647,0.0314803929987874,-0.009562462240608331,0.001761378951413391,-0.04826791915547045,-0.02224165153550688,-0.0329170482004078,0.042916280678476235,0.03329962000874327,-0.026575114251701785,-0.04465843670302053,-0.01938552624103738,-0.015042759848119243,-0.03943938113873191,-0.06092947110164528,-0.024564683599658986,-0.024328442338994404,0.011661884022325753,-0.020004923875511952,0.13810173239105925,0.08146018775658305,-0.10041292864983097,-0.04837569369449568,0.03057123620487581,0.01547298146522016,0.012181469585446998,0.08523572868003629,0.005476887662840535,0.09183621762339352,0.045368135941296225,0.014832122591294575,-0.018919467293113612,0.011777765859999723,-0.01068904198230734,-0.04348431324562993,-0.024655995104935467,-0.02524007290353113,-0.08126236649960321,-0.1091536358300743,0.03000004245771732,-0.010687030165648296,0.018160676110547738,0.11316135343109582,-0.03549011967462586,0.022869546854764333,-5.393378357495278E-4,0.0325545553289525,0.029854719016967003,0.07146919471084186,-0.03983990726012651,0.024035571646087845,0.020974875707016737
oocytes_trisopterus_states_5b,-0.013935968546631745,0.06314373865241737,-0.02204739054181342,-0.002255239051894307,-0.011798405971298201,0.017541802727774496,0.003494584436550822,-0.1241956525375901,0.007197055079969658,0.0232128121018267,-0.031045314750485057,0.07191894941314372,0.023221277837445074,-0.030409501069359583,0.0648718270585425,-0.09992371931330685,-0.005304643711173617,-0.010323859316174796,0.12430985642945917,0.10448894878020724,0.10570342556409555,-0.031715796175159364,-0.0522292189601953,-0.039623822328685554,-0.036759404204977135,0.009113288942815496,-0.1063488892427656,-0.06550217375956822,-0.013620339410545808,-0.022519319187182862,0.055306629872080175,-8.88586034289096E-5,0.017970668708483007,0.05176543443325998,-0.009059053268833243,-0.047078303049348895,0.013286658800747786,0.049619482754734164,-0.033965897655801075,-0.0020331355720424864,-0.03700863319295895,-0.01666651001602128,-0.08855115727575374,5.902487093652431E-4,0.018020966274784177,-0.08012337640672151,0.010578097872153096,-0.009815288860469533,-0.0031250076630813584,0.003553679502160322,-0.0037192299313699604,0.021830157199205426,0.007640075804365678,0.031248718704276732,0.04969074144646733
optical,0.010870429959973726,-0.02216055326150325,-0.020544286940850896,9.990251813176143E-4,-9.180570818239336E-4,0.01069268093490855,-0.020219135896626723,-0.018526368559265937,-0.021781317308598298,0.023701834063818924,-0.04102377781081832,-0.021496043070020555,6.387388169596623E-4,-0.006172364136453771,0.01644566098337456,-0.02502810058030783,-0.0036878153142446317,0.011939828143706144,0.00742085697066693,-0.02187747789433024,0.024117392223028604,-0.010377807386831032,-0.0065336833665352685,-0.04550345516170043,0.018936239551962074,-0.012010236544659178,-0.013489718021314932,-0.021310195556709818,0.012824922311663395,-0.0020418385275181665,-0.010983622843902781,-0.039315662998937705,7.760168732764639E-4,-0.005214382456737522,0.009669401276991394,-0.025617101436429566,0.006866218855884661,-0.018110909340930556,-0.043488299493834544,-0.00847442404019582,0.013629807654363063,-0.01697679417023638,-0.007318643762718265,0.004067010351337664,-0.010827271457023002,-0.007321580988386533,-0.009863107833217248,0.005416618020449645,0.005395414994791934,-6.58979096631232E-4,0.01902496370640927,0.012515330386325817,0.0014839171537401983,0.018312761081999827,0.028038903522082295
ozone,-0.051961565878326,2.2454312283738952E-4,0.004248703626448671,0.024612219186480374,-0.020822160708228326,-0.022318665589128133,-0.016709173231116654,0.014066345462816099,-0.044873350350539895,0.0037967345593954904,-0.003495014620930668,0.019873565196440977,0.013008179158638616,-0.018182805154303795,0.0021387052240729823,0.01778904498690997,0.009839130448917948,0.0016361361675388485,-0.03510657069606039,-0.036561336600500455,-0.03384219566135633,-0.010560152791147791,0.004102747502591692,-0.037197602330609904,0.03047115544358509,-0.03747723132930271,-0.0017450555461035356,0.03975676430226796,0.008298331942961394,-0.040687938313126885,0.03214082465548919,-0.03021145592793447,-0.02021063911141158,-0.03435254895943158,0.036305553902777,-0.039304763982789793,0.01321203732705333,0.009665833491995842,-0.0013924093538968138,0.01307965430095203,0.009272972826710527,0.02073166488292775,-0.0261935757371208,0.004761203942502349,-0.059594615951581706,0.029061668613382347,0.02012638394285989,0.029670807848342435,0.010429644761689979,-0.051005508930076715,0.03648600893902009,-7.414278802399226E-4,-0.004079799839905892,0.05453886156411538,-0.006891165172840262
page-blocks,-0.007669141589158361,0.00817867570568131,-0.022632127175548054,0.004804750614028147,-0.013836905774257677,-0.012662161292678213,-0.00528059602973506,-0.007191355822434354,2.9872830329728353E-5,-0.0283269010527402,-0.022434616668027967,-0.03584290437002113,0.0198688663210812,-0.014649127059375152,-0.0016714378823587627,-0.0036556476276335837,0.006672868601579316,-0.009013451582686632,-0.003131723463113495,-0.0013399654059495095,-0.049229488378072825,0.01283145321166269,-0.0029824515448356975,0.009163749025731234,-0.005592920273380664,0.016701703755892628,-0.01978436593399925,0.01141643427959154,-0.0013136188070258098,-0.012225000120459151,-0.02120710401989986,-0.020228175160211838,-0.05508602583587831,0.0052159543807481275,-0.008522310635164166,0.016367647604919662,-0.007099574510802084,-0.008406379681354995,-0.011290809772722317,-0.0011828158560987438,-0.016650121729166363,0.02136847334084741,-0.01329334248785147,-0.008395696048398587,0.02520308477708637,0.004382422314046863,-0.009331570378385766,-0.050820561895506065,-0.001881097923827769,-0.011803100415150175,0.02045122538300111,-0.01644593965623504,-5.477822770194143E-4,-0.0046895260025345996,-0.001524057957886124
parkinsons,-0.0913965147393923,-0.037593777667449736,-0.24893915573007555,-0.005608725057324734,0.0348058509851031,-0.07149627069474117,-0.043935123741342515,0.126126298494935,-0.23702073888550798,0.018657271845531193,0.18266914142138865,-0.007139975244285509,0.05226386802554171,-0.111749558739029,-0.056315757761752204,0.09874487730951303,0.05266972980540578,0.15050031136129055,-0.10146839800867442,-0.009115757497388865,0.08083585688759512,0.08635972234080412,0.13921165252610715,0.2708563964442731,-0.12481480115483833,-0.002976973546432508,0.022636048826862275,0.059820027268023185,0.012998789814983121,-0.00814848262717276,-0.09839077536049198,0.1271606792544801,0.044981899396067414,0.057196338394970174,-0.04606340575856675,0.215089720685592,0.014493648441016471,-0.10010116656665248,0.15718671827847025,0.09608320847795028,-0.05365139707509053,0.19638711375139067,-0.09041385245469967,-0.045730365492300355,0.07207704332947287,0.127323800103388,0.03367474325909647,-0.0544952757346498,0.021525335336412554,-0.11444194665545543,0.005259086167738672,0.04962229571032554,0.21864015487404045,0.26114464233429924,0.0035726551614678526
pendigits,-0.007206873436552174,-0.01221271897244242,-0.0031829017257827682,-0.013018697746132677,0.0027796482259239605,-4.1269827607718403E-4,-0.008178952577306407,-0.01701375187014981,0.003919895543644722,-0.007449015025395155,-0.009164963820388249,-0.01437332800435616,0.0046141781159280805,-0.008568958123999227,-0.00839236409382782,-0.0029407718498944847,8.091304228282507E-4,-0.005907526079769176,-0.0025709521462652283,-4.982228369528385E-4,-0.008368034727315099,-0.002334146323215516,0.02011608890214409,0.0013677079389914062,1.668735237383645E-4,-6.690946643573753E-4,-0.0032342389195593635,0.00466878743341763,-0.0030551581715920046,0.040616204506162004,-0.002898828344470065,0.006510712711517276,-0.006145248158867341,-0.008730948298869775,0.006402336718425693,-0.00491968271258067,-9.55173400325309E-4,-0.0036395656024755226,-0.004304337641998472,0.004062337790511923,0.0010191430872611826,-0.013164127774239882,0.008551690265582631,0.0010945467437036903,3.612089108732286E-4,-0.012810313531934977,-0.023128318033761495,0.006267940684723513,0.004853798919597204,-0.020853892367564145,-0.0042234343120085135,0.0016496684770545042,-0.009825522246152933,0.00304766969530981,0.00809802492989781
