TRAINTESTDIFFSNLL:,NN_cvFold9,C4.5_cvFold4,MLP_cvFold4,C4.5_cvFold1,SVML_cvFold7,SVML_cvFold9,SVML_cvFold4,C4.5_cvFold6,Logistic_cvFold9,NN_cvFold1,Logistic_cvFold4,NN_cvFold4,MLP_cvFold1,MLP_cvFold9,C4.5_cvFold3,Logistic_cvFold6,SVML_cvFold1,MLP_cvFold3,C4.5_cvFold7,C4.5_cvFold9,NN_cvFold7,SVML_cvFold0,NN_cvFold6,C4.5_cvFold0,MLP_cvFold5,Logistic_cvFold1,Logistic_cvFold8,SVML_cvFold6,SVML_cvFold3,MLP_cvFold7,Logistic_cvFold5,Logistic_cvFold7,NN_cvFold8,NN_cvFold0,SVML_cvFold5,Logistic_cvFold0,Logistic_cvFold3,C4.5_cvFold5,Logistic_cvFold2,SVML_cvFold2,NN_cvFold2,MLP_cvFold2,C4.5_cvFold8,SVML_cvFold8,MLP_cvFold0,MLP_cvFold6,C4.5_cvFold2,NN_cvFold5,SVML,MLP_cvFold8,NN_cvFold3,NN,MLP,Logistic,C4.5
planning,0.33275004356044335,-0.1054079960133117,-0.09784840232619076,-0.090836228017206,0.11250241436152439,0.06772141562921602,-0.02864331281588586,0.06080246392980078,0.030907776026825217,-0.12514113221165132,-0.12357632603833829,-0.16900437886458367,-0.07473925136311413,0.47923031535515376,-0.055951752243904286,0.03459982863061575,-0.04702815019757386,-0.15546849965549286,0.14415113249424577,0.02302437391583752,0.16759525353322327,0.055289421058057855,0.03702410196603599,0.01956567743701704,0.14443365942126246,-0.028014608533837606,0.207985058356607,0.08255336069281007,-0.02101857210620419,0.3677375564411554,0.26457747369719914,0.04936782143709677,0.06543173591346806,0.09992283360110897,0.17599372043885567,0.0470924174739814,-0.05789256689610678,0.11083412040732628,-0.12298046700972255,-0.028475758844137243,-0.1108736065107199,-0.006719145923894413,0.026660912351639802,0.17236048621363706,-0.05134145477208785,0.20115709396847978,-0.08551412144888013,0.028989414212009585,0.08833219204080515,0.115513321156845,-0.11206663940838585,0.039912916452425874,0.03387984417898669,0.07107283269037377,0.05150588907892373
post-operative,-0.10778971554137504,0.30872741374557683,0.3986225420784063,-0.23083548287923852,0.363467291949046,-0.31729751317441723,0.33565715101576227,-0.10256149104864958,-0.08115943361328394,-0.166672144056972,0.496047726342226,0.38661375365013134,-0.5319346135897816,-0.0033056467669049018,0.04497648655124215,-0.3736818417785178,-0.19132005464258858,0.3146492260265109,0.00853669637602195,-0.10582471920133626,-0.27677822215972675,-0.24756185912795345,-0.10386973369116287,-0.1861176641763866,-0.5753890363055256,-0.3682117538650919,-0.2891505646135401,-0.24818200678928018,0.35417316980591257,-0.7898120346085353,0.2475739701687726,0.23020211079771588,-0.15717917155374758,-0.19142335305528438,0.13717065865321204,-0.10814975944052156,0.7228072735227347,-0.02983620859474973,1.021215693444041,1.0685623601544636,1.0702247498995932,1.0587590512677703,-0.03914448134216186,-0.20934632393866182,-0.3485492236779882,-0.6589854271410149,1.1192743612988723,-0.06698712922200437,0.17081165043296972,-0.40610385357950457,0.3408315287556647,0.132186225828542,-0.15824132230884033,0.2530410698077501,0.14886642462327615
ringnorm,-0.016258051444630276,7.534750861845111E-4,0.049862841894239535,-0.02051594609692858,-0.00308271217401949,-6.738436857038417E-4,0.01422487433339738,-0.0018172695275504246,-8.754141730963634E-4,0.005030588781292004,0.013663463686648987,0.06033108844198486,-0.012387479032476254,0.002158243483733176,-0.0023066125617161202,-0.00826049807200125,-0.004205403362553946,-0.016594670179849454,-0.022077259265444328,0.02714034999192991,-0.001529497256362422,0.0019405337202749284,-0.025867849681359165,0.0030665383034479557,-0.01854370303299785,-0.00473423671091826,0.01392231009165836,-0.008378491521455771,0.01149987448062253,0.007316525654621949,0.010217324964699577,-0.0037033699261337927,0.05016627527148114,-0.029188800021589988,0.010224891896828459,0.002433294703053631,0.012142389985665273,-0.005948162924004998,-0.004700608021758138,-0.0057815790990977745,-0.06143090138576743,-0.013994115973496958,0.005416625861414415,0.013634258345841244,0.010169885518628168,-0.0012262302187240912,-0.004580101316044684,0.08650640510333754,0.003549140035678233,0.003461143789358118,-0.039230168894448185,0.017945922939417894,-0.08338568168175006,0.0035417090884219886,0.01051814636748209
seeds,-0.04659627818357546,0.2148955892624698,0.022667126220342653,-0.07983351767972162,0.012132159927180855,0.030994448927126782,0.14841765526296338,-0.16938369585981466,0.050097274888162076,-0.12169691485981855,-0.1622490174104607,0.030169171230882943,-0.029571636673268172,0.06269765081854442,0.05677220469521156,0.07687818533129034,-0.051230908191942544,0.06507496045183213,0.019518641775385703,-0.0017502835129007835,-0.056853156443556326,0.1603869796429195,-0.12695110599960152,0.29458234427566043,0.008987836661615296,-0.008782874938415364,-0.04877722450397394,-0.03642814381851482,0.07302671610622886,-0.003967154206279098,-0.05210911768923313,-0.005268898857732325,-0.04998647827939594,0.061429927106327706,0.04302047738672467,0.11210931746359552,0.03189981096720806,0.14983988207520352,0.21314970167493788,0.08080386950049924,0.032128204032967074,0.10700687446146562,0.04933282129644329,-0.03424300478287233,0.07176102020994661,-0.05539533454154136,0.07140040156158226,0.11708127918727443,0.0662295491593528,-0.10374705384316343,0.10240473007987924,9.464722640244894E-4,0.01631023732635593,0.04348250316410269,0.0978868602747592
spambase,-0.002944969916259066,-0.02357566210028139,-0.010679100899882776,0.01628208738520843,-0.006040755825349719,-0.0038190985222949633,-0.014528921466543795,0.006589145024340447,0.0391296255183898,-0.025273425037089937,-2.467164137145844E-4,-0.03485385904569593,0.014694218392302956,0.008847126356770155,-0.012963208285571058,-0.0018621655770226573,0.005314838574831351,0.002348806550752334,-0.03078415315401045,0.00408330416042787,-0.010873973927536846,7.793066378914656E-4,-0.02863066470165059,0.0027481546837273977,0.0084561265966371,-0.002657133327528072,0.012948799590285968,-0.003044840576787287,-0.0085045913802393,-0.017494592521857765,0.011408961311633981,0.0016872974358018377,-0.03867879438322284,0.0017697419012761655,-0.015631313137198302,0.011451103111780976,-0.010472259563732714,-0.01546556416665737,0.008364726831908179,2.670826078018662E-4,-0.06884102905304837,0.03220874740554232,0.02513213586603501,-0.011091505073882603,0.014244333323313242,-0.012692314483312334,-0.004707191917492423,-0.03449023594795423,-0.0026563209987850037,0.0038339546308157834,0.007169623255920584,-0.10810115785394873,0.042213442757892294,0.013085214374473653,0.011752315286649948
statlog-landsat,-0.009255641159119225,-0.006647886633708618,0.019078245458984563,-0.03353467170625619,-0.0013257912437716845,0.008292575737146184,-0.0036746636716319743,-0.006014336100382696,0.02255053500590755,-0.007991335115748304,-0.00268316922460277,0.01309522024871196,0.012247433695853722,0.004680019381467156,6.330596367000619E-4,0.0019840186395247983,-0.016885295517238108,-0.0017374528688309983,0.003782998919448366,0.03543026730686722,-0.0011807100331424644,0.005080854558031167,0.041032859081273305,-0.013804320661899445,-0.020470887390618357,-0.016905043081967823,0.03450644199347639,0.001794887503222964,0.009538929760242445,0.012385051243529193,-0.0026977264717930605,0.007238174844101605,0.04002137985425944,0.0037769459107542423,-0.0046405525618143425,0.005355100729287543,0.01874288261501307,-0.015873997983127174,0.007247288839510361,0.009970227448054354,0.011412712513362351,-0.004123702109037271,0.0014836829264118815,0.020576566168047934,0.028796517870967757,0.044897330473499836,-0.00633341441483564,-0.039718818165573565,0.007539323679579133,0.04533188289227312,0.00140213488772127,0.009647024216089033,0.04233429258398521,0.022274679828341224,-0.0014258171608804086
statlog-shuttle,-0.002374167722458571,-0.0012429232951016772,-9.73654091697931E-4,-2.041482244886674E-4,-0.0016895655113272456,-0.0020787001044183,-0.0016040680296761848,-0.002253535177072077,3.568487017700091E-4,-0.001396461832688586,9.425484122168778E-4,-0.001062048021509169,-0.006147087119202271,-0.001735989053619801,-0.0019072688758381274,0.00272919380716846,-7.227861577061465E-4,0.001116560925929251,0.0011520208417759538,5.054852348150736E-5,0.0018421318282880535,-1.77143772812761E-4,3.7250342521162556E-4,0.0010244621956078622,-0.0031073358608216576,-0.001180240921759058,3.922017187344279E-4,-2.644805859218317E-5,-0.0013888191824674276,0.0019706702250045544,-0.0012602709372813734,-8.373047480346266E-5,0.001458364214484968,-5.389344598717803E-4,-9.028159017421248E-4,-0.0017804824279712473,-0.001287963512706509,-0.0017100627199183344,-4.3477595129621426E-4,-8.064507656864348E-4,0.001672188218617408,-0.0023500936324877286,0.001386655647927271,4.8554421135297475E-4,-0.002572230846980334,-3.3406122968508516E-4,-0.0013645667030908139,7.146233983403746E-4,-0.043584358363421165,-6.436724177132107E-4,-6.569580658852128E-4,7.465486915313199E-4,6.77339773754763E-5,-2.1047394318225165E-4,-3.885563012454485E-4
statlog-vehicle,0.0772185182260002,-0.027959554848514808,0.0035937619778984614,-0.021927587304332294,-0.02110516522904312,0.029008785608454872,0.005039164071314121,0.002835210736845732,0.03618479773276922,0.09310062630520434,0.025254832754660547,0.1442514285538275,0.030532929660910854,0.04997683269508221,-0.012081023957893226,-0.05824228144319104,-0.021362929944610698,-0.1525988477453624,0.006719003597545011,-0.0013308883679297538,-0.041995688331323715,0.0021297560427935586,-0.07314446118973038,0.1873010651612317,0.009292577684570218,-0.00853252300058049,0.02815666181380782,-0.006256643867528059,-0.04818946418439165,-0.08122385396007137,0.03363030327758508,-0.05256688906083996,0.059083077479301374,0.005088090780870203,-0.01443933620852276,0.05693769800434626,-0.08287457879378962,0.017161721965896683,0.034930960620757096,0.05439942979811695,0.062361242794981155,0.14820135793386507,0.029541530431240283,0.02748133910529159,0.06519984037370036,-0.09238301394357287,0.07975424183820225,0.06009024132564264,0.02157390993921913,0.14329481199271582,0.16022816389027422,0.16592615822451748,0.05912176503777297,0.008943300515485567,0.06906817384389084
steel-plates,-0.0026741905916329634,-0.10342302369049074,-0.20360499540927054,0.013031135698672343,0.012228734727162701,-0.02146205857161694,-0.06564977369525822,-0.012056433821103937,-0.040979330047297056,0.025919847943286247,-0.08255491863541421,-0.07582967777594621,0.0467756146931554,-0.07604233670573807,-0.20159963784857968,0.017382000962799928,-0.002568567387819809,-0.20017988709462414,0.001094541520859312,0.02906994210130368,0.08781126700731864,0.0020936847245117203,0.07808564462172869,-0.04041724259896552,-0.04685938411870856,0.023817056732944267,0.029518730865924596,0.004596925765056814,-0.10698491126943027,0.038380239013616396,-0.016537575013655628,-0.010076957757699567,-0.031041246933152185,0.04397482295807561,0.006665412330473645,0.01341175325095813,-0.1360071924165898,0.024855166206948668,0.020398503578727738,-0.003261423764743354,0.12256704539310569,0.09393633928565492,-0.03241260194545749,0.00762814660009908,0.11887933550050753,0.081593150824724,0.03372621576545147,0.12496215212036034,-0.006717425481764446,0.01408665263696151,-0.19438595684567767,-0.015571035181822087,0.057152121539821236,0.015429606204594104,0.0073821245901197026
synthetic-control,0.027882941910139337,-0.06381499712075347,-0.00954387966219333,-0.020928861613594845,0.01267591042072705,-0.013510282545434774,-0.0032119210715264132,0.001498990128728143,0.30502058395777876,0.0436944720162005,0.0048795474522709496,-0.0182501028947926,-0.005231903051158512,0.018819195478716223,0.09279692244387781,-0.10259922277950444,-0.01694391495429212,-6.318461020926706E-4,0.05963614347893671,-0.048254846277019,0.009395467663261365,0.0441724000043338,-0.017216181791363916,0.0893421879809161,0.005432266059483373,0.02075474845280699,-0.0016270600495404298,0.04721033154324485,0.0059308394404868955,0.005330426542066185,0.15827889517815497,0.08708147428179706,0.00279574352904339,0.04742835871790125,0.005647325428197496,0.06047617127912272,-0.00956243948415488,0.04844973725147022,-0.13830011464876357,-0.006986566754316643,0.07447529392901889,-0.0030059113303600614,0.015271592884021405,-0.016836723977884473,0.008693601877495306,0.022774539353278535,-0.03526619961829524,0.09012061568981888,0.012115508590500248,0.00999545062972697,0.0182669456566611,0.05202482332019429,0.007395746542310145,0.15157236790776546,0.04711517890696477
twonorm,-0.006867920224582374,-0.03609838781237333,1.5899146848401084E-4,-0.028507016057090544,-2.918489391967723E-4,-0.009055164765159858,-0.0026804865316944148,-0.0102605061962517,-0.010374782370798485,0.0024940488771746675,-0.0018409690875301823,-0.0032554028852658555,0.0014060748914219757,-0.021556940391999256,-0.010068629239191123,-1.248077029234601E-6,0.006918326949376314,5.85909451079071E-4,-0.01664355148593784,-0.03665310566684545,4.470874314642423E-4,-4.882111102664691E-4,-0.0010028990626165968,-0.0015920109427658906,0.0017205294272425416,0.0074713998537460115,7.963482267058069E-4,-3.9732301632711315E-4,0.006337037475219031,-0.005344938335036913,-0.0029900386031592088,6.9640951805963195E-6,-0.002031995753243607,-0.0010201982945502008,-0.0033592480143058313,-0.0011958119502177788,0.006290087977104269,0.0012242757511309284,-0.0014393864490751076,-0.0017238884572296355,-2.919028357695447E-4,0.002073673843061576,-0.0024936529945974286,6.917030264345478E-4,-0.012937088806717172,0.004732537714797021,0.013489302567293086,-5.014292210793308E-4,-1.1147832355754562E-4,-0.009560841400710484,0.003928605916556524,0.0022780848854042674,-0.012791838984923094,2.8805817004349025E-4,0.0019787632168704753
vertebral-column-3clases,0.004316486685467191,0.023353260604200798,-0.0022628031715967575,0.05273866234473269,0.015703546250388212,0.010533119700731924,-0.10736072433467107,0.026991819924669945,0.050565154173351584,-0.060560063187665554,0.008313044858414864,-0.14162560037857083,-0.04924787659342005,-0.03126569454221209,-0.15200706651404122,-0.01716651076095812,-0.03934087820367808,-0.09728066517579358,0.1178075511912365,0.013830215745694478,-0.0308980927363448,-0.059149798185719624,-0.025214775556475142,0.033039417822201746,-0.019551086444837124,0.04338991278350759,0.1467895435389201,0.02436396368271965,-0.1287742284470075,0.11842593598985353,0.02008403143951226,0.09458658803351867,-0.08660706913107345,-0.038529197107411255,0.026623431186087988,-0.019736337371382487,-0.15966535596657208,0.07856317481613138,0.005900866936725955,0.0739433097803754,-0.027398692587430926,0.02987329629954855,0.02077625637706376,0.03174046918948173,0.054178945189549056,-0.05269810441139344,0.0848811313004356,0.0741717583128354,-0.01719812534004085,0.013855092275421735,-0.11842923995552965,-0.023830896657198133,0.01727367185084157,0.04243873747615612,0.0733336892539759
wall-following,-0.052958391784414756,-0.008459926594571303,-0.06931591654963606,0.008031496389507366,-0.0360339226984485,-0.028328865013426838,-0.008867363352619388,0.002532052960667064,-0.0347706165479567,-0.07774745354699636,-0.0045077512205703146,-0.033616231065061196,0.021666545015775848,-0.07498692559124562,-0.004402217590330914,-0.006528417583574908,-0.01377145091652254,-0.007680507493892874,-0.005769990453443694,-0.008619462837780588,-0.037351934101964517,-0.014176038813584797,-0.026525043356373512,-2.847345508828765E-4,-0.004868754691206745,-0.016745531509743332,-0.012926177647253224,-0.011738656571049574,0.004761692186707278,-0.07783688444947195,-0.003186607140697617,-0.031739750524961315,0.03838858883114571,-0.1313594375741035,-0.0010331405376044008,-0.013669016238607017,0.010650309727150632,-0.0037984747504979785,0.00959952702427243,0.008068021455291589,-0.0680978706070317,-0.009891641332952221,-0.0067314505643197705,-0.010698424874671809,-0.041844205727458735,-0.0012876270674168448,-0.005253916701178581,0.025505026138277955,-0.006530422605945266,-0.0032603306680163203,0.0018596470205638482,-6.186093308064781E-4,-0.02676752420148479,-0.007761469254887691,5.587311617438089E-4
waveform-noise,0.0029957835123833507,0.04545851773708811,-0.02401857023398984,0.030321855334707142,-0.014796208694707276,-0.005683402026999645,8.048075479387795E-4,-0.008250585853997664,-0.0075646886187819085,0.0018041095205805029,-6.709702391020052E-4,8.176018017275152E-4,-0.011184909073561573,0.04036620933172016,0.025785728040891187,4.125677981881293E-4,4.43521914351395E-4,0.10374848162357034,0.03511398501288943,0.058275045937216004,-0.008973581216250751,-0.022831831967008758,8.532392061796086E-4,-0.03987295717100513,-0.03791156844566475,8.882744376113342E-4,-0.003315542894612224,0.004549202633488044,0.01928882351320766,-0.043445390925141776,-9.569400744888398E-5,-0.012254571694342301,0.0021450363749518993,-0.00683849763229231,0.0016438715983871717,-0.014534832398934938,0.020306231018343522,0.03035228575637301,0.011282276727777709,0.005873412896708563,0.006693765542802917,-0.011185826816326657,0.03470502856189534,-0.0016726325316321455,-0.1194625001674844,0.040893230975757,0.018606993023712916,4.711650762514933E-4,0.0020108394672176417,-0.005480775225711224,0.004919235989003249,0.006719940333166985,-0.03575103012765514,0.0031351491450675967,0.03688801621688052
wine-quality-white,0.025850568832297815,-0.04283264827744884,-0.02663246734593115,-0.0179139716158526,-0.016054949692477036,-0.008685162493886267,-0.00429502532207573,-0.024005679314097916,-0.014512392262597366,-0.04512316217189385,-0.010269218769401952,-0.13295274693921974,0.012386693020721876,-0.005541623215014657,-0.0537080712088724,-0.006529107971525698,0.0064169375159952805,-0.026269098131234837,0.05858641762772384,-0.022261797304137434,0.10853261925622534,-4.6189943516230516E-4,0.09084804862147511,9.287527421078412E-4,0.007092178078130769,0.00785515651187841,-0.028174910732946933,-0.008488118631598485,-0.007459438584089469,-0.022678111814503774,-7.793305364058201E-4,-0.013396517110920166,-0.07596042562018361,-0.011903792213962176,-2.5593493321850825E-4,0.0015154225494792505,-0.004296351085554654,0.015544680074528368,-0.006207538446140718,0.007355387370492417,0.08151894916938653,-0.0037394558964771877,-0.021164710415234912,-0.02422724046018765,0.02418301556747924,-0.011810744754427716,0.023241708297997373,0.11311111870896302,-0.004943676954611153,-0.015902912779329485,-0.08154829679200354,0.016922596652334605,0.021452937849712066,-0.003533118139144283,0.027504068617200516
yeast,-0.022441300951421213,0.02914497604078185,-0.03014308687011961,-0.15244686634544957,-0.04015760059143696,-0.006204567806580267,0.03083307390247224,0.03688464380747511,0.012334300562019066,-0.08934557188215045,0.0199123008317655,0.037241831499964295,-0.13685530233635784,-0.0891267316280396,-0.0965046452075308,0.04041881892196885,-0.03876448243063261,-0.023224896252744577,0.06181152174086376,0.0031607413603705003,-0.06877793206977506,-0.0200120221572323,0.04392819126135442,-0.07347105036174394,0.03873679743599604,-0.054119517708044705,0.05007787850495144,0.042495110765630825,0.0032914069843392735,-0.0073165470406194736,0.002292938528399091,-0.017711754576109028,0.030767778958054513,-0.05020228469199995,0.013317241228368918,-0.022944781716946375,0.012187120658850007,0.06063117838375517,0.018463112624150606,0.008514660319112698,0.0051158020486521925,-0.11902010481506423,0.0822763796437645,0.014372128530856542,-0.055823269802405116,0.043291607813686094,0.03783275208302871,0.013363965762712267,0.007872936904303351,0.0663874623564651,0.04474465267662219,0.009237561893646573,0.01088448623728826,0.021411275750888407,-0.01197059637577594
