TRAINTESTDIFFSNLL,NN_cvFold9,C4.5_cvFold4,MLP_cvFold4,C4.5_cvFold1,SVML_cvFold7,SVML_cvFold9,SVML_cvFold4,C4.5_cvFold6,Logistic_cvFold9,NN_cvFold1,Logistic_cvFold4,NN_cvFold4,MLP_cvFold1,MLP_cvFold9,C4.5_cvFold3,Logistic_cvFold6,SVML_cvFold1,MLP_cvFold3,C4.5_cvFold7,C4.5_cvFold9,NN_cvFold7,SVML_cvFold0,NN_cvFold6,C4.5_cvFold0,MLP_cvFold5,Logistic_cvFold1,Logistic_cvFold8,SVML_cvFold6,SVML_cvFold3,MLP_cvFold7,Logistic_cvFold5,Logistic_cvFold7,NN_cvFold8,NN_cvFold0,SVML_cvFold5,Logistic_cvFold0,Logistic_cvFold3,C4.5_cvFold5,Logistic_cvFold2,SVML_cvFold2,NN_cvFold2,MLP_cvFold2,C4.5_cvFold8,SVML_cvFold8,MLP_cvFold0,MLP_cvFold6,C4.5_cvFold2,NN_cvFold5,SVML,MLP_cvFold8,NN_cvFold3,NN,MLP,Logistic,C4.5
AvgTRAINTESTDIFFSNLLOverDsets:,-0.006672989263196582,-0.008029950902118534,-0.0027361690597611176,-0.031064508626646257,-0.0015116158544414143,-0.017724446555653407,0.005796777350598718,-0.005920809603766118,-0.02320118103366974,-0.010261370653113402,0.003357329737923774,0.01602226364765836,-0.032823551917529295,0.009122814565998614,0.008090216048176103,-0.01955751476942001,-0.016578904897869094,0.009022008292533613,-0.010300375807535072,-0.01243270023189635,-0.006970689772849528,-0.011634709658063066,0.0014000727757048055,0.004864255622682019,0.003664467177171088,-0.020552581911041826,-0.020800808228128066,-0.0011570200856323197,0.002539466623086227,-0.00881081220652592,0.011950171315827865,0.014714435656397571,-0.004965620795095206,-0.004788880339352795,0.022097376403463324,0.014505769425180066,0.04063374249997855,0.015416591438901851,0.03444954653535259,0.021610677413897304,0.032481000969505985,0.03887015957335884,-0.006250804169546462,0.003159568473177616,0.004152832643152326,-0.0019154338577703533,0.03898517123944809,0.030619215122516134,0.01614470464952829,0.013685442300654507,0.022427061343575198,0.013623044424567533,0.02991236834157785,0.040725688891840146,0.026642462033636367
AvgTRAINTESTDIFFSNLLRankOverDsets:,21.205128205128204,22.23076923076923,23.435897435897434,23.76923076923077,23.974358974358974,24.102564102564102,24.358974358974358,24.384615384615383,24.512820512820515,24.641025641025642,24.71794871794872,24.897435897435898,25.256410256410255,25.487179487179485,25.794871794871796,26.076923076923077,26.23076923076923,26.384615384615383,26.41025641025641,26.512820512820515,26.794871794871796,26.923076923076923,26.974358974358974,27.17948717948718,27.28205128205128,27.358974358974358,27.487179487179485,27.871794871794872,27.871794871794872,27.897435897435898,27.897435897435898,27.94871794871795,28.05128205128205,28.512820512820515,28.564102564102566,28.94871794871795,29.0,29.128205128205128,29.487179487179485,29.71794871794872,29.871794871794872,29.94871794871795,30.153846153846153,30.17948717948718,30.512820512820515,31.128205128205128,31.743589743589745,31.794871794871796,32.05128205128205,32.1025641025641,32.41025641025641,33.02564102564103,33.76923076923077,37.69230769230769,38.333333333333336
StddevOfTRAINTESTDIFFSNLLOverDsets:,0.09470015704041118,0.10722191331791762,0.12660576829708803,0.08222025357982263,0.07620762729638038,0.07202025303983191,0.08390716558330062,0.09016215099036341,0.10948571995582376,0.08030628886219131,0.1232439699736182,0.12269265255418374,0.1092400262970176,0.09514161078800783,0.10342788104048403,0.08177915647694266,0.054818417966190726,0.12323605192808781,0.09418529145406995,0.0874750534704072,0.10332652710579207,0.07900205385866488,0.0970186917181772,0.1184859431472153,0.13222823568173467,0.11342496784608162,0.11312761904641706,0.07893056144393068,0.0754786681318317,0.1660196359448133,0.1044077127857015,0.1236138472454997,0.08061685351643587,0.09155664380115103,0.08987618874222948,0.07465005972346658,0.19612527673920455,0.06091508403662802,0.18283579706437478,0.1794960672801565,0.1910231399681806,0.19047563527148065,0.06222592273998265,0.07345061201786773,0.1251548572983088,0.13135767340807786,0.1846873146963141,0.09211193003123487,0.03733471525005101,0.11801462346105115,0.11174777077646172,0.06415977488098365,0.07145044953737159,0.0691066896642183,0.05105268810192439
AvgOfStddevsOfTRAINTESTDIFFSNLLOverDsetFolds:,0.30092393586432503,0.29046866967884644,0.3321253722656398,0.27640305899518663,0.2369722910457584,0.18603833990719656,0.2217794153729838,0.2833804833146761,0.35079729784134356,0.3010111897286932,0.36134042801053146,0.3110142852823242,0.3254796063982831,0.3452002568399855,0.30595560000934074,0.3690555933925292,0.20824879536724852,0.33555240585517176,0.32725495306184466,0.298898397738601,0.32127152830088823,0.20116701610829898,0.3153204057821898,0.30803414235358356,0.35216431354998934,0.3768325598293102,0.383378216607206,0.20997439338571466,0.21408505855033033,0.3690259735398029,0.38547225908777405,0.3804498175358864,0.3199165524050627,0.30024345806731956,0.2373240131328415,0.36834541841935975,0.38875345292783525,0.3059120638170231,0.39012712428429985,0.20422192190033575,0.3173555766284657,0.33531921819492905,0.29894896068389615,0.2100906695418039,0.3386574675040344,0.35519739030338876,0.2936414970728145,0.3037867639909663,0.10899471239227448,0.3583759231715393,0.3071486236932161,0.2120687693714246,0.18693689788066783,0.17530138926869016,0.1580647400310729
StddevsOfTRAINTESTDIFFSNLLRanksOverDsets:,14.520728354900628,17.520606722343505,15.123691542872084,17.336395452557298,11.300878353117374,10.659304983255048,12.7887433634081,15.378753944143003,16.578159054154096,18.49820358203691,15.76630103458292,18.34435933926697,17.414026331966372,14.955850456860993,16.304954828419955,14.692254700288094,12.71232625707808,16.62530630444442,17.804076926245898,16.83491327548949,18.03823349849671,12.187967784025908,18.362557985272183,18.213459157088653,17.76150289686083,14.932280785154479,16.625712164994688,13.80156262544874,12.992263866542574,19.38365409008169,14.823159106072518,15.732883293730461,17.346239874588804,15.055811598448926,14.0783425904638,15.101322211105117,15.580014188224064,15.52447895079436,15.947070007852782,12.624013703941426,18.46216541895384,19.64011565775346,15.241112097734485,12.28364722726026,18.292753519058905,17.316222219549367,16.33162567844808,17.379933206793535,8.104413086151592,16.658797062457754,17.013489924357316,14.13745897567165,15.705281609870744,10.709449457946365,10.576372209921841

flat,NN_cvFold9,C4.5_cvFold4,MLP_cvFold4,C4.5_cvFold1,SVML_cvFold7,SVML_cvFold9,SVML_cvFold4,C4.5_cvFold6,Logistic_cvFold9,NN_cvFold1,Logistic_cvFold4,NN_cvFold4,MLP_cvFold1,MLP_cvFold9,C4.5_cvFold3,Logistic_cvFold6,SVML_cvFold1,MLP_cvFold3,C4.5_cvFold7,C4.5_cvFold9,NN_cvFold7,SVML_cvFold0,NN_cvFold6,C4.5_cvFold0,MLP_cvFold5,Logistic_cvFold1,Logistic_cvFold8,SVML_cvFold6,SVML_cvFold3,MLP_cvFold7,Logistic_cvFold5,Logistic_cvFold7,NN_cvFold8,NN_cvFold0,SVML_cvFold5,Logistic_cvFold0,Logistic_cvFold3,C4.5_cvFold5,Logistic_cvFold2,SVML_cvFold2,NN_cvFold2,MLP_cvFold2,C4.5_cvFold8,SVML_cvFold8,MLP_cvFold0,MLP_cvFold6,C4.5_cvFold2,NN_cvFold5,SVML,MLP_cvFold8,NN_cvFold3,NN,MLP,Logistic,C4.5
NN_cvFold9,0|39|0,17|0|22,19|0|20,19|0|20,13|0|26,19|0|20,15|0|24,19|0|20,16|0|23,19|0|20,17|0|22,16|0|23,18|0|21,16|0|23,13|0|26,15|0|24,18|0|21,14|0|25,16|0|23,16|0|23,17|0|22,14|0|25,19|0|20,15|0|24,18|0|21,15|0|24,18|0|21,14|0|25,13|0|26,15|0|24,15|0|24,13|0|26,18|0|21,15|0|24,13|0|26,12|0|27,12|0|27,15|0|24,13|0|26,12|0|27,14|0|25,13|0|26,13|0|26,14|0|25,15|0|24,17|0|22,12|0|27,12|0|27,12|0|27,14|0|25,8|0|31,10|0|29,13|0|26,6|0|33,4|0|35
C4.5_cvFold4,22|0|17,0|39|0,14|0|25,16|0|23,18|0|21,20|0|19,15|0|24,13|0|26,18|0|21,19|0|20,17|0|22,13|0|26,14|0|25,18|0|21,14|0|25,16|0|23,18|0|21,17|0|22,18|0|21,15|0|24,18|0|21,14|0|25,17|0|22,15|0|24,17|0|22,15|0|24,15|0|24,12|0|27,15|0|24,14|0|25,16|0|23,20|0|19,15|0|24,14|0|25,13|0|26,16|0|23,14|0|25,17|0|22,19|0|20,13|0|26,18|0|21,16|0|23,13|0|26,13|0|26,13|0|26,15|0|24,13|0|26,14|0|25,12|0|27,12|0|27,14|0|25,15|0|24,15|0|24,10|0|29,11|0|28
