TRAINTESTDIFFSNLLSTDDEVS:,NN_cvFold9,C4.5_cvFold4,MLP_cvFold4,C4.5_cvFold1,SVML_cvFold7,SVML_cvFold9,SVML_cvFold4,C4.5_cvFold6,Logistic_cvFold9,NN_cvFold1,Logistic_cvFold4,NN_cvFold4,MLP_cvFold1,MLP_cvFold9,C4.5_cvFold3,Logistic_cvFold6,SVML_cvFold1,MLP_cvFold3,C4.5_cvFold7,C4.5_cvFold9,NN_cvFold7,SVML_cvFold0,NN_cvFold6,C4.5_cvFold0,MLP_cvFold5,Logistic_cvFold1,Logistic_cvFold8,SVML_cvFold6,SVML_cvFold3,MLP_cvFold7,Logistic_cvFold5,Logistic_cvFold7,NN_cvFold8,NN_cvFold0,SVML_cvFold5,Logistic_cvFold0,Logistic_cvFold3,C4.5_cvFold5,Logistic_cvFold2,SVML_cvFold2,NN_cvFold2,MLP_cvFold2,C4.5_cvFold8,SVML_cvFold8,MLP_cvFold0,MLP_cvFold6,C4.5_cvFold2,NN_cvFold5,SVML,MLP_cvFold8,NN_cvFold3,NN,MLP,Logistic,C4.5
image-segmentation,0.21859546474007385,0.12744474136504375,0.2553999402698206,0.1283088750216619,0.09762524027663601,0.08881659411464674,0.11379259771838483,0.15515792595400302,0.14837278652174263,0.227104744529617,0.18288691897643142,0.2715550097800475,0.17356637828701466,0.24992080118511456,0.1367350093622418,0.14157245650247527,0.0920905783010681,0.23021262043793642,0.15801150680673992,0.14224239711834555,0.21056200611744594,0.10463071074913344,0.19860962191094184,0.1499131615638297,0.26282442132256056,0.20056272987535861,0.13782264131622068,0.0995668304808247,0.08371869289063508,0.24198617879026763,0.1635497802669065,0.12460256325511208,0.2255656076681064,0.25312387188541513,0.0978441649761769,0.17405654732006212,0.14562958496666814,0.13923779056433552,0.17179325096311748,0.08576821131145382,0.22793856951572064,0.18324253772112895,0.11703329945596658,0.1131291386949778,0.23262014477812082,0.20266644160417355,0.15884885969282858,0.23536975031456284,0.05673734513274208,0.2759728260922802,0.18783544624680767,0.13673612664511056,0.14433392744254211,0.09207954588730873,0.06886188059865524
ionosphere,0.4208070046190125,0.36878943736529135,0.665573928730707,0.4477744002665662,0.36955692763337383,0.29055632303199175,0.3467590380367656,0.4780177405178414,0.7387661840520722,0.5793617021364615,0.7102108565336505,0.4358977996571128,0.7025936173117534,0.8069596270336724,0.38808915758291374,0.7573431820738268,0.38958755859396116,0.716954476010963,0.4533677633043913,0.3661963102760781,0.5188014296411309,0.26183870818335975,0.5512122643491835,0.348868845618264,0.5952335186445774,0.6577765940955873,0.8084111166058549,0.37825032669639896,0.3112330704915248,0.9222480549630698,0.7238688146113128,0.7326216318724585,0.49081482080689326,0.6308764329419513,0.2816230940594683,0.6511118887071846,0.7888188623920236,0.5168181757191351,0.5591358922381325,0.4394507110387838,0.5892825919313323,0.6773862536692853,0.3691435899374894,0.3699938645540134,0.808519152907914,0.9135077410512641,0.39256695203309766,0.5054599385062953,0.1535353359652084,0.7693969415781639,0.4742416782886073,0.2460037270296566,0.40410338556047076,0.34169691599169866,0.20151750902166396
iris,0.35164410450423716,0.4840302648035569,0.26284405640991165,0.4299453728584331,0.3117252947811193,0.30360355958778457,0.40918566610375623,0.5072640527124631,0.633241425317386,0.3698118946360264,0.840135952735875,0.3169892887411362,0.22634121947576966,0.30640436669144727,0.5164607619279117,0.8636973078571734,0.4527615352966868,0.20644401249630878,0.4481226275510394,0.6470756160871457,0.33896552429809856,0.27449613084445773,0.33161903141718485,0.6177117609641387,0.2147130998858786,0.7234399413712974,0.7200708438408338,0.252768846249232,0.35597850994071406,0.2557694478604571,0.5071804777000749,0.3954236683714018,0.3453551293055227,0.32475743360804227,0.3053862852844568,0.5426113796887114,0.713587104946447,0.5251092703364607,1.0600637678720484,0.32136759243422086,0.43628965716991247,0.350112204031958,0.5841281880493925,0.49543558532648574,0.2747422293687381,0.2487799289014338,0.5530773271093165,0.3829148168356922,0.13029465079427777,0.2661174878505629,0.45237327155621715,0.20397496639575202,0.15269319162735437,0.39827373606419814,0.22599124495804923
libras,0.7516256665022881,0.7043680554670657,1.0818788747835921,0.8093553390783683,0.7135893015684954,0.6078916108324794,0.6058295918749899,0.5167936672494752,0.8221572751628669,0.8872851779016332,0.7002749397054624,0.7707785394512524,0.7916289658679092,1.0225677552246868,1.021891873650449,0.932155708151298,0.5950080450195145,0.828298327557292,0.8695204378362117,0.8348038965087565,0.9402090814979674,0.6394698342241051,0.7122242744942922,0.7279294708360098,1.0986127027525792,0.9908671260060723,1.2436766963022685,0.46316219791698565,0.5467637750588359,1.2945217506178277,0.8012353816153559,1.0026231505709804,0.7085907293350101,0.765431434751787,0.7579090880560063,1.071771829216271,1.224627949809417,0.7363630484459551,1.0886303015177188,0.4454464761145662,0.778479377756576,0.9977664959606767,0.7645285603001227,0.6410036363427355,1.0133943746130534,0.9342852743567114,0.6899115818014303,0.553931487762758,0.3111337571436271,1.1824470010241817,0.6800805692944114,0.34924826790296704,0.4578551544625691,0.45258051384935927,0.35855291464831146
magic,0.08897946842155577,0.04160589805911105,0.02723619207152528,0.06531899804099668,0.024935184798856577,0.034503700804200114,0.02486201487966854,0.04651242466213617,0.03504243265683116,0.055923535603061715,0.023734739125368387,0.07041971501178419,0.029217245947271146,0.04170169771471828,0.04797811896886277,0.017389832406961993,0.026012697136406512,0.04091183403366528,0.05097238291272605,0.04810129782266995,0.0742565829186628,0.028882818268222615,0.07204918094732944,0.04301912772171976,0.04305865194969527,0.025623063583576685,0.025806985744973962,0.017550209440337163,0.02067143627889642,0.031529096842443656,0.024428122017475167,0.025896096147521152,0.07376230222527548,0.06390106193481125,0.02501955762891044,0.02902068125343311,0.02093674973474102,0.05815682119777488,0.0180849601992177,0.01789449875283672,0.05719508135858165,0.02896730495191934,0.044252042148925794,0.02532003930562355,0.04156554135941212,0.033672556227062035,0.04578026256148457,0.08317374281557065,0.011545458982157503,0.04639855351676301,0.07181244990575911,0.06252253299588464,0.02657435482146243,0.011428726442749138,0.029023617023827074
miniboone,0.019322030320308325,0.023469994578535363,0.00995804187919009,0.01891880287595649,0.012681607763800309,0.009222299010888894,0.010641634873696794,0.02112132320525257,0.011196151110671845,0.02252532780591068,0.013992355508446009,0.01766726899607149,0.013561755323813566,0.009810673290624933,0.028479502087387122,0.017339403763525774,0.011722703129919415,0.013745855095574746,0.02493586703627344,0.020096520102453556,0.019272431131237087,0.0102655124134164,0.023143221443788192,0.02099762997589566,0.012717309519888398,0.01643455103344987,0.01432592995529662,0.011601276408163583,0.011896236182417688,0.01122850849368759,0.013675680787586995,0.016163785511323404,0.018607303300427737,0.022221094649644356,0.010825451141571877,0.013339548408422637,0.013586432296480308,0.017736775553427564,0.01767500476319073,0.011116292616164767,0.02003670172184276,0.011212783446911522,0.02007701480147394,0.008889058933293316,0.012639024174393916,0.013173747569382164,0.017063547075842986,0.022466442188491892,0.005042816077514698,0.009999975383087032,0.020137912470667856,0.014499813113158162,0.10487770691309246,0.032143557177276814,0.009861799009833597
oocytes_merluccius_nucleus_4d,0.2690717065780165,0.2166586413579366,0.3282402334066904,0.271085105837859,0.106025945913196,0.11730136478916114,0.12710777077250954,0.28973987329887696,0.19523597870681106,0.14517781633823967,0.2261167183847307,0.3213490179651968,0.23543243228848001,0.367919960850453,0.24064147287476856,0.20465158491606422,0.0821340751638692,0.31303301131551126,0.22098933519355698,0.257447224099524,0.23227004776395152,0.11484112878049862,0.343561526862483,0.2970412206667166,0.26732614756358,0.15610647698289776,0.19460124106023963,0.10076662491588219,0.10779845065418844,0.2997202837667123,0.1757131826849547,0.19257514489801428,0.32899829017557786,0.27564120131243036,0.110799366029976,0.18522700021832228,0.1258600644592384,0.2591337803816498,0.2174239110455018,0.08571955262288397,0.2537563748788584,0.27426465778759024,0.2497415421788838,0.1305658564675214,0.33314288139305115,0.39845137806959485,0.31933043707651,0.274878117778551,0.05235774101120642,0.3906303244578295,0.27753139524865006,0.24763461766688744,0.2210683744011767,0.08308205518632704,0.16654218811907887
oocytes_trisopterus_states_5b,0.27419210238256747,0.2778335651119035,0.28512938250459413,0.25798859232211274,0.15952215446173051,0.12251007371280663,0.20887095959908972,0.2820190552042335,0.30078082135112744,0.3688762496759806,0.3124219098067593,0.28778656380027107,0.24626842979962152,0.26013359975694544,0.29062842918755377,0.2463571280277377,0.2024529855362774,0.2533446107894033,0.37486008262974757,0.3148713284021498,0.41589840915228476,0.13985399070881543,0.3199427734924221,0.33918108433905864,0.2334846310106861,0.31940695153225246,0.1953011385713684,0.14528363837142255,0.12782321721406437,0.3022966340767291,0.3390866640203377,0.25265938252804493,0.3426340239047985,0.2928120709362834,0.13069001166268668,0.3171156923099262,0.30344518203787774,0.2689531106065689,0.27381911342889514,0.18097274732239668,0.2909587593046789,0.2451806233800931,0.3058675070297516,0.14010703089150467,0.21756540366190327,0.2998163135161493,0.21639807900947736,0.2598292547981335,0.07582576367827994,0.2743942698111268,0.3277657794233641,0.1931290114052648,0.15245353973066159,0.11533487897004076,0.181092872178298
optical,0.08680078424967091,0.10404927478019799,0.05022218642932464,0.11485084118390441,0.0463209084065701,0.060653791241263307,0.058226446085094516,0.11202344816635011,0.1634046020237542,0.08216613876322738,0.1323913007839408,0.07442767032545411,0.05960520553765337,0.06444055403129219,0.10459631107200482,0.12416506017669,0.05002732027617222,0.05188385587133668,0.16384684884122527,0.10540269503518561,0.08411729207058255,0.05661065591755263,0.06822598622524964,0.11766299778165099,0.07834717709424353,0.15558160346457733,0.15571052440715144,0.05329404338881686,0.05413381050607781,0.06044469553976314,0.1478410053537239,0.14789467392806077,0.09180543574249764,0.07626123827896264,0.061974356668505565,0.14400905117141588,0.12980693368228532,0.10991313255893176,0.1329865685454336,0.04847051385418255,0.0809972052818197,0.060841040128421044,0.1183216904599954,0.05948533948768184,0.06258333886890761,0.0708186370457548,0.10600362586153711,0.07301619310295243,0.025464565265381052,0.06142820214103926,0.07742591494178097,0.038983756404699255,0.025777550487227404,0.0741598990543121,0.04232811127478691
ozone,0.05375434617007808,0.08117475991170665,0.09424493476059279,0.07176342252244994,0.08415994024463981,0.07072303571810173,0.07888530514541171,0.06236331579507526,0.11974465021636511,0.08324581825275847,0.14366767022902155,0.09837813964817119,0.09348369674768424,0.08311515920523134,0.0789692579437284,0.13246602948541175,0.06826093281299243,0.10875481748810266,0.0890830200520793,0.07438319066701637,0.07751677112417849,0.07602370805912154,0.10757316841312618,0.07439525147184406,0.10944151795985393,0.08468110573823615,0.11877180073121735,0.08316265275325321,0.07046041521959479,0.11084911479117093,0.14457183951989416,0.12027932601736721,0.0957761449708337,0.10025513051458412,0.07843954869984603,0.1028236736622874,0.13769154473687473,0.07461130037589325,0.12349069292166288,0.07291509376261945,0.08828259944561002,0.1289186255267299,0.09601087710632099,0.07596524125425716,0.09100879763803116,0.10617284055948022,0.07130607580189897,0.0967141713516699,0.03895513707902217,0.12601940290121424,0.09546477164257842,0.048592588604939785,0.05289664161411927,0.08587953326058118,0.03949467435316945
page-blocks,0.1191153316470399,0.058441797656885314,0.07369709139767308,0.07161469502189446,0.057803813765036884,0.05509443973621452,0.0595362818435337,0.0536513078441001,0.05931294294801203,0.15420484375697216,0.051280727549098744,0.14529451246086478,0.06250941351978608,0.059536510922429904,0.06160698857508124,0.05394794479600394,0.059813925891975143,0.06036254928394279,0.06489870210721943,0.058353982298759134,0.11204390092828098,0.06161594523726267,0.11581591900173782,0.07420534174937733,0.05258140727526698,0.06339887447246835,0.06078681860315226,0.0560046897695792,0.0409177207151022,0.07200069792873823,0.04743707380642262,0.05636467459880909,0.12440564788427995,0.11214734746133143,0.0507614943379334,0.06327535312319457,0.04595835166566162,0.05823359328485264,0.04491538748106727,0.05880228766609203,0.17181525420730917,0.09038732344006702,0.06349538012702956,0.06672721954469701,0.07295663179117291,0.05349511391436442,0.06481354003628355,0.10975469274152559,0.028357036463008904,0.08305863549462997,0.11627677663834224,0.07922259555555498,0.04239171476916938,0.025012489882584844,0.031127799895146524
parkinsons,0.4660603646943995,0.7174692693814326,0.46153985567259015,0.6755811034116407,0.272647054434835,0.20530878376293543,0.24796976633129308,0.6311262303079052,1.0412753323700839,0.49387629024839386,0.9717307209293647,0.5793610952244493,0.8004091718949324,0.823047011846636,0.6506565598065713,0.9433909075830506,0.2814701463921376,0.6892754635036065,0.6770995548101747,0.6812084373931466,0.5289924395502683,0.3072794711977771,0.7157846678750517,0.81307919443925,0.7316415712430726,1.1378747183294873,1.359125203242782,0.2712894177874295,0.23379755512582004,0.922771357171642,1.1794419244889565,1.0098996600143382,0.5606148878744505,0.5390034529478724,0.2441573128151474,0.9670618321634404,1.127409536881571,0.7826468042172913,1.096841472741538,0.35436422176038734,0.5108733202963325,0.7215114307536876,0.5778722062062855,0.2932988861800884,0.816123353487224,0.6694425876375155,0.6016742442627718,0.5269810702325827,0.14513835924656765,0.6493464623025786,0.514207813881347,0.23630713446037296,0.3365365053861827,0.6157406593208091,0.34771399619214477
pendigits,0.04051023483998035,0.05439969521485772,0.09875731837875595,0.0494832277696594,0.030696671253392177,0.02923516926234625,0.02963434286706327,0.0659473688422042,0.04040002673987459,0.032767971366041156,0.04441204338266936,0.054735499787127585,0.061938150117081155,0.08432058793514334,0.05781110455501428,0.04535835761350427,0.031458112088284786,0.0888440993054092,0.04920334972203084,0.06286128406131779,0.05341604155314694,0.028640253708608465,0.05410869502534322,0.06826593840271412,0.0687593428331595,0.04261540186055464,0.057684311480959725,0.028948087935152616,0.0279480814409394,0.0933322452911211,0.04366825144434775,0.04133362666240341,0.05825159338533215,0.05643448783202455,0.040402726506627885,0.03612563959634411,0.039235122055633564,0.05909567377189913,0.05626032681737106,0.030740581865553417,0.05129493660992569,0.06277111784548545,0.055262824160857135,0.039833056540002854,0.05500362016404261,0.07685994305567931,0.06301496021745619,0.054085918602804185,0.01348643109075138,0.097694927336001,0.048712056924627545,0.018997111900512082,0.06118855386197026,0.01818195844706093,0.030122005895170972
planning,0.5490092206742938,0.19931373418485582,0.7137871037415587,0.07419650920167592,0.22723013601651704,0.1660976318141253,0.2079997344168673,0.02144671729439527,0.2927839675473881,0.2805982305277775,0.2661898864210281,0.2596458913988514,0.7230804956700495,0.9765393382395708,0.19730926994578435,0.35367998756338814,0.12530883108821722,0.7023204783046053,0.39924958434635655,0.13899517447597753,0.479481571111984,0.15466359089702558,0.3145645215615556,0.15410922689042397,0.9464361857412043,0.25519666002635943,0.44099204459187685,0.23998929126069038,0.19062714224116245,0.9597080494330226,0.573094831101066,0.3617127953437787,0.4850419905914035,0.4256175293802309,0.32044489180486185,0.31724773417973234,0.3074155812178076,0.1892125595385259,0.43709718840563894,0.4390489258602449,0.43532903176795534,0.8064719878284154,0.11736651925575319,0.33852288410677756,0.7625068022462502,1.2068610122642005,0.025674948130068025,0.35843332041756054,0.08979193266258603,0.9113800050665728,0.25510739716518216,0.33692983970175466,0.461366694040833,0.21706790684334676,0.14225783246042245
post-operative,0.5203088334875186,0.5677260678690708,1.3657350737811083,0.28051216364308507,1.5417509810257863,0.42732320259112905,0.9552604741497114,0.40639035417789854,0.79629013221531,0.4689490364058968,1.0927494798201092,0.8152679103609737,1.2104842839564156,1.2937066962651371,0.12931601696187467,0.8775863032688069,0.8001704889020608,1.1291910939107135,0.5483277130604727,0.5183819284616255,0.3182412839646371,0.48230362412184447,0.5911387425826664,0.24100710690634644,1.4926378824100799,0.9815532366544748,0.8034988072648478,0.6268990224979215,1.218617092335358,1.0229885264255811,1.5989290104002507,1.1467971083224018,0.5465865174119101,0.29752746954041587,1.1475654781141618,1.1880609363156684,1.6184292913944764,0.5672689684201081,0.659392783143818,0.4666556607535526,0.38307500284650464,1.0914394707554298,0.42353703161683587,0.5781609157183291,0.9548532334861535,1.2777828130179625,0.38129833174298783,0.5124807058017418,0.42337312707995095,1.4444377881133814,0.669994178240475,0.28228495697888184,0.7977638548334669,0.4670696949912296,0.2045799499809053
