TRAINTESTDIFFSNLLSTDDEVS:,NN_cvFold9,C4.5_cvFold4,MLP_cvFold4,C4.5_cvFold1,SVML_cvFold7,SVML_cvFold9,SVML_cvFold4,C4.5_cvFold6,Logistic_cvFold9,NN_cvFold1,Logistic_cvFold4,NN_cvFold4,MLP_cvFold1,MLP_cvFold9,C4.5_cvFold3,Logistic_cvFold6,SVML_cvFold1,MLP_cvFold3,C4.5_cvFold7,C4.5_cvFold9,NN_cvFold7,SVML_cvFold0,NN_cvFold6,C4.5_cvFold0,MLP_cvFold5,Logistic_cvFold1,Logistic_cvFold8,SVML_cvFold6,SVML_cvFold3,MLP_cvFold7,Logistic_cvFold5,Logistic_cvFold7,NN_cvFold8,NN_cvFold0,SVML_cvFold5,Logistic_cvFold0,Logistic_cvFold3,C4.5_cvFold5,Logistic_cvFold2,SVML_cvFold2,NN_cvFold2,MLP_cvFold2,C4.5_cvFold8,SVML_cvFold8,MLP_cvFold0,MLP_cvFold6,C4.5_cvFold2,NN_cvFold5,SVML,MLP_cvFold8,NN_cvFold3,NN,MLP,Logistic,C4.5
ringnorm,0.1586135158022378,0.1113987380942963,0.13534049596085837,0.12124095744175213,0.047318820224872854,0.036934283524214816,0.034842366673078655,0.09603981381185908,0.03683501649661517,0.18188594904353503,0.03515409684736213,0.212896352381161,0.1539019809594053,0.10441367792875501,0.09984635326711432,0.04668974211415358,0.032785392056695,0.1284942699598869,0.12782038297982956,0.10418164045539763,0.23569523538996554,0.035943740325847795,0.20330738889777633,0.11426430727179951,0.12316294828166817,0.033117899133972305,0.04427014961560936,0.04641866959084859,0.04894070355063349,0.14386836890372218,0.039781346246929375,0.04775000255827448,0.23457268519060095,0.2094837542038825,0.039933431690785524,0.03607040627452986,0.04949256601452931,0.10111515437517121,0.03281052234485462,0.033040861080249694,0.2552085210744064,0.1323618137118257,0.10102747824970623,0.0439970850470351,0.10960834940764709,0.15757438006852484,0.10056324943697462,0.2429740346578834,0.013970370324542642,0.13078589575731406,0.20082223061052004,0.09517065176455904,0.10119944110746511,0.013607616434300229,0.06075594127729316
seeds,0.32982920645865405,0.6623794942485527,0.39755787129672004,0.43757368671611735,0.35247079800796466,0.35391418378965583,0.513977451182886,0.5219772416768392,0.6825580801384532,0.37816546665550693,0.5604029338271617,0.3606637920113415,0.29831615679400614,0.4452096146492641,0.5211955796750878,0.7326369369089373,0.23387813719243378,0.508418907423487,0.5113664074111253,0.5465715577542215,0.3506268847426308,0.5103395465226213,0.3192331694594279,0.7508051070735248,0.34493245581509574,0.6927825577970531,0.7408696888502184,0.32879180510966144,0.4776127397017809,0.36262160066912685,0.7816166326997158,0.7261761960499229,0.3696041892633418,0.4277690429816032,0.39662070725594617,0.7587792296668883,0.6486118999225645,0.637050313860097,0.7885133360590341,0.3602689590134747,0.2610846172792347,0.4410227296551096,0.4814115146782852,0.34563722437447775,0.4765559967467844,0.3170612499606571,0.45825880634492483,0.5099193526956047,0.16392911708611774,0.2523748344553667,0.3836402791968498,0.15801902832774398,0.2178015429729235,0.25643230565311653,0.27061838950001205
spambase,0.19462489739267835,0.09123394953469308,0.09509376349788622,0.08303796490094192,0.05448519647408896,0.06027717288282024,0.08432607668963227,0.1025493722529357,0.0911882955555726,0.19869761199607722,0.07808346171966582,0.21262171903947624,0.09310754926133465,0.07236825630305964,0.10139706287217104,0.0731917786160316,0.0713237108983158,0.0851738007799348,0.09654668938541486,0.08677454774983061,0.17578472410988705,0.06499225413169057,0.16889115228987833,0.09898274817568979,0.09368435463324207,0.08472150355059624,0.08785544390310152,0.0798254539215184,0.06889352827395682,0.09456138226230867,0.09193695777727032,0.07576794750510088,0.182472417291414,0.17685260887993162,0.07130176967110412,0.08152913203829397,0.07196696379204993,0.09090815280771398,0.08039307046843891,0.08676387022660718,0.19726984919733034,0.11498518259378439,0.08482890679293344,0.07743185277020456,0.09080802982309767,0.11783931722611382,0.10696943000148712,0.16500576805753514,0.030390680393547632,0.11731589767492091,0.18838884215542048,0.27651151022182513,0.09079856373101394,0.032394754084211094,0.047504106876460665
statlog-landsat,0.148015996200176,0.11410859124775867,0.1558457119061185,0.12712506287410902,0.0438115332996687,0.06825324841020546,0.039607526851974724,0.12103878448968258,0.10545122012898768,0.15939352425120235,0.06648450280403727,0.1607130144406368,0.1512630596238009,0.19012854596684237,0.13636165094241817,0.06190414454727532,0.06038213985498793,0.15673988615334025,0.14298300638070569,0.13746995283337585,0.13379129931578512,0.06105327854835331,0.17297138558665529,0.14127195312468074,0.15543286215442803,0.07711774192040499,0.09137675046469781,0.03327002961137603,0.07401352154072535,0.1341869095060919,0.09272990574393301,0.08056940071485365,0.12704064486373565,0.15794040422530178,0.05446571952622711,0.08193993565632818,0.11818735218802547,0.1372560836243929,0.09301500521030034,0.07081102344040162,0.12819970193690133,0.14360887373254175,0.121578928529076,0.0672500062644445,0.2002886206366002,0.1179095301274556,0.16507482132412268,0.16474200760635127,0.028852543540947566,0.1942360490450333,0.15088396255023928,0.158287862665056,0.05729780515756542,0.04075700095987658,0.06844491886063925
statlog-shuttle,0.007637211353655827,0.0038660992905133894,0.007991006399093328,0.002970717646973694,0.010138870138118398,0.010523194351959066,0.00842566382649707,0.0025546261583248293,0.016153919113537432,0.006778618865259652,0.010667197127922105,0.007148446708993664,0.006040559834829765,0.004962332898526061,0.002921516487311819,0.015947738572652075,0.0063544756208808294,0.007037745471971318,0.003563588147524265,0.002950547915438842,0.00843346218193853,0.007289690160796549,0.009454414685196321,0.004843013536573143,0.005862863856075346,0.010203293522789213,0.011445030282023563,0.00984718804335743,0.008022894611278725,0.008025370983524606,0.0114087500056988,0.015068281543289099,0.007654392439282161,0.0076406402268224816,0.00807392055688082,0.012648144002822678,0.01276484676486291,0.0027671543570694443,0.010543595898861662,0.008198161170112702,0.010692968093327796,0.00825144519448063,0.004865370220052692,0.008214946126155984,0.006928312517128874,0.006414687002018953,0.0038998443046156864,0.005483110779426268,0.23909269216200318,0.007832467400248202,0.008359235589245796,0.0037520024669189743,0.004882680138223319,0.0059348855770265585,0.0016165382731462958
statlog-vehicle,0.4503556480246487,0.39763062884335726,0.32242962174994194,0.3985306598211388,0.16117114904568627,0.20824167919163797,0.18275628179203032,0.31791093862723385,0.3665338680188986,0.49892990494930434,0.2786799390879573,0.4137444156861808,0.4753683223667301,0.40753687419639023,0.33848987160597815,0.34616973803402823,0.20619898604869716,0.3608907023502656,0.3353438174118034,0.36784319149323264,0.4119018241687848,0.17658412523009373,0.3567833786630812,0.3076346524116304,0.3718343722679425,0.28040749638809487,0.40897263797166056,0.19708586647471601,0.1766994664297745,0.36572381618324173,0.29384156472635026,0.26416787874384234,0.47585346313748544,0.4304771670310554,0.1796228710770148,0.36657377861164375,0.2551651772431203,0.274030678098322,0.3296440142722987,0.18444885697212507,0.5219091678323804,0.42794560551871774,0.37044016121944406,0.17916069582964173,0.4441488087881851,0.32095046759841783,0.3164499784381693,0.5208899693929213,0.08494914808289611,0.5260953833165615,0.456397169048311,0.4336512604719604,0.19759330449124993,0.17388781663152583,0.24397978687364813
steel-plates,0.3008692137218564,0.20750892276678623,0.4185855123571186,0.21704378971842903,0.14180969277227523,0.12027222697895244,0.14551573570520207,0.27251669426481984,0.2213709197104111,0.3381424102907215,0.23008555280611867,0.43821225406350944,0.4527692014168507,0.38186627723725913,0.3001981412367741,0.22528302483711163,0.12687817186938133,0.4586900443000312,0.28114570414292744,0.28995145631779745,0.43307714032831485,0.1458632055183862,0.4125071447620389,0.329276697689714,0.47105502158589624,0.2391333114169917,0.24998344549670137,0.13644930841095065,0.1227060502465895,0.49517092568869303,0.2618456505800824,0.22224436026472322,0.3313154884516434,0.2843826198129653,0.1927257983144022,0.20701736142207874,0.21917342681821217,0.35486094473601787,0.16687779704383962,0.11403915047937412,0.26919551007455395,0.3819747506038997,0.263498465036649,0.12626201174041127,0.3416587744879242,0.514043742917812,0.28322035696844367,0.3625496559684619,0.06424189259510549,0.320628097223469,0.39807533405344175,0.48789713909154564,0.2204488439812647,0.1242311482120815,0.18321100669410767
synthetic-control,0.2136841890363014,0.43880653726829766,0.047133891570746475,0.345969654851113,0.20109648597736432,0.1545218769309421,0.14239233404262225,0.3472608309753334,0.7294424942322073,0.2257024887545168,0.813671245109774,0.15805946309896915,0.03694147780084139,0.09805883730333452,0.35517542817667414,0.7224034505226449,0.14920560439507435,0.05866811202716479,0.3587427347397245,0.38655526338517665,0.24766857916084611,0.21794239893119835,0.2133840021723559,0.35683985578685534,0.049217675933324136,0.9101654874342634,0.7477278958692014,0.22375366196483265,0.1673865900639494,0.07565355766523986,0.6760048366104948,0.7241978141842174,0.1990737881275369,0.2350031953432474,0.1640468027909487,0.6730745479022244,0.5335127572565238,0.40229784364959087,0.8041351397259311,0.17200043915855392,0.17949836278238734,0.038511366534023254,0.42321162866920786,0.10489131613771424,0.08102166833266561,0.08916427435566468,0.3319138559327838,0.21638700735257274,0.07760119908306119,0.07262226502781553,0.16758232799360545,0.09219561894732531,0.03531276247865389,0.4061800508379086,0.16501725335953946
twonorm,0.01329042537147893,0.10443614305620115,0.09263275470582619,0.08828093253067869,0.029589428425734105,0.025151922267443134,0.022490408354875622,0.09329048698381265,0.024936264469168207,0.016522973535437344,0.024138886357892048,0.016566776256729417,0.07038069390313412,0.07297907630765123,0.11843112091734175,0.030148367839418655,0.029892277291793067,0.07601595581081334,0.166878446432045,0.12970831882168535,0.02005323563332264,0.023178653666361824,0.01747096418219483,0.13129029806430678,0.0825161333820752,0.03174955773733939,0.026850226463703237,0.029602145332040936,0.028184656484097723,0.0864085440293936,0.029823693189257528,0.03257703983305021,0.016125458602474923,0.01776028216895946,0.028696183595219426,0.024394305502269373,0.02877669161093506,0.12443383782663463,0.02818191700016252,0.027400650742233183,0.0188415136137834,0.0764903908847747,0.14837079284323784,0.027034226316864383,0.07838605119696286,0.09581168572667731,0.11228024323969721,0.014960594879307941,0.011551482699037155,0.08078427329780666,0.01455280637138353,0.008098316969569077,0.04128691297138308,0.011995293114298729,0.04800222311729977
vertebral-column-3clases,0.554137499633252,0.5730116877194662,0.36479185054082175,0.41589668150908576,0.3533505412073313,0.2691580604559634,0.31792885484143446,0.39332901008181487,0.3433921253644305,0.3273282317029019,0.4526333885071272,0.3877405436899738,0.25820463733623955,0.2630756480007288,0.48763863347350167,0.2985214464019078,0.25648471845513937,0.2946668330607543,0.517279853286066,0.41030835480068495,0.4470941393722576,0.25067716405974805,0.29365057958534335,0.45564398625178393,0.22638491373062508,0.43206342477980375,0.5265724554408049,0.3690983255872349,0.2036040343994168,0.4233970994209674,0.31194163034436595,0.5148724615470108,0.33447565686743774,0.5461287625340137,0.2799109414092991,0.3551479247943808,0.2729428125581934,0.46135931277077336,0.39030338696127775,0.3496476603565741,0.38758360402096725,0.29437726320159585,0.4819184822427744,0.3029579876878956,0.41023833585656133,0.27380203732256675,0.4448179357624423,0.30437148976559963,0.13787259193911935,0.3035542551977765,0.3325521110990189,0.342997100973319,0.16969978048279546,0.14156491566219462,0.23960677386935622
wall-following,0.2426513270534602,0.02746568118698949,0.14225336004724454,0.03465073148649456,0.06462642707104074,0.057653848213816764,0.05069265690950734,0.03729803285482296,0.06375306043166956,0.21978811662652728,0.044608186839801195,0.26010763968583056,0.21120405981226448,0.14966120683382542,0.03655721999643807,0.06638588196550459,0.0755697375200922,0.20385629385360257,0.03572937175061774,0.03508168113903217,0.2722471231251142,0.08138667759896619,0.2507930688531752,0.0437322022855446,0.16753466412877616,0.0800567707643353,0.056346243233771125,0.065186105443926,0.0616870805080977,0.1981188943891796,0.07288062497970611,0.05536163435285179,0.2860176757474088,0.32095065950625223,0.07388366676115511,0.07638984743224861,0.06447137568721623,0.03867968741045041,0.06759097995239279,0.0763015254906515,0.3240837517738427,0.20677339583177554,0.04054920855166163,0.05184163493027331,0.2039993691586076,0.16385101479971453,0.03787318141445542,0.23019120130487986,0.02661193760139144,0.1442197707054323,0.24837108824411028,0.1532498164986232,0.14009990156606475,0.023561848690304112,0.021080630088380337
waveform-noise,0.024519537170633817,0.1537493141203604,0.20153682811999277,0.17493421311166021,0.07270069028383709,0.04640631832540127,0.07548130121823647,0.17676252825766972,0.04703272964019935,0.021347761947076424,0.08533625504732821,0.025959604143748326,0.2104722308421654,0.217196446556583,0.1552176653716266,0.056079950412425215,0.04745494263881774,0.2304716485004131,0.1453466393833166,0.15468869127411233,0.025874159696417723,0.05708433330152513,0.02116653468620246,0.17911867181210198,0.19569724391936533,0.04596211230667097,0.06657514697638117,0.052347999359563406,0.07390857399667652,0.2348056033172697,0.05828803392952445,0.07483025893660443,0.025962510768063454,0.023326139665567316,0.057873288819594026,0.060973629893008814,0.0758869843029655,0.18745306159614375,0.051602214029360535,0.052563813899260216,0.022767047634840203,0.2348725949757605,0.17161474856709552,0.06739005671882589,0.17944683594644134,0.22523515970250796,0.17996402413398635,0.021254949866744154,0.030322098498104286,0.21570854539092543,0.02629824508950705,0.015191016688827807,0.09782502494684678,0.03084286213385312,0.07880337353994432
wine-quality-white,0.37685261234600637,0.18265375389014882,0.0968781851582274,0.1848235212407195,0.04522188908406391,0.0613156530562954,0.04331955400414992,0.16440585045541614,0.06962297085918881,0.38076456646080664,0.059395596990525906,0.40071194324693843,0.09105307763369258,0.09506282355735947,0.16055272675266413,0.07157384780740667,0.03969055227120181,0.12689462738352458,0.17956659012417525,0.14852936112296483,0.3849252477073379,0.052610530650196656,0.3489929613866831,0.1540096054820773,0.11357775221036352,0.05650991040356818,0.07220757324952888,0.05102346340361797,0.047332223480525244,0.09554762110295234,0.06978470016314815,0.06409331551983645,0.34775757355963394,0.36505450082735064,0.057300269402519505,0.07528044740768217,0.06578540817047282,0.16202298707351162,0.07124549699462461,0.056065130495579325,0.40546485880361,0.0976584465761813,0.21461416010979809,0.0524387555580833,0.0996319794052032,0.08493962456549325,0.21851923629853162,0.48050956063223127,0.027793254484540095,0.09569184937187189,0.334062858036756,0.17491570762619235,0.0654058064663495,0.0333560654115801,0.09542143143769867
yeast,0.256968012621437,0.29097811527357287,0.2809587897689344,0.3329337786446706,0.16356605008535055,0.12199540171399327,0.1825279013491801,0.3249915134127567,0.18863680193175333,0.2673990722874922,0.20449379883089128,0.24454356000265082,0.28989451094104624,0.1985939898835241,0.36853933832652297,0.1935934570177743,0.19120361791258772,0.2850974362025797,0.27537973828856993,0.32624403853300343,0.2460540204675606,0.1653980087085947,0.32179038197339865,0.2540224457606992,0.281966250516456,0.2044773906512725,0.21740564500204193,0.17231435054843547,0.15114770194638932,0.23442880827096144,0.18642908124141894,0.1932930811520196,0.25248910874515085,0.29224551273666766,0.16065259583707628,0.18043154788411603,0.18405227249451547,0.36313676854661403,0.22036761654823742,0.1896566618191675,0.31805171081971545,0.32221752358512995,0.2495381190596996,0.1992769671660203,0.27214786466496094,0.31735122761541573,0.38050633574291265,0.2847223196216237,0.08133176324333548,0.3069513652602437,0.31799352809726517,0.20655457612072406,0.1444679401603753,0.0972408057277497,0.15419683636423517
