CAWPE-S(ConTie),CAWPE-S(RandTie),CAWPE-S(alpha=4)
0.8396143472992554 ,0.837671086601227,0.8384576058001407
0.8378457409110671 ,0.832658355338286,0.8340970879173806
0.8353054908520804 ,0.8288347075444278,0.8307084298375744
0.835071157947118 ,0.8285547651288179,0.8308913155316489
0.8393500951542359 ,0.8364782074748608,0.8376198186539878
0.8278043600732199 ,0.821609671303039,0.8232246684306906
0.8422879849197833 ,0.8386545633155394,0.8396756518920517
0.8355642959159277 ,0.8296735853251549,0.8318860234822371
0.8418553545025329 ,0.8354322514412653,0.8374294453366358
0.8383668714660849 ,0.8361463999932242,0.8369985462857695
0.8359743127159005 ,0.833289720898907,0.8350114150360286
0.8355445905986566 ,0.8323159247748453,0.8333862143591344
0.830814337221786 ,0.8257878640161844,0.8273312406585339
0.8362072096135245 ,0.8338403216740731,0.8343971779604745
0.8374066977902974 ,0.832640881039026,0.8340824418432047
0.8377240372695554 ,0.83368446550414,0.8349545278950907
0.8369245771862077 ,0.8331222887379325,0.834476120754509
0.8434204117612953 ,0.8401799310900987,0.841141372324545
0.8322489860681042 ,0.829911365512929,0.8307299447421579
0.8289026893440161 ,0.8201374089612393,0.8230302233873856
0.8301485044833223 ,0.8279236627913296,0.8289843500504381
0.8365054627890955 ,0.8296539794614676,0.8317363713089669
0.8334781344995026 ,0.8300113453222888,0.8310478501754313
0.8350414870982361 ,0.8323464212253149,0.8331715373757211
0.8366987943760318 ,0.8327199391780296,0.8341143422533873
0.8303041189717767 ,0.8300525745051177,0.8307521159609368
0.8272441562665899 ,0.820844930673269,0.8230480100406443
0.8323617244965414 ,0.8277481665029474,0.829694343137676
0.8327401375255168 ,0.8280973833498793,0.8295898416554576
0.8371363447660465 ,0.831824624468128,0.8335843257656483
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
