CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
0.8457875418236536 ,0.8436361934608156,0.8429145195435394
0.8374040693552356 ,0.83724514844344,0.8370348478591412
0.8354061426904502 ,0.834804014320474,0.8346233798176412
0.8375192215967532 ,0.8372511455431006,0.8371272006424635
0.848427859050473 ,0.8479465450665948,0.8477506826883288
0.829489546402107 ,0.8291373703585938,0.8288826958188231
0.8445769003225334 ,0.8440576022649073,0.8438686031992066
0.8380073397419305 ,0.8379209323229828,0.8378442892771989
0.8395994481106326 ,0.8398509666213632,0.8395994481106326
0.8400121626497623 ,0.8391564219466675,0.8388616787807351
0.8423304888123946 ,0.8417989133797972,0.841648117512385
0.838538971633087 ,0.8378811280235232,0.8375793866006818
0.8297187649738405 ,0.8274747576536655,0.8269024927714697
0.8429561767343352 ,0.8431241961702671,0.8429561767343352
0.8444966147506178 ,0.8443533533419266,0.8442512141140733
0.8378829016345062 ,0.8375404869183078,0.837184977480242
0.8364005669798188 ,0.8362003408714029,0.8361089897308996
0.8473245436810943 ,0.8475525119981211,0.8473245436810943
0.8368704522328212 ,0.835919304157371,0.8356438258524915
0.8336615107517993 ,0.8328198433267398,0.8323096314332843
0.8342530123761249 ,0.8338353173445403,0.8334088048014754
0.8368932727471013 ,0.8363656404526668,0.8361203838980116
0.8391359499583604 ,0.8377718790342098,0.837382882166323
0.8415560288350514 ,0.8414249716568186,0.8413271242947407
0.8397836276282934 ,0.838928081153236,0.8385599892256086
0.8342501909048795 ,0.834077232205808,0.8339529608696393
0.8320058785142574 ,0.8321522954222758,0.8320346383895
0.8347591566489028 ,0.8339941565481321,0.8334984935265479
0.8368436183051424 ,0.8356299319263916,0.8351628725589079
0.8376229734470317 ,0.8370540552463525,0.8368018749035837
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
0.9276435647750412 ,0.9204708156663741,0.9201798406752725
0.9248375502490129 ,0.9160657745357152,0.9156740122344971
