RC-S,ES-S,SMLRE-S,SMLR-S,WMV-S,MV-S,SMM5-S,PB-S,CAWPE-S,NBC-S
0.6588404408241495 ,0.6655486344034499,0.6780067081935793,0.6712985146142789,0.6631528509822712,0.661715380929564,0.6712985146142789,0.6387158600862483,0.6554863440344992,0.6612362242453282
0.6482989937709631 ,0.655965500718735,0.6727359846669861,0.6689027311931002,0.6482989937709631,0.6459032103497844,0.6717776712985146,0.635361763296598,0.6468615237182559,0.6545280306660278
0.6612362242453282 ,0.654048873981792,0.6645903210349784,0.6665069477719214,0.6607570675610924,0.659798754192621,0.6665069477719214,0.6252994729276473,0.6401533301389555,0.6593195975083852
0.6497364638236703 ,0.6574029707714423,0.6689027311931002,0.6626736942980355,0.6554863440344992,0.6526114039290848,0.6669861044561571,0.6200287494010541,0.6415908001916627,0.6545280306660278
0.6535697172975563 ,0.6645903210349784,0.6736942980354576,0.6631528509822712,0.6545280306660278,0.6554863440344992,0.667465261140393,0.6329659798754192,0.6492573071394346,0.6554863440344992
0.6478198370867274 ,0.6554863440344992,0.661715380929564,0.6492573071394346,0.6449448969813129,0.6411116435074269,0.6492573071394346,0.6152371825586967,0.6382367034020124,0.6459032103497844
0.659798754192621 ,0.6645903210349784,0.678485864877815,0.6693818878773359,0.6626736942980355,0.6583612841399138,0.6693818878773359,0.6348826066123623,0.650215620507906,0.6631528509822712
0.6444657402970771 ,0.6612362242453282,0.667465261140393,0.6593195975083852,0.6449448969813129,0.6415908001916627,0.657882127455678,0.6272160996645904,0.6473406804024916,0.6459032103497844
0.6526114039290848 ,0.6612362242453282,0.6751317680881649,0.6655486344034499,0.654048873981792,0.6478198370867274,0.6655486344034499,0.6209870627695256,0.655965500718735,0.6554863440344992
0.6521322472448491 ,0.6593195975083852,0.6703402012458074,0.6588404408241495,0.6511739338763776,0.6497364638236703,0.6602779108768567,0.6305701964542405,0.6564446574029708,0.6506947771921419
0.654048873981792 ,0.6626736942980355,0.6698610445615716,0.6669861044561571,0.6607570675610924,0.6569238140872066,0.6669861044561571,0.6372783900335409,0.6574029707714423,0.6612362242453282
0.6463823670340201 ,0.6554863440344992,0.6583612841399138,0.6621945376137998,0.657882127455678,0.6554863440344992,0.6621945376137998,0.633445136559655,0.655965500718735,0.6574029707714423
0.639195016770484 ,0.6521322472448491,0.6612362242453282,0.6545280306660278,0.6473406804024916,0.6430282702443699,0.655965500718735,0.6152371825586967,0.6420699568758984,0.6482989937709631
0.6468615237182559 ,0.6526114039290848,0.6746526114039291,0.6550071873502635,0.6545280306660278,0.6511739338763776,0.6545280306660278,0.6243411595591758,0.6430282702443699,0.6516530905606133
0.650215620507906 ,0.6645903210349784,0.6804024916147581,0.6708193579300431,0.6550071873502635,0.6521322472448491,0.6703402012458074,0.6296118830857691,0.6487781504551988,0.6535697172975563
0.6554863440344992 ,0.6669861044561571,0.6693818878773359,0.661715380929564,0.6516530905606133,0.650215620507906,0.661715380929564,0.6329659798754192,0.6521322472448491,0.6526114039290848
0.6463823670340201 ,0.6602779108768567,0.6607570675610924,0.6631528509822712,0.6526114039290848,0.6506947771921419,0.6631528509822712,0.6329659798754192,0.6516530905606133,0.6535697172975563
0.663632007666507 ,0.6703402012458074,0.6741734547196934,0.6756109247724006,0.6626736942980355,0.663632007666507,0.6756109247724006,0.6358409199808337,0.6593195975083852,0.6660277910876857
0.6593195975083852 ,0.6554863440344992,0.6722568279827503,0.6588404408241495,0.6554863440344992,0.6516530905606133,0.6621945376137998,0.6171538092956397,0.6526114039290848,0.6554863440344992
0.6444657402970771 ,0.6497364638236703,0.6655486344034499,0.6535697172975563,0.6506947771921419,0.6487781504551988,0.659798754192621,0.6233828461907044,0.6344034499281265,0.650215620507906
0.6449448969813129 ,0.663632007666507,0.6665069477719214,0.663632007666507,0.6506947771921419,0.6482989937709631,0.663632007666507,0.6276952563488261,0.6526114039290848,0.6535697172975563
0.6607570675610924 ,0.6679444178246287,0.6689027311931002,0.6689027311931002,0.6583612841399138,0.6564446574029708,0.6717776712985146,0.6272160996645904,0.6535697172975563,0.6588404408241495
0.6430282702443699 ,0.659798754192621,0.6722568279827503,0.6645903210349784,0.6550071873502635,0.6530905606133206,0.6645903210349784,0.6185912793483469,0.6468615237182559,0.6574029707714423
0.6564446574029708 ,0.654048873981792,0.6679444178246287,0.659798754192621,0.6497364638236703,0.6454240536655487,0.659798754192621,0.6300910397700048,0.6430282702443699,0.6478198370867274
0.6607570675610924 ,0.6621945376137998,0.6732151413512218,0.6665069477719214,0.6607570675610924,0.6574029707714423,0.6736942980354576,0.6358409199808337,0.6574029707714423,0.6621945376137998
0.6439865836128414 ,0.6521322472448491,0.6650694777192142,0.6497364638236703,0.6454240536655487,0.6425491135601341,0.661715380929564,0.6185912793483469,0.6439865836128414,0.6454240536655487
