CAWPE_alpha=15_VS_CAWPE_alpha=15
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE_alpha=15_VS_CAWPE_alpha=14
Wins(67):,annealing,audiology-std,balance-scale,bank,breast-cancer-wisc,breast-cancer-wisc-prog,breast-tissue,cardiotocography-3clases,chess-krvkp,congressional-voting,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,energy-y1,energy-y2,fertility,glass,haberman-survival,hayes-roth,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,lenses,low-res-spect,lung-cancer,lymphography,mammographic,molec-biol-promoter,monks-3,mushroom,nursery,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,plant-margin,plant-shape,plant-texture,post-operative,ringnorm,semeion,soybean,spambase,statlog-australian-credit,statlog-image,statlog-shuttle,statlog-vehicle,steel-plates,titanic,twonorm,vertebral-column-2clases,wine,yeast
Draws(14):,acute-inflammation,acute-nephritis,balloons,breast-cancer-wisc-diag,cardiotocography-10clases,conn-bench-vowel-deterding,iris,letter,seeds,statlog-german-credit,synthetic-control,tic-tac-toe,wall-following,zoo
Losses(40):,abalone,adult,arrhythmia,blood,breast-cancer,car,chess-krvk,conn-bench-sonar-mines-rocks,ecoli,flags,heart-cleveland,ilpd-indian-liver,image-segmentation,ionosphere,led-display,libras,magic,miniboone,molec-biol-splice,monks-1,monks-2,musk-1,musk-2,oocytes_merluccius_nucleus_4d,page-blocks,parkinsons,planning,primary-tumor,spect,spectf,statlog-heart,statlog-landsat,teaching,thyroid,trains,vertebral-column-3clases,waveform,waveform-noise,wine-quality-red,wine-quality-white

CAWPE_alpha=15_VS_CAWPE_alpha=13
Wins(70):,annealing,arrhythmia,audiology-std,bank,blood,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,cardiotocography-3clases,chess-krvkp,congressional-voting,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,energy-y2,fertility,glass,haberman-survival,hayes-roth,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,image-segmentation,iris,led-display,lenses,low-res-spect,lung-cancer,mammographic,molec-biol-promoter,monks-2,mushroom,nursery,oocytes_merluccius_nucleus_4d,oocytes_trisopterus_nucleus_2f,optical,ozone,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,statlog-australian-credit,statlog-german-credit,statlog-image,statlog-vehicle,steel-plates,titanic,twonorm,vertebral-column-2clases,wine,yeast,zoo
Draws(7):,acute-inflammation,acute-nephritis,balloons,conn-bench-vowel-deterding,letter,statlog-heart,tic-tac-toe
