SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
0.009278569209932171,0.002408888251999878,2.1791571527462656E-4,0.0011549281606734443,-0.0038861698605590594,-0.006913992071726205,-0.0028873420066888645,-0.00536367563324089,-0.005156196138605991,-0.005628362002263998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020000000000000018,0.0,0.0
0.0066374076757151675,0.006751304018953752,0.00535625083283258,0.018152191220425176,0.024744472451333648,0.004473035176982987,0.004977341894413974,-0.0013680263401780893,0.006460073636209052,0.006460073636209052
0.07132810036295224,0.07503610792536046,0.010542432092454224,-0.017795603515196608,0.004264813463928885,-0.02438454284425095,-0.039948594642535376,-0.0238952433285914,-0.04078364134595892,-0.04899367734334562
0.43473854590271105,0.17547098499671318,0.28243698237296183,0.01234714339372477,0.1805755777114003,-0.003002777792031343,-0.00987238738904225,-0.036298862705146324,-0.02265987269547383,-0.01566874466091702
0.5714084077489876,0.21188098781697814,0.6646694806356642,-0.23399327412612436,0.3630840815563038,-0.10694420045869321,-0.24287388783161734,-0.19901980757657084,-0.24433162136664552,-0.26034918427430503
0.04783333333333333,0.08599074074074074,0.024447530864197535,-0.07316358024691356,0.03428703703703704,-0.01879629629629629,-0.004064814814814807,-0.03254629629629628,-0.036574074074074106,-0.04129320987654324
0.4408333333333333,0.3088888888888888,0.13166666666666668,0.02861111111111108,0.3499999999999999,0.041111111111111064,0.03388888888888886,0.0408333333333333,0.030555555555555516,0.029166666666666632
0.012156297278711082,0.01344349641418607,0.00442082719324098,0.009191236860202368,-0.147310153256705,0.0028856272718341606,0.0031072551331172,0.0025815969152176137,0.00425120837017388,0.00425120837017388
0.018633944411590782,0.00639792364807149,0.004643537683159212,0.004587686444575871,-0.062822787305342,0.002669032130889008,0.0032649977002431256,0.005338064261778052,-0.003112556672580302,-0.003112556672580302
0.07882673815554313,0.04259980483098144,0.042081793727545516,0.025772205958137343,0.01486766517183279,0.01391685032290605,0.017053918182515945,0.0187471409931691,0.004823560263003042,0.004823560263003042
0.011086029007823357,0.01007137171636974,0.0075578883315088,0.005525135234841453,0.003446393269735837,0.0017797266030691761,0.0028550741636291233,3.8624634595254187E-4,0.0017797266030691761,0.0017797266030691761
0.014062778199538958,0.01566984625916244,0.007324669397784238,0.0013265244890603137,0.004369827585866552,0.0022913180228098405,0.002221964296500341,1.2441626211148933E-4,0.0022913180228098405,0.0022913180228098405
0.07982373506229343,0.04986721332316298,0.047099987287058234,0.03121243325705568,-0.015246058988049819,4.344647851512784E-4,-0.004098779557589623,0.00691545893719809,-0.01060450038138826,-0.01060450038138826
0.28731721981721975,0.2428629549462883,0.2688403880070547,-0.0033617925284592028,0.11528098444765109,-0.012664341831008515,-0.01779962321628991,-0.030696448613115254,-0.038153559403559405,-0.047261103094436416
0.03280228878741579,0.05242699447203123,0.013906654517867741,0.06210645897477445,0.021066663580032556,-4.016826255295536E-4,-0.0011057914901497878,0.004360191993464084,-2.9302948796598635E-4,0.005510177814238652
0.024992137701711832,0.04829865189311266,0.01355440625564375,0.02639047260449424,0.017839401763654665,0.0035636210586328155,-2.2750274082761573E-4,-0.007538173479420122,0.004441625375787102,0.004348333119634776
0.05610363937030744,0.09051252934797989,0.020754880537160812,0.01021853536007011,0.036158852987054395,-0.008120180745804069,-0.01032051714291083,-0.006379827195491835,-0.008235702270700728,-0.010044190861727916
