TRAINTESTDIFFSBALACC,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
AvgTRAINTESTDIFFSBALACCOverDsets:,0.11211113799490172,0.07929428901787178,0.07155346826133252,0.004671796845030192,0.04692255536584863,-0.0025706852281329627,-0.00718073762635423,-0.01186449746332898,-0.01124633174090231,-0.014609747833639117
AvgTRAINTESTDIFFSBALACCRankOverDsets:,1.9669421487603307,2.334710743801653,3.834710743801653,4.466942148760331,4.805785123966942,6.9421487603305785,7.235537190082645,7.570247933884297,7.694214876033058,8.148760330578513
StddevOfTRAINTESTDIFFSBALACCOverDsets:,0.15751235104762795,0.10702726869351313,0.1278271218937121,0.038406092292108826,0.10170202083817025,0.019137667118134995,0.03151178528486187,0.03811918708013731,0.0335691536690238,0.039758358375727346
AvgOfStddevsOfTRAINTESTDIFFSBALACCOverDsetFolds:,0.056916416602143416,0.04931061838328115,0.045331788865011526,0.05380640396964814,0.05051201796289507,0.04428403065320559,0.04954603875202758,0.05222019302558949,0.05046083405313113,0.05135375907665819
StddevsOfTRAINTESTDIFFSBALACCRanksOverDsets:,1.73533802805832,1.2639033945019738,1.8977930491231856,2.0592631542112363,2.431025075993704,1.4988746926786827,1.7970744514410186,2.241935348015904,1.4221051016398873,1.4728722337935127

flat,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,0|121|0,80|2|39,113|3|5,98|2|21,102|2|17,114|2|5,115|2|4,114|1|6,113|2|6,114|2|5
SMM5-S,39|2|80,0|121|0,99|2|20,100|2|19,99|2|20,116|2|3,117|2|2,117|1|3,116|2|3,116|2|3
SMLR-S,5|3|113,20|2|99,0|121|0,84|2|35,81|2|38,109|2|10,111|2|8,108|1|12,109|2|10,110|2|9
ES-S,21|2|98,19|2|100,35|2|84,0|121|0,62|2|57,95|2|24,102|2|17,100|1|20,113|2|6,114|2|5
NBC-S,17|2|102,20|2|99,38|2|81,57|2|62,0|121|0,99|4|18,92|2|27,97|1|23,98|4|19,99|4|18
RC-S,5|2|114,3|2|116,10|2|109,24|2|95,18|4|99,0|121|0,69|2|50,77|1|43,63|21|37,72|22|27
CAWPE-S,4|2|115,2|2|117,8|2|111,17|2|102,27|2|92,50|2|69,0|121|0,65|1|55,72|2|47,81|2|38
PB-S,6|1|114,3|1|117,12|1|108,20|1|100,23|1|97,43|1|77,55|1|65,0|121|0,62|2|57,65|1|55
WMV-S,6|2|113,3|2|116,10|2|109,6|2|113,19|4|98,37|21|63,47|2|72,57|2|62,0|121|0,49|53|19
MV-S,5|2|114,3|2|116,9|2|110,5|2|114,18|4|99,27|22|72,38|2|81,55|1|65,19|53|49,0|121|0



p=0.01,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,0|121|0,29|77|15,39|80|2,67|42|12,67|45|9,83|36|2,86|34|1,89|30|2,88|32|1,89|31|1
SMM5-S,15|77|29,0|121|0,30|79|12,55|57|9,58|54|9,82|37|2,78|42|1,79|40|2,78|42|1,78|42|1
SMLR-S,2|80|39,12|79|30,0|121|0,35|68|18,37|70|14,53|66|2,47|73|1,55|63|3,54|66|1,56|64|1
ES-S,12|42|67,9|57|55,18|68|35,0|121|0,14|76|31,20|98|3,24|96|1,28|93|0,22|99|0,25|96|0
NBC-S,9|45|67,9|54|58,14|70|37,31|76|14,0|121|0,46|69|6,44|71|6,47|68|6,44|71|6,46|69|6
RC-S,2|36|83,2|37|82,2|66|53,3|98|20,6|69|46,0|121|0,6|114|1,11|109|1,9|112|0,10|111|0
CAWPE-S,1|34|86,1|42|78,1|73|47,1|96|24,6|71|44,1|114|6,0|121|0,4|114|3,1|120|0,1|120|0
PB-S,2|30|89,2|40|79,3|63|55,0|93|28,6|68|47,1|109|11,3|114|4,0|121|0,2|116|3,4|115|2
WMV-S,1|32|88,1|42|78,1|66|54,0|99|22,6|71|44,0|112|9,0|120|1,3|116|2,0|121|0,1|120|0
MV-S,1|31|89,1|42|78,1|64|56,0|96|25,6|69|46,0|111|10,0|120|1,2|115|4,0|120|1,0|121|0



p=0.05,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,0|121|0,36|68|17,56|63|2,77|30|14,80|31|10,102|17|2,95|25|1,99|20|2,101|18|2,102|17|2
SMM5-S,17|68|36,0|121|0,40|68|13,63|47|11,66|45|10,95|24|2,92|28|1,91|28|2,95|25|1,95|25|1
SMLR-S,2|63|56,13|68|40,0|121|0,40|61|20,47|56|18,63|55|3,58|62|1,62|56|3,64|55|2,65|54|2
ES-S,14|30|77,11|47|63,20|61|40,0|121|0,20|67|34,36|80|5,32|88|1,37|83|1,38|83|0,42|79|0
NBC-S,10|31|80,10|45|66,18|56|47,34|67|20,0|121|0,53|62|6,55|60|6,54|60|7,55|60|6,55|60|6
RC-S,2|17|102,2|24|95,3|55|63,5|80|36,6|62|53,0|121|0,10|109|2,15|103|3,9|112|0,13|108|0
CAWPE-S,1|25|95,1|28|92,1|62|58,1|88|32,6|60|55,2|109|10,0|121|0,10|105|6,3|117|1,4|116|1
PB-S,2|20|99,2|28|91,3|56|62,1|83|37,7|60|54,3|103|15,6|105|10,0|121|0,4|114|3,5|114|2
WMV-S,2|18|101,1|25|95,2|55|64,0|83|38,6|60|55,0|112|9,1|117|3,3|114|4,0|121|0,1|119|1
MV-S,2|17|102,1|25|95,2|54|65,0|79|42,6|60|55,0|108|13,1|116|4,2|114|5,1|119|1,0|121|0



T TEST,SMLRE-S,SMM5-S,SMLR-S,ES-S,NBC-S,RC-S,CAWPE-S,PB-S,WMV-S,MV-S
SMLRE-S,0.0,9.688E-5,1.2E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.26545197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-S,0.0,0.0,0.0,2.77E-6,8.336E-5,1.0E-8,2.0E-8,2.0E-8,1.0E-8,1.0E-8
ES-S,0.0,0.0,0.0,0.0,2.0295E-4,0.00585675,2.7E-7,0.0,0.0,0.0
NBC-S,0.0,0.0,0.0,0.0,0.0,8.3E-7,9.0E-7,1.11E-6,4.1E-7,5.1E-7
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.03020433,8.0157E-4,1.1231E-4,5.57E-6
CAWPE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05953962,7.681E-5,7.2669E-4
