CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_pb,CAWPE_alpha=14,CAWPE_alpha=15,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=1,CAWPE_eq,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10
0.007388523844893191 ,0.007510053731173416,0.007620287378839352,-0.0014383765745384913,0.007715463221339647,0.007864189796244925,0.006713798079456712,0.006843748067465016,0.006401980728310441,0.006530164279129447,0.006094868078190707,0.006250079316403978,0.005942923236604725,0.005813946330937458,0.0069878764610054045,0.007149315724775507,0.007271185707738326
-0.0017304961726277712 ,-0.0017463839148077476,-0.0017508575142262117,-2.358048854792516E-4,-0.0017846152596310283,-0.001827050067401803,-0.0016402604867710169,-0.00163771383561917,-0.0016395637403633367,-0.0016465774265970179,-0.0015734892339811513,-0.0016162630259377586,-0.0015686583288621048,-0.0015583011126201196,-0.00165101015910607,-0.0016802175761790883,-0.001671846567115054
-0.009179744361289988 ,-0.00927247739865944,-0.009348695880703195,-0.002517907982354517,-0.009387324915900108,-0.009437992991148336,-0.008977444813883628,-0.009006686161169286,-0.008832480977117863,-0.00891178255683367,-0.008707889647705414,-0.00873884392885571,-0.008642900558209599,-0.00859013063275671,-0.009026335815551456,-0.009064965846904305,-0.009116686124743034
-0.0035170709408349765 ,-0.0035443536033124,-0.003594183314434729,-0.0019352161848684712,-0.003654375068902982,-0.003682692939667276,-0.003255713618207201,-0.003293102334577247,-0.0031826970570928426,-0.0032127631733145368,-0.0030923378928677803,-0.0031337796626462744,-0.003048917702715759,-0.003051075608578646,-0.0033452643837907914,-0.0034141655443078456,-0.0034685812767457636
0.009471270906632245 ,0.0094778109853223,0.009485209230928326,0.009880160700481255,0.00949047798722824,0.009520929940562528,0.009394217475510058,0.009378585563274422,0.009361133697195267,0.009367439345541406,0.009354770356745479,0.00934500248406811,0.009362887703740386,0.009355332686192486,0.009393314112802975,0.00940254424345599,0.009404662824758159
-0.020271737810382162 ,-0.02028494914063994,-0.020327720282323325,-0.014218718616294201,-0.02033846986560406,-0.020388304256928613,-0.020109895130642985,-0.020116667139794986,-0.020013988529842486,-0.020078300250427006,-0.019961941331246624,-0.019990778483171878,-0.019966463332677153,-0.019898760980439523,-0.020154702745841746,-0.020191114714117275,-0.02024296348006749
0.011552807878644655 ,0.011535482075230918,0.011488015617069358,0.007926587672358543,0.011482494592159442,0.011446737317559741,0.011617425704592232,0.011612492595025725,0.011681944108401954,0.011680901329487514,0.011741972293944913,0.011700797660452289,0.011749917232430684,0.011755774121559481,0.011602155086373633,0.011560052169422907,0.011562823559650548
-0.003779900199453512 ,-0.0037598022843173817,-0.0037562367407469877,0.002323614520501227,-0.003735289207803305,-0.003720627820218869,-0.0039027566768139454,-0.003866764812698875,-0.003975314766710758,-0.0039484719468164675,-0.003989168158386014,-0.0039721584897910445,-0.003996887010660366,-0.0040051049082561185,-0.0038359654624297024,-0.0038189457309310004,-0.003802663633619696
-0.002265990298955578 ,-0.0022855789722926456,-0.0023049222919088175,0.0012016069018548903,-0.002323694781812602,-0.002289769887149351,-0.0022181902563226386,-0.0022029957323429494,-0.002169220009674122,-0.002182123790644197,-0.0021646176950440577,-0.0021288830019148275,-0.0021096449833899467,-0.002083585877623584,-0.002212822110723156,-0.0022071586886899253,-0.002240511356573105
-0.0016061504989459685 ,-0.001640396415762635,-0.0016514019349707088,0.00374411366433125,-0.0016670522234030205,-0.0017125727629550003,-0.0015122380750194342,-0.0015420415722349201,-0.001473396959219997,-0.0014963914642531773,-0.001451311435272773,-0.001473255151695163,-0.0014211141010646022,-0.0014176530585912062,-0.0015673166311497289,-0.0015890837976781924,-0.0016163286683466005
0.00222553479565768 ,0.0021628083246534313,0.00209280352720409,0.012494894907069676,0.001993152124498132,0.0019067072228553528,0.0025693485697357854,0.0024998949385740543,0.002726156822813408,0.002639998810924027,0.0028921632635749983,0.0027879973803063285,0.0029579883437679255,0.003026256451157505,0.0024117987906588922,0.0023430318813605355,0.00229057508343411
-0.004364018545011339 ,-0.004252975693762595,-0.0042091585159124145,-0.0018911134187289402,-0.0041301246569040995,-0.004031943348947742,-0.004777921050602485,-0.004715439962740264,-0.004944282450545789,-0.004897401585586381,-0.005083222458996506,-0.005025461079639526,-0.005162060147455794,-0.005280010094896981,-0.004623752742163978,-0.00453151247812833,-0.004471052321052715
-0.022477084081876875 ,-0.022359799668854263,-0.02225188226472352,-0.026495969745306547,-0.022163848969522282,-0.022047818759152293,-0.022931760580510163,-0.022847744157251992,-0.023095027446846883,-0.023001394367455186,-0.023228294462900867,-0.023173708778192248,-0.02325586721772721,-0.023301384865124897,-0.02275092707692916,-0.022672450868995497,-0.022562662728170535
0.005295660516423717 ,0.005324412418858726,0.005331624140615943,0.0038753680944410007,0.005310057384453226,0.005334719807736699,0.005262891847960249,0.005278365962616993,0.005215370664254149,0.005221960319363506,0.005215825099268434,0.005220414105859383,0.00522979642416832,0.005221632219511996,0.005264036747362644,0.005277998126989147,0.005304571159158389
0.005296206581425267 ,0.005283108148803173,0.005275518787182465,0.009598212732358946,0.005274108355907137,0.0052659663580559846,0.005328316437815617,0.005322634851877783,0.005351546169033106,0.005359946710767116,0.005337334293324725,0.0053346870354357145,0.005327331489217935,0.005297168811332464,0.005336627317118814,0.005303706542754583,0.005313612179894012
-0.006431292167532687 ,-0.006477780898893837,-0.0064377461418221316,-0.006845662728579227,-0.0064047992776047336,-0.0064312658208081075,-0.006400579043711607,-0.006428967885420245,-0.006414568427584366,-0.006400713428147298,-0.006438212423394707,-0.006412838147359268,-0.006468587841083506,-0.0064757013295186905,-0.006459500052979017,-0.006461783326647597,-0.006471087319597224
