TRAINNLL:,CAWPE_eq,CAWPE_alpha=1,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10,CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_alpha=14,CAWPE_alpha=15
dermatology,0.18319118951605523,0.18336599013977312,0.1831641185988983,0.18354206978395854,0.18371933189492026,0.18389768154975686,0.18407702557423952,0.18425727265346742,0.18443833343507654,0.1846201206248176,0.1848025490743569,0.1849855358611895,0.18516900036058967,0.18535286430956024,0.18553705186277422,0.1857214896405374,0.18590610676883126
echocardiogram,0.6181900181067302,0.6158479352193098,0.8948702476902792,0.6137644218308211,0.6119402199669361,0.6103738351038661,0.6090611280088499,0.6079951089847131,0.6071659810723715,0.6065614265379319,0.6061670850606304,0.6059671439022981,0.6059449544580033,0.6060836029492048,0.6063663876421094,0.6067771817861427,0.6073006835694668
ecoli,0.6850852000954254,0.6847931189017391,0.8571761911079965,0.6845291801682107,0.6842930511578271,0.6840843690208022,0.6839027431535918,0.6837477576147697,0.6836189735702326,0.68351593174072,0.6834381548258652,0.6833851498808379,0.6833564106240176,0.683351419656873,0.6833696505802412,0.6834105699943204,0.6834736393728457
energy-y1,0.22263038236533855,0.21943787461772682,0.2317131710583718,0.21641861534353476,0.21357034054133545,0.21088979740996264,0.20837286586514134,0.20601468299169934,0.20380976718345875,0.2017521391324405,0.19983543729404313,0.19805302594488466,0.19639809443778825,0.19486374672137405,0.19344308061271054,0.19212925667882613,0.1909155568901377
energy-y2,0.29843956064827787,0.29716157943106114,0.36677209547265527,0.2959280078060079,0.29473891926188917,0.29359422690143133,0.29249369214567805,0.2914369346360869,0.29042344306973417,0.289452586702231,0.2885236272614219,0.2876357310312593,0.2867879808877787,0.28597938809607754,0.2852089037068462,0.2844754294217061,0.2837778278269006
fertility,0.5668121496655273,0.5628791432300021,0.8313849976212301,0.5603275058534906,0.5589101324918003,0.5584127919094666,0.5586563379386331,0.5594947257390798,0.5608108136762485,0.5625114280738408,0.5645225963819546,0.5667853921350984,0.5692525308972736,0.5718856893115467,0.5746534463314613,0.5775297269573356,0.5804926364434023
flags,1.7213457482379286,1.692317261008843,1.7715733976460009,1.6700745044040401,1.6531533038976443,1.6403328714039103,1.6306539459108642,1.6233864010916628,1.6179816262996745,1.6140277813910895,1.6112139715571472,1.6093034955129963,1.608114394042057,1.6075053809314024,1.6073656303389408,1.607607321392792,1.6081601677250004
glass,1.0992097416897677,1.0928506821958723,1.3456230727227958,1.0873010116973891,1.0824976722397657,1.0783755019716366,1.0748702030075172,1.071920109741849,1.0694671517927548,1.0674573236027511,1.0658408650692104,1.0645722743053934,1.0636102210721625,1.0629173987019047,1.062460335117373,1.0622091746790532,1.0621374386659774
haberman-survival,0.7796064938047801,0.7765818561264274,1.4930903975025251,0.7739260661257207,0.7716169647344907,0.769629695210561,0.767937916743875,0.7665148745722283,0.765334273237162,0.7643709318973607,0.7636012277209263,0.7630033524951335,0.7625574181652919,0.7622454501293435,0.76205130473813,0.7619605417565691,0.7619602754482948
hayes-roth,0.9243565520179909,0.8691480651097268,0.7414484577227912,0.8278828617452079,0.7979159940074062,0.7763491158638433,0.7607670950729798,0.7493765786622679,0.7409168377226947,0.7345242063355002,0.729612436075797,0.7257825103351369,0.7227597709413484,0.7203520947472994,0.7184226841392002,0.7168723504905927,0.715627800705145
heart-cleveland,1.4600851745811838,1.4512635824711915,2.132494029751574,1.4429841885575596,1.4352557503278194,1.4280881862168222,1.4214914397423177,1.415473999585297,1.4100413356783623,1.4051944981954214,1.4009290696900583,1.3972345798765475,1.3940944086030709,1.3914861323251713,1.3893822224920604,1.387750982652737,1.3865576108635806
heart-hungarian,0.6208917919297113,0.6198515587732949,1.00190612084728,0.6188625969468652,0.6179293792361275,0.6170563751463493,0.6162479773053556,0.6155084228836077,0.614841712535603,0.6142515296836051,0.6137411631346673,0.6133134360201459,0.6129706438619404,0.6127145042064559,0.6125461197476457,0.6124659562216939,0.612473835646841
heart-switzerland,2.0812279119570944,2.045061842857459,3.0287466298567116,2.017618904981018,1.9992733442646542,1.9894756226400279,1.9869108762857344,1.9899250831502358,1.9969189747418334,2.0065622032791373,2.0178434047703346,2.0300316917847243,2.0426128394873824,2.0552320792343806,2.0676517640156122,2.0797207872278,2.091350638834425
heart-va,2.2490540593623245,2.229515637680476,3.2687218106474636,2.2139063726959103,2.202845680233757,2.1964026165042743,2.19413572580241,2.1953034442917656,2.1990960862841993,2.204786327315632,2.2117856040152746,2.219642701285093,2.2280210113607857,2.2366739512123393,2.2454244423626823,2.254148472483575,2.2627617574060435
hepatitis,0.5532731168384714,0.5507431108236828,0.8551017512566973,0.5484135172368926,0.5462882349280875,0.5443709958391261,0.5426650777711564,0.5411730040936376,0.5398962560642963,0.5388350213224443,0.5379879978397392,0.5373522667534443,0.5369232408087402,0.5366946883975674,0.5366588271478675,0.5368064762773881,0.5371272538359129
hill-valley,0.9750505826360715,0.9675799519341541,1.3253999030932377,0.9601451095651807,0.9528106770399187,0.945653453007512,0.9387556066692601,0.9321967108902298,0.9260460435948374,0.920356563174866,0.9151615079957698,0.9104738637508741,0.9062882677946593,0.9025845038782349,0.8993316556072969,0.8964921568501675,0.8940252610428889
horse-colic,0.5631921971816782,0.5617851145746512,0.8326899159577027,0.5604942337451251,0.5593095704348617,0.5582216385985508,0.5572215657143398,0.5563011628290985,0.5554529565388833,0.5546701906782976,0.5539468052338363,0.5532773992157117,0.5526571831813126,0.5520819259935823,0.5515478993431251,0.5510518226316297,0.5505908100338456
ilpd-indian-liver,0.7608223360293673,0.7605008760050926,1.2453321015932903,0.7602205289842895,0.759979671396989,0.7597766683898761,0.7596098813906251,0.7594776732391961,0.7593784117314493,0.759310472306581,0.7592722404561791,0.7592621142653253,0.7592785073353864,0.7593198521976245,0.7593846042142239,0.7594712458813764,0.7595782913965984
image-segmentation,0.24448014250254363,0.24018382743586283,0.1706021572328235,0.236112814576981,0.23226303454357683,0.22862896420639114,0.22520399193103247,0.22198072010022252,0.21895120895953854,0.21610716979475783,0.21344011664333903,0.21094148524329018,0.2086027266015318,0.20641538101142656,0.2043711369020186,0.20246187770995797,0.20067971906275048
ionosphere,0.3161448890167397,0.31542718906830014,0.36708659395130405,0.3147578998575631,0.3141341792676541,0.31355331247249274,0.3130127155114529,0.3125099367722301,0.3120426567192043,0.3116086861836045,0.31120596350305624,0.31083255076538924,0.3104866293778221,0.3101664951498627,0.309870553047796,0.309597311751191,0.3093453781177543
iris,0.18629437175023314,0.18551672572118508,0.2460733853437867,0.18485850841321358,0.18431055672478847,0.18386332698120839,0.183507282831207,0.18323318403233307,0.18303228683196232,0.18289647015481095,0.1828183027058019,0.18279106528797967,0.182808740873663,0.1828659828121976,0.1829580693790523,0.18308085088305673,0.18323069385289587
led-display,1.314343302129346,1.3142744356808833,1.4088607486980194,1.3142170665604902,1.3141709929711844,1.3141360122226027,1.3141119219288915,1.3140985210718028,1.3140956109245854,1.314102995834525,1.3141204838641858,1.314147887293367,1.3141850229856362,1.314231712624989,1.314287782829723,1.3143530651519204,1.3144273959721902
lenses,1.1224730791103712,1.0931904713982943,1.3355441299416095,1.0706400338674598,1.0547006102893695,1.045010034429773,1.0407055248411483,1.0406130110924885,1.0435342060974881,1.0484236161462848,1.0544533537923977,1.0610130426749813,1.0676802553474765,1.07418153283264,1.0803542231660284,1.0861136832058906,1.0914272731347074
letter,0.4076613968206665,0.40519463679529444,0.2418914037055014,0.40280895465254685,0.40050447986754434,0.3982808608878353,0.3961373028369224,0.3940726094050541,0.3920852276419215,0.39017329440032916,0.3883346832579023,0.3865670508567725,0.3848678817393148,0.3832345309118549,0.38166426352864374,0.3801542912473378,0.37870180495809846
libras,1.126052977497021,1.1189405462485156,1.6778456753869206,1.112593783776339,1.1069765374591922,1.102049504861612,1.097771915284213,1.0941027564423584,1.0910016126618054,1.0884291977303717,1.0863476656918611,1.0847207726795671,1.0835139475921234,1.0826943129710822,1.0822306825152403,1.0820935497435793,1.0822550738913743
low-res-spect,0.5001038516022558,0.4999110190968878,0.6160241455983162,0.4997326264472914,0.49956870296837635,0.4994192639744716,0.4992843113043284,0.4991638338682088,0.4990578082091201,0.49896619907081374,0.49888895996581256,0.498826033737453,0.49877735311069343,0.498742841227225,0.49872241216122937,0.4987159714129053,0.4987234163776601
lung-cancer,1.6013543592041988,1.5087907778341032,2.0902621552557297,1.4467532002087409,1.414235216259976,1.400307613014265,1.3958042742032015,1.3956281228274796,1.3972721541684452,1.3995674573543473,1.4019882587508241,1.404308292591101,1.406438344456124,1.408351121859716,1.4100469496073065,1.41153817930842,1.4128420510641388
lymphography,0.7360220617166214,0.7339657479369353,0.9308724817713938,0.7322813890203878,0.7309529572061549,0.7299647797798766,0.7293014408507467,0.7289475913424948,0.728887709659688,0.7291058580133883,0.72958547598272,0.7303092441387864,0.7312590380041202,0.7324159785138467,0.7337605719443346,0.7352729220508419,0.7369329911047411
magic,0.44182015256439205,0.44143184288994103,0.4312657396524473,0.44104741507673056,0.44066690610523024,0.44029035106844494,0.4399177831635362,0.4395492336853851,0.4391847320221073,0.43882430565250946,0.43846798014548205,0.4381157791613177,0.43776772445494244,0.4374238358810427,0.43708413140106755,0.4367486270920813,0.4364173371574382
mammographic,0.6122354322432765,0.6111596122757135,0.9549968394681858,0.61012702526969,0.6091369205902157,0.6081884793107076,0.6072808223676184,0.6064130186798583,0.6055840931148696,0.604793034195228,0.6040388014540576,0.6033203323636657,0.6026365487789095,0.6019863628541801,0.6013686824098078,0.600782415739575,0.6002264758653202
miniboone,0.25100585824138094,0.24980873725865785,0.2038718239173606,0.24864960939225744,0.2475277540577307,0.24644240359084296,0.24539274947193748,0.24437794832321835,0.24339712764819132,0.24244939128841098,0.24153382457825046,0.2406494991836608,0.23979547761573994,0.23897081741432358,0.23817457500078953,0.2374058092027469,0.23666358445632626
molec-biol-promoter,0.5752894980501998,0.5745311763902637,0.533356457682043,0.5740763769927555,0.5739035209722759,0.5739905012650917,0.5743149004330491,0.5748542081703509,0.5755860638379799,0.5764885229901577,0.5775403298671213,0.5787211720767901,0.5800118967065016,0.5813946747550384,0.5828531092916482,0.5843722897276488,0.5859387990672184
molec-biol-splice,0.3710893825770208,0.36530689038955244,0.19378049411524703,0.35999793096934607,0.3551268660976263,0.35065688813186635,0.3465512286843778,0.34277413661885286,0.339291615766893,0.3360719340031445,0.3330859297010325,0.33030714951490464,0.32771185400670677,0.32527892626547067,0.32298971476594074,0.32082783650208974,0.3187789608579959
monks-1,0.30978560668120664,0.2916937014894097,0.12584935530694846,0.2765457581093491,0.26395516601727176,0.2535230020097026,0.24487466019323906,0.23767868675819812,0.23165327981610243,0.22656536530863383,0.2222258534094927,0.2184833947505226,0.2152179721142027,0.21233500571204358,0.20976025098976178,0.2074355457615828,0.20531535209379836
monks-2,0.8140621393918923,0.8112509747062878,1.08178354340268,0.8086510134898461,0.806253866367945,0.8040508344066217,0.8020333391808842,0.8001931617865478,0.7985225334542516,0.7970141210124628,0.7956609463196366,0.7944562726917056,0.7933934846749565,0.7924659808058008,0.7916670924806258,0.7909900359380848,0.7904278989220904
monks-3,0.19380309676674445,0.19080787140246108,0.13381176606487286,0.18795558587942704,0.18524206023964668,0.18266265341736762,0.18021239093125713,0.177886076562205,0.17567838754753845,0.17358395385680422,0.17159742278129422,0.16971351043353533,0.16792704188949756,0.16623298168679138,0.16462645627627756,0.16310276985763558,0.1616574148432486
mushroom,0.0027839462670227236,0.0027808853023884843,8.962846434413846E-4,0.0027778293595131964,0.0027747784344144227,0.0027717325230825415,0.002768691621480895,0.002765655725545984,0.002762624831187635,0.0027595989342891914,0.0027565780307076664,0.002753562116273947,0.002750551186792951,0.0027475452380438083,0.0027445442657800475,0.00274154826572975,0.0027385572335957512
musk-1,0.46090228292227536,0.4603185208552938,0.6101819019090967,0.459777835285726,0.45927702117894625,0.4588131580353408,0.45838361296250213,0.4579860373356163,0.4576183580099612,0.45727876405966533,0.45696568998960774,0.456677796314793,0.4564139483331086,0.45617319383962324,0.4559547404478497,0.4557579330982166,0.4555822322480388
musk-2,0.08158893813874264,0.08136044842863431,0.07188366532641717,0.08113272349395953,0.08090577693141326,0.08067962218895942,0.0804542725625381,0.08022974119283642,0.08000604106212501,0.07978318499116166,0.07956118563616359,0.0793400554858504,0.0791198068585583,0.07890045189942836,0.07868200257766891,0.07846447068389437,0.07824786782754163
nursery,0.08612285589517858,0.08577971117686137,0.016544015859150576,0.08544182345894795,0.08510911091534029,0.08478148953352128,0.08445887333678388,0.08414117460140709,0.08382830406838378,0.083520171149338,0.08321668412630757,0.08291775034510206,0.08262327640198083,0.08233316832343072,0.08204733173885673,0.08176567204603223,0.08148809456918914
oocytes_merluccius_nucleus_4d,0.5640291221551095,0.5632564046048286,0.8225145581242812,0.5625083864826341,0.5617850963394818,0.5610865114576696,0.5604125603856388,0.5597631254961235,0.5591380455617578,0.5585371183444543,0.557960103195732,0.5574067236649715,0.5568766701116097,0.556369602315856,0.5558851520809173,0.5554229258181422,0.5549825071051611
oocytes_merluccius_states_2f,0.2731846901031014,0.2731533281030693,0.35781518279195196,0.27312267704842663,0.27309274100275244,0.2730635239705892,0.2730350298923904,0.2730072626394358,0.2729802260087192,0.2729539237178254,0.2729283593998011,0.27290353659803585,0.2728794587611626,0.27285612923798835,0.27283355127246817,0.27281172799873193,0.27279066243617706
oocytes_trisopterus_nucleus_2f,0.5771749258076297,0.5766048401593497,0.7976858324021167,0.576050033282238,0.5755112532101071,0.5749892279054782,0.5744846620859235,0.5739982341426252,0.5735305931721839,0.5730823561408233,0.5726541051985226,0.5722463851593141,0.5718597011630424,0.5714945165332777,0.5711512508457322,0.570830278221339,0.5705319258579853
oocytes_trisopterus_states_5b,0.29712575418877646,0.29682264424467986,0.39971418746308757,0.2965223143140824,0.29622481891096253,0.2959302119104968,0.29563854647676885,0.2953498749899209,0.2950642489729871,0.29478171901865374,0.2945023347162036,0.29422614457890944,0.2939531959721499,0.29368353504252503,0.2934172066482563,0.29315425429115394,0.29289472005044026
optical,0.17503921397284677,0.17483231460654244,0.11842908842073979,0.1746259564942525,0.17442013731354322,0.17421485467166806,0.1740101061081332,0.1738058890972816,0.1736022010508905,0.1733990393207825,0.1731964012014461,0.1729942839326665,0.17279268470216008,0.17259160064821522,0.1723910288623342,0.17219096639187506,0.17199141024269132
ozone,0.17202001045722928,0.17215136138701942,0.19852446610993027,0.17228246434661257,0.17241329728145469,0.17254383877988477,0.17267406806885208,0.17280396500915757,0.1729335100902447,0.17306268442456116,0.17319146974151914,0.1733198483810749,0.17344780328695228,0.17357531799953282,0.17370237664843577,0.17382896394480934,0.1739550651733545
page-blocks,0.13162058866137955,0.1313443287368468,0.16803591156631964,0.13107293017192403,0.130806357173204,0.1305445726337794,0.130287538189333,0.1300352142742093,0.12978756017737916,0.12954453409821148,0.12930609320196954,0.12907219367495285,0.12884279077920935,0.12861783890674544,0.12839729163316665,0.12818110177068315,0.12796922142041978
parkinsons,0.3823405075359412,0.38093378093849267,0.4236110555852534,0.37961484529059997,0.3783798515146287,0.3772248865144501,0.3761460604152427,0.37513956983621494,0.3742017410079355,0.3733290567946784,0.37251817144098565,0.3717659163466059,0.37106929955416706,0.37042550102319893,0.36983186522661227,0.36928589216807944,0.36878522758296445
pendigits,0.0809230103440443,0.08091086266818512,0.05645243019313348,0.0808986279680502,0.08088630590371859,0.08087389615248869,0.08086139840873721,0.08084881238377538,0.08083613780569908,0.08082337441923673,0.08081052198559245,0.08079758028228566,0.08078454910298735,0.08077142825735313,0.08075821757085314,0.0807449168845987,0.08073152605516681
pima,0.6949051479306197,0.6943544134036947,1.1709633945576685,0.6938461394258723,0.6933784085102741,0.6929493411655864,0.6925571036774553,0.6921999144660819,0.6918760491035252,0.6915838440930352,0.6913216995252253,0.6910880807327541,0.6908815190672475,0.690700611920301,0.6905440221054576,0.6904104767108413,0.6902987655233871
pittsburg-bridges-MATERIAL,0.6010793554362431,0.5987031321880104,0.7964137879354065,0.5965570170112524,0.5946326878494973,0.592921536865033,0.5914148263768958,0.590103781370719,0.5889796344904314,0.5880336389870923,0.5872570632029437,0.5866411775952904,0.5861772425621472,0.5858565027149607,0.5856701909118914,0.5856095433971443,0.585665825820778
pittsburg-bridges-REL-L,1.196255479569518,1.1866401355361225,1.812081977359522,1.178386743487965,1.17151992384783,1.1660354254601408,1.161895925544891,1.1590280336535415,1.1573239961967539,1.1566490656354729,1.1568527682896288,1.1577810333696148,1.1592865455743593,1.161235942450842,1.163513696831831,1.1660232638285544,1.168686328519974
pittsburg-bridges-SPAN,1.1968368236327076,1.1907870434628545,1.7306247938893453,1.1855108516028898,1.1810805684369639,1.1775496601154962,1.1749469164787627,1.1732723236050744,1.1724959010906333,1.172560096444731,1.173385346729323,1.1748775914692327,1.1769361967879037,1.1794609679793249,1.1823574658840994,1.1855404137510994,1.1889353931961535
pittsburg-bridges-T-OR-D,0.451453875136366,0.4516586946277576,0.5842561380292852,0.45206027884702404,0.45265934887882137,0.45345503209170684,0.45444470360280353,0.45562387213165345,0.45698612967663893,0.45852317797879716,0.46022493685233257,0.46207973117620477,0.464074545687624,0.46619533062477114,0.4684273374242075,0.4707554624271658,0.47316457781942134
pittsburg-bridges-TYPE,1.8205300666341178,1.8109804682417092,2.356328904369952,1.8031065874861134,1.7967953860467156,1.7919406704867167,1.7884379514401725,1.7861778141590763,1.7850421905417613,1.784905216040852,1.7856376934741214,1.787112929230269,1.789211973666021,1.7918272678723597,1.7948645423579148,1.7982432329108795,1.801895798615297
planning,0.9520416277399114,0.9433157290189704,1.6743988697070524,0.9357889502706532,0.9294260971316457,0.9241575653620262,0.9198908307732068,0.9165214985467066,0.9139423388931077,0.9120497231597091,0.9107475941310883,0.9099494673229965,0.9095790454004978,0.9095699587954164,0.9098650207536341,0.9104152611298023,0.9111789037136581
