TRAINNLL:,CAWPE_eq,CAWPE_alpha=1,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10,CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=13,CAWPE_alpha=14,CAWPE_alpha=15
plant-margin,1.3974137514484368,1.4028809391907537,1.980754134392093,1.4103645283249895,1.4199326517658433,1.431619476729363,1.4454201954549533,1.4612874111833183,1.4791293961487453,1.4988105715656659,1.5201543657775158,1.5429483710286997,1.5669514787769643,1.5919024685873795,1.617529390400319,1.643559033626072,1.669725820024907
plant-shape,2.0512967437588587,2.036833810673353,3.196082736136097,2.024864105001848,2.0151477494063705,2.0074432831887616,2.0015170814407877,1.9971498209161627,1.9941403897900518,1.9923077585001823,1.9914913397030343,1.9915503102712067,1.9923622827397207,1.993821622090716,1.9958376203120234,1.9983326720671883,2.0012405414082792
plant-texture,1.478094032182029,1.481648310160815,1.9182780470624479,1.4861115663592714,1.4915154451396069,1.4978834595137733,1.5052296853667093,1.5135576163875868,1.5228592650225148,1.5331145900241323,1.5442913162167526,1.556345187262747,1.5692206599357166,1.5828520129404984,1.5971648099099993,1.6120776298471615,1.6275039625220051
post-operative,1.2251269932698508,1.2127173963906062,1.9555303903100512,1.2056466895695872,1.2034188263570522,1.205392392740936,1.2108604094402993,1.2191105049209503,1.22946856857274,1.2413287666901134,1.2541713524974751,1.2675692234661748,1.2811851283188729,1.2947625277914105,1.3081133262257252,1.3211050218188147,1.3336488255379766
primary-tumor,2.71653128712113,2.6969855739769426,3.5065897965100277,2.6807566793082906,2.6674822611149978,2.6568201407848737,2.648456379934188,2.642107109385305,2.6375171307258403,2.634457442221625,2.6327228357757746,2.6321299415737696,2.632515672601303,2.633735878714153,2.6356640370135187,2.6381898797250987,2.6412179347222446
ringnorm,0.1381375633482195,0.1377741231321448,0.09276502371840895,0.13741066382961456,0.13704722231374614,0.13668383556903818,0.13632054067255345,0.13595737477499056,0.13559437508167077,0.13523157883345788,0.13486902328764291,0.13450674569880955,0.13414478329970875,0.13378317328216408,0.13342195277803023,0.13306115884023134,0.13270082842389647
seeds,0.29438724236315594,0.2943196624830619,0.3298010826572302,0.2942714593722983,0.29424280992147717,0.29423385459887097,0.29424469788444846,0.29427540885884385,0.2943260219201927,0.29439653760255524,0.2944869234712277,0.29459711507249764,0.29472701691813846,0.294876503488042,0.29504542023764746,0.29523358460013954,0.29544078697657306
semeion,0.4705932985610642,0.46843473564873295,0.4179926803842756,0.46640318323475544,0.46449415023178536,0.4627029666123762,0.46102483223482,0.4594548619747181,0.4579881269196936,0.45661969149994375,0.4553446465277412,0.4541581382037967,0.45305539321772653,0.45203174012438596,0.4510826272186412,0.4502036371596424,0.4493904986133509
soybean,0.4026847016930539,0.4025016076300858,0.5183998264515784,0.4023349174380372,0.4021838533135116,0.40204763842190394,0.4019255002670171,0.4018166738457438,0.40172040457351854,0.4016359509699759,0.4015625870978444,0.40149960475148805,0.4014463153946474,0.4014020518497767,0.4013661697439036,0.4013380487181416,0.40131709340984734
spambase,0.2342313923295704,0.23198270494876316,0.23278514363148278,0.22989274266212648,0.22795407375163013,0.2261590022915214,0.22449968481371327,0.22296823370981889,0.2215568070737221,0.22025768514861074,0.21906333390381896,0.21796645653442112,0.21696003385941776,0.21603735470400254,0.21519203740044107,0.2144180435429611,0.21370968509648752
spect,0.9046679376296797,0.8980957535627215,1.6824739357606242,0.8919406692757282,0.8862214735914759,0.8809547837475374,0.8761539845662406,0.8718280680221917,0.8679805797074981,0.864608858898388,0.8617036996018218,0.8592494786868379,0.857224716588847,0.8556029757681165,0.8543539721968934,0.8534447744574012,0.8528409845073502
spectf,0.5061810876597129,0.5049804336666464,0.7114324229636753,0.5039369168621827,0.5030346792334056,0.5022591517460319,0.5015971370874592,0.5010367965964261,0.5005675770763439,0.5001801052642559,0.4998660694539178,0.49961810072126794,0.4994296608959438,0.499294940784849,0.4992087698520165,0.49916653721851234,0.4991641231449332
statlog-australian-credit,0.907210047380684,0.9056488221911809,1.4927658112925313,0.9042328796266126,0.9029572333496605,0.9018162715016302,0.9008038912585165,0.8999136283853973,0.8991387786245367,0.8984725084781362,0.8979079537039003,0.8974383045766099,0.8970568776349103,0.8967571741956663,0.8965329263600773,0.896378131552379,0.8962870768311715
statlog-german-credit,0.7209268609790339,0.7197468270005009,1.0824308878527682,0.7186524729670979,0.7176385056225562,0.7166998580200538,0.7158317279441486,0.7150296014654315,0.7142892640255785,0.7136068015096095,0.7129785936363949,0.7124013017549583,0.7118718528303163,0.7113874210823281,0.7109454084344841,0.710543424654789,0.7101792678364512
statlog-heart,0.5764459636854795,0.5757638176744975,0.8299780994171365,0.5751873687288865,0.5747194732945581,0.5743626002208331,0.574118770498322,0.5739894990902557,0.5739757410322147,0.574077844040288,0.5742955098087088,0.5746277659849749,0.5750729504840405,0.5756287093561998,0.5762920088803908,0.5770591619505637,0.5779258681991752
statlog-image,0.1428409280401868,0.1422120742200394,0.11035663004486006,0.14160948296698317,0.141031869072786,0.14047794938547423,0.13994646134728939,0.13943617748982862,0.1389459162477342,0.1384745495429399,0.13802100762864924,0.13758428167919748,0.13716342458145056,0.13675755033631917,0.13636583242394812,0.13598750142946028,0.13562184217198828
statlog-landsat,0.35928340387268476,0.359038488287443,0.4227355876869318,0.35879824130897725,0.3585626462057106,0.35833168343328814,0.3581053307171686,0.3578835631390181,0.35766635322655477,0.3574536710464879,0.35724548430019704,0.3570417584217874,0.35684245667816766,0.3566475402707961,0.3564569684387439,0.35627069856273325,0.3560886862698208
statlog-shuttle,0.02443386814188569,0.02386013716152816,0.001577901307539835,0.023310630557584984,0.022784344402456063,0.0222802113184649,0.021797128279303874,0.02133398025914954,0.02088965975826229,0.020463082416670806,0.02005319905040919,0.019659004516351216,0.019279543842145083,0.01891391605733803,0.018561276139798497,0.018220835455875377,0.017891861029640372
statlog-vehicle,0.6562347957090793,0.6542745934261451,0.9396993925489354,0.652350964540921,0.6504680739680354,0.6486299082730353,0.6468402369576293,0.6451025771636689,0.6434201626732619,0.641795917914449,0.6402324374820826,0.6387319714665364,0.637296416664037,0.6359273135360666,0.6346258486033597,0.6333928618110422,0.6322288582901898
steel-plates,0.8506452054721115,0.8495030334125998,0.9991096318571991,0.848397718379664,0.847329781377953,0.8462996560674635,0.8453076883198113,0.8443541364163761,0.8434391718757801,0.8425628808854143,0.8417252663004804,0.8409262501644894,0.8401656766976847,0.8394433156945184,0.8387588662680546,0.838111960877936,0.8375021695790607
synthetic-control,0.2082168838780418,0.20837060949034578,0.1940353668288432,0.20852525967780108,0.20868082781086042,0.20883730766673123,0.20899469339251092,0.20915297946683895,0.2093121606603444,0.20947223199516482,0.20963318870380804,0.20979502618762327,0.20995773997514017,0.21012132568052694,0.21028577896240283,0.2104510954832367,0.2106172708695409
teaching,1.4454913191847225,1.4404452212771817,2.3295996318312433,1.4364108369435151,1.433325736766516,1.4311158798501458,1.4297024714628443,1.4290052986519597,1.4289439420414771,1.4294383082955777,1.4304094224887764,1.4317807792538089,1.4334800691962328,1.4354408869233046,1.4376040549106681,1.4399183556337638,1.4423406441019229
thyroid,0.053959719471550226,0.053439602763758184,0.02234789427723375,0.052929919226197455,0.052430582208212555,0.05194149831151962,0.05146256780208786,0.050993685020382935,0.05053473878846552,0.05008561281254753,0.049646186079719136,0.04921633324767202,0.04879592502635701,0.048384828550624266,0.04798290774300665,0.04759002366590859,0.04720603486257206
tic-tac-toe,0.16121438694105633,0.15983289235515397,0.0753435932091247,0.1584699720769462,0.1571257255708403,0.1558002193791635,0.1544934888610199,0.15320553995857628,0.15193635097553085,0.1506858743539245,0.14945403843689326,0.1482407492063841,0.14704589198626633,0.1458693331026246,0.14471092149431672,0.1435704902680963,0.14244785819373731
titanic,0.7114802318762384,0.711285009830599,0.700653481120153,0.7111121880679903,0.7109590186366913,0.710822871812182,0.7107013165084877,0.7105921669854394,0.7104935023067338,0.7104036655337629,0.7103212491829389,0.7102450724558182,0.7101741545174739,0.710107686887632,0.710045006957913,0.7099855738142524,0.709928946930052
trains,1.3066415875054422,0.9050549430694556,1.5849639434169183,0.8722212964588408,0.8650055570421292,0.8679109351807723,0.874202329742212,0.8812431760150636,0.8879519767000255,0.8938850479430531,0.8989013762916275,0.9030144250874628,0.9063129181256732,0.9089150870373283,0.9109428196949935,0.9125083446935951,0.9137085901831034
twonorm,0.15699524873394996,0.15684400804833715,0.11904654630136381,0.15669319907792997,0.1565428294089173,0.15639290657532828,0.15624343805742644,0.1560944312801182,0.15594589361137923,0.1557978323606972,0.1556502547775335,0.1555031680498028,0.15535657930237404,0.15521049559559016,0.1550649239238097,0.1549198712139706,0.15477534432417567
vertebral-column-2clases,0.4839444805484293,0.4834400905393453,0.769243797393601,0.4829754064465786,0.48255090921749155,0.4821669553139278,0.4818237741257732,0.4815214661696923,0.48126000206280484,0.48103922228544815,0.4808588377709387,0.48071843137891357,0.480617460318692,0.4805552595876898,0.4805310464763333,0.48054392616587843,0.4805928984112298
vertebral-column-3clases,0.5292542557459621,0.5277510733422155,0.7645894721403007,0.5263581212452391,0.5250708581697404,0.5238845447777584,0.5227943554287275,0.5217954695233386,0.5208831431985855,0.520052762980332,0.5192998835172573,0.5186202517686311,0.5180098200630396,0.5174647503446107,0.516981411726296,0.5165563732157014,0.5161863931986828
wall-following,0.16174357746957208,0.15610512740946808,0.023995610691304157,0.15064847868495587,0.14538325665575133,0.14031703008469343,0.13545532678662028,0.1308016946101404,0.12635780174353617,0.12212356927451418,0.11809732839424246,0.11427599458137311,0.11065525145981171,0.10722973770240965,0.10399323125130358,0.10093882614726492,0.09805909831934242
waveform,0.4760568097120791,0.47610542609465906,0.5974225623285389,0.47615950919781985,0.47621908048198186,0.47628415753778625,0.4763547540273635,0.4764308796329649,0.47651254001318194,0.47659973676695705,0.4766924674055511,0.47679072533261313,0.4768944998324553,0.4770037760666173,0.4771185350787547,0.4772387538078729,0.47736440510987727
waveform-noise,0.47556849965136627,0.4754376468988406,0.5745091542723626,0.4753137897126684,0.4751968625008319,0.4750867976235425,0.4749835255801636,0.4748869751886032,0.47479707375687047,0.4747137472465742,0.4746369204281956,0.4745665170280454,0.47450245986686107,0.4744446709900653,0.4743930717897585,0.47434758311855074,0.47430812539539685
wine,0.21527051990664886,0.21586397559782608,0.1677497210150562,0.21646921042121167,0.21708595640163714,0.21771394376101041,0.21835290104763955,0.21900255521208398,0.21966263163610616,0.22033285412185902,0.22101294484882153,0.2217026243062105,0.22240161120863486,0.22310962240264418,0.2238263727715602,0.22455157514558685,0.2252849402236813
wine-quality-red,1.2703226573482604,1.2686961344386853,1.7352059579863832,1.2671992982798086,1.2658265156232298,1.264571575430465,1.263427850125135,1.2623884510587802,1.2614463729445204,1.2605946231992016,1.2598263334365318,1.25913485164307,1.258513814742061,1.2579572022356709,1.2574593723757634,1.2570150828381907,1.2566194981794394
wine-quality-white,1.3421661996004095,1.3367096881846647,1.5437140646386094,1.3318274025831693,1.327503649775713,1.3237116801852291,1.3204162922510816,1.3175765083030946,1.3151481000917882,1.3130858036688242,1.3113451299773353,1.3098837381033086,1.3086623857571904,1.3076455036908876,1.3068014582212037,1.3061025715827823,1.3055249669471558
yeast,1.5080152287374133,1.5071840941445036,2.152624395466468,1.506426745457476,1.5057405777698143,1.505122922274443,1.5045710664958662,1.5040822738271291,1.5036538020011994,1.5032829201864548,1.502966924468883,1.502703151562669,1.5024889906693273,1.5023218934779368,1.502199382361044,1.502119056869889,1.5020785986677931
zoo,0.3700446178437194,0.36848269687519974,0.3982851116547856,0.3669913119134131,0.3655694235840331,0.364215731332134,0.3629287153867381,0.36170667652275934,0.3605477729483956,0.35945005388979967,0.35841148965628533,0.35742999814223214,0.35650346785479053,0.3556297776514955,0.35480681343347753,0.35403248207388366,0.3533047228735757
